component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus citer,Egg indet,Egg mass,Euphausia superba,Euphausia triacantha calyptopis,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Oikopleura sp.,Oithona similis,Pelagobia longicirrata,Pisces larvae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia
component_1,0.43082691484438457,0.0,2.918778100219972e-05,0.0,5.748694257925214e-06,4.387221713745664e-05,0.0,1.870156242762273e-05,0.009000405613814304,0.0,5.178552689627017e-05,0.00016295389931589188,1.823694349808512e-07,1.855905679129803e-05,0.00010316709511575846,0.0002311311150277019,0.03756861282468481,0.03896500009013457,2.2856090546608347e-05,1.870348352054658e-05,0.0,0.0,1.8690636375661296e-05,0.0005205062229100926,0.4281112874609732,1.9678837643049548e-05,0.0,0.0002714938252548851,0.046281974144601314,0.00018354700056080002,4.8981584397900044e-05,6.117998721597293e-05,0.00010943158149106005,0.00017961646449467765,0.00038247359373830183,0.0022923659710845025,0.002803831686932854,2.0772167138653504e-05,4.251420928100204e-05,0.0015789172070108976,4.955154402158662e-06
component_2,0.14487957372248775,0.24314369790991927,3.0891132717909163e-06,0.0408875627871949,0.0,0.0,0.030071248234989856,0.00012518588558856888,0.0,0.02570238820296711,0.0,0.000393834583622347,2.812920543291747e-05,0.0,0.00016140072382666838,0.0,0.04593091739188324,0.0,0.0,0.0,0.031428688716629107,3.573045512352336e-05,5.601412727960111e-05,0.0,0.3930814269347665,0.00024198117803655002,1.4191812444398469e-06,0.0013363546408006234,0.03952991341844298,0.0,0.0003599431504817374,2.882663595955534e-05,7.150473039217126e-05,0.0,0.0,0.0003162511774257356,0.000943979003927682,0.0,0.0,0.001232018769441256,8.920118864028637e-06
