component,Calanoida indet (small),Calanus simillimus,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Eukrohnia hamata,Euphausia frigida furcilia,Euphausia triacantha furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Oikopleura sp.,Oithona similis,Ostracoda indet,Pisces larvae,Pleuromamma robusta,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.
component_1,1.4029265259819323,0.49969103972989737,0.34605689366673514,0.21194412097548931,0.14197451797948088,0.0,0.0016421940679056128,0.002814607705005626,0.0,0.0,0.014660417955234685,0.009104384088572531,0.6243643637912931,0.013900870612681854,0.0,0.011096934648202253,0.09432495145668826,0.0018660194463890412,0.010976514716686403,0.599671270279757,30.9995048247992,0.04258447697057317,0.0,0.0,0.0029610576029211115,0.0,0.6072119468808973,0.01356865132475163,0.002480923809427902,0.017743985255100403,0.027525358502299372,0.002266834742170296,0.02889829087505851,0.0,0.022561530549336104,0.0004283345554824969,0.005932442698761016,0.00018861947023117293,0.0024894269980111823
component_2,10.078872719039499,0.5523848181691099,0.7387068631064228,0.0734567891013773,0.31803232024443256,0.010629398875485635,0.00033849789984630375,0.0,0.014359784741210047,0.08322400396525848,0.023311794974606375,0.056323040293842046,21.959292328474227,0.030298822191123977,0.022420059399740438,0.02293366757495206,0.13296016379988695,0.004469971367430954,0.0077072947701574005,0.5435723439475876,0.0,0.1386311078460498,0.04241329532489415,0.006395758108778306,0.0002344707960937585,0.007563338844192211,1.4749468820902507,0.0,0.011558508678491496,0.09309785868435377,0.3872356823723522,0.002058960992026493,0.032934763564346596,0.07502316353807273,0.03806527886588297,0.06357194289636836,0.0053981021438664475,0.005466593950026912,0.014312907430866743
