component,Calanoida indet (small),Calanus simillimus,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Eukrohnia hamata,Euphausia frigida furcilia,Euphausia triacantha furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Oikopleura sp.,Oithona similis,Ostracoda indet,Pisces larvae,Pleuromamma robusta,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.
component_1,0.039228037703862455,0.0139721493490808,0.00967629638547089,0.005926291801289637,0.0039698313782959285,0.0,4.5918335436541793e-05,7.87008693105033e-05,0.0,0.0,0.0004099284015603072,0.00025457293427893184,0.017458212066102433,0.0003886902602608713,0.0,0.00031028778964193725,0.002637474367781407,5.217684593129759e-05,0.0003069206584869439,0.01676775423715978,0.8667950327741896,0.0011907291203519664,0.0,0.0,8.279583936827911e-05,0.0,0.016978603444544414,0.0003794008851499719,6.937054146048784e-05,0.0004961498052199651,0.0007696524238037228,6.338427357914743e-05,0.0008080417776907718,0.0,0.0006308559676186487,1.197690953955984e-05,0.00016588045172224344,5.2740977897842555e-06,6.960830402051535e-05
component_2,0.2718714244741447,0.014900242473529224,0.019926165627847048,0.001981451938822724,0.008578727239042972,0.00028672153068498595,9.130773726200115e-06,0.0,0.00038734640684170773,0.0022449165833530772,0.0006288214052771,0.0015192795486418998,0.5923384739752312,0.0008172921891779493,0.000604767383785679,0.0006186216500423181,0.003586519062028172,0.00012057474252318033,0.00020789956043859098,0.01466253137363399,0.0,0.003739489307701677,0.0011440726892838903,0.00017252166150891993,6.324706255212214e-06,0.0002040164374203076,0.039785789644914686,0.0,0.00031178369911171133,0.002511257772726388,0.010445445587869443,5.5539212910338866e-05,0.0008883950948247884,0.002023703930809865,0.001026787605792822,0.00171481426084243,0.00014561050230722276,0.00014745802686921833,0.0003860819200787709
