component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Eukrohnia hamata,Euphausia frigida furcilia,Euphausia vallentini,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Tomopteris sp.,Vibilia antarctica
component_1,12.706741817150618,0.027099955048925435,0.011382952287595678,0.0,0.017748517351250413,0.10657696945069256,0.26013707606801884,0.19155572338684612,0.06803335551623017,0.1960020150124542,0.0033412627793847046,0.024317279046536737,0.05099012742346873,0.005716126228019928,5.193795002059244,0.09324508548718473,0.002942605631098212,0.0011466852792224695,0.010105851790437504,0.0,0.5022747314421518,0.3417380904167397,0.5398640041617471,0.11054754962849782,7.497715552126521,0.002336352459237226,0.17343345343090688,0.03505426965520007,0.12089478724205159,0.13084578848076903,0.07967307944791546,0.010092627424557197,0.06562468536835041,0.43301275130442723,0.004038690339261325,0.0010045817639156224
component_2,2.30186335782591,0.0012298434870670666,0.0,14.250698635437738,0.0,0.1685100997461565,0.046957472000213996,0.24315544473067713,0.0,0.0,0.00842994729943372,0.0,0.0,0.0012188558762198246,1.1584354699630512,0.0673204836217876,0.002304700798782594,0.034057603579256,0.0,0.06537214795517567,0.0809598022934465,0.8741550108771545,0.545415875555391,0.4064011903164531,0.7498837592012446,0.0,0.0,0.020386543423697695,0.0,0.021845796272202993,0.0,0.06406297981407462,0.058766022020701886,0.3714212301852763,0.0,0.001284020643354032
