component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Eukrohnia hamata,Euphausia frigida furcilia,Euphausia vallentini,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Tomopteris sp.,Vibilia antarctica
component_1,0.4378761825993682,0.0009338684169549683,0.0003922582016796525,0.0,0.000611616505347939,0.0036726579643800105,0.008964361711314636,0.006601038261317376,0.0023444393874961678,0.006754258121432656,0.0001151404043579134,0.0008379769946792566,0.001757127253211994,0.00019697854634955972,0.1789789358618887,0.003213239291930144,0.00010140262068609691,3.951494253476685e-05,0.00034824913164908076,0.0,0.017308460751375425,0.01177634460775052,0.018603792590330962,0.0038094847383855564,0.25837237518667683,8.051104766106353e-05,0.005976542186514675,0.001207975262369017,0.0041660520608250646,0.004508965019800118,0.002745545977608642,0.00034779341806551276,0.002261436261701081,0.014921682779618306,0.00013917386013696906,3.461803460101722e-05
component_2,0.10684407703927717,5.708483600110587e-05,0.0,0.6614653027477343,0.0,0.007821622433826628,0.002179594083594605,0.011286386301340576,0.0,0.0,0.00039128731757059497,0.0,0.0,5.657483129737353e-05,0.05377033705192,0.003124770596809536,0.00010697578066935568,0.0015808293781747567,0.0,0.003034335982020555,0.0037578578780173852,0.04057507801620455,0.025316209855881594,0.018863656671626396,0.034806861087651096,0.0,0.0,0.000946268773392092,0.0,0.0010140019527901702,0.0,0.0029735691857423955,0.0027277037808195554,0.017240014876217548,0.0,5.959954142026711e-05
