component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Euaugaptilus sp.,Euphausia frigida furcilia,Euphausia vallentini,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.
component_1,17.773360846096107,0.2106185681993301,0.1886530950055289,0.0,0.008304180402826591,0.010370064785882267,0.0,0.36711752865858405,1.2976237865506297,7.06053519808823,0.001677366137440429,0.014844257916689557,0.0007892179353778608,0.262765051868393,0.8534746996707562,1.0562964697068387,0.08470463598776161,0.015196582092950654,0.13815692543732244,0.06434461678651246,0.01693564706047939,0.1642568593074491,0.05475272912432967,0.030567731941532346,24.36920995002099,0.00251761900901211,0.016555770507193764,0.028383846161011927,0.006154668489089486,0.008242578945721722,0.8513136210497496,0.0048919791917624005,0.0013452171337663887,0.18570758871945267,0.0006131292052011602,0.024089341242117174,0.05969432859165872,0.017320531364293214
component_2,5.37870262051861,0.0,0.0,18.556569049403,0.01493609450701466,0.007279063467771314,0.5534359910388839,0.20754372309635766,0.0,0.6190534897409465,0.003996314010828555,0.0008457353921308427,0.009850723797909867,0.7518638064705327,0.22149762557008695,0.0,0.007142871036194092,0.0491395206376512,0.28779503961339453,0.0,0.038608722126079756,0.3324228467074783,0.0,0.03332160866367848,0.0,0.00768024329553575,0.9569585942887227,0.07350370009329003,0.019102324513330375,0.0,0.0,0.0,0.0006264857438990464,0.0,0.00035945689044707504,0.002806902172449528,0.09745391509363184,0.006223325255967166
