component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Euaugaptilus sp.,Euphausia frigida furcilia,Euphausia vallentini,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.
component_1,0.32168171804100243,0.0038120051382728886,0.0034144499872943634,0.0,0.00015029813674718865,0.00018768877115617807,0.0,0.006644494441117458,0.02348581411490127,0.12778928602627604,3.0358806392779387e-05,0.00026866761053429564,1.4284129127828223e-05,0.004755809216843979,0.015447118306548156,0.019118008466619086,0.0015330771184205066,0.0002750443587086256,0.002500515097779174,0.0011645792292076062,0.000306519857990037,0.0029729002387100766,0.000990974758497443,0.0005532482355315918,0.441060607045881,4.556662159760227e-05,0.00029964443677046187,0.0005137218828081883,0.00011139391984932305,0.0001491832062212788,0.015408004742735053,8.85403883178693e-05,2.4347210551526825e-05,0.0033611389939031673,1.1097082753121808e-05,0.00043599523716091694,0.001080413228817482,0.0003134859149541615
component_2,0.1904726085289513,0.0,0.0,0.6571320932865768,0.0005289225084006816,0.00025776889041330094,0.019598480210608397,0.007349615160200474,0.0,0.021922151367896114,0.00014151895128753508,2.994949481867525e-05,0.0003488374781175762,0.026625279473647647,0.007843755920686233,0.0,0.0002529459936044208,0.0017401468975083813,0.010191504491759892,0.0,0.0013672263618498379,0.011771880918913505,0.0,0.0011799971424967504,0.0,0.0002719756190009691,0.03388817203112014,0.00260294024062419,0.000676458587827588,0.0,0.0,0.0,2.218534510375038e-05,0.0,1.2729220484503816e-05,9.939905891664495e-05,0.0034510741211889553,0.00022038269799602283
