component,Calanoida indet (small),Calanus simillimus,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia frigida,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Limacina sp.,Oikopleura sp.,Oithona similis,Rhincalanus gigas,Rhincalanus gigas nauplius,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Tomopteris sp.
component_1,14.0731416115813,1.1810486018753437,1.2593256257274184,1.4613021463770124,10.494488561125358,0.002854393007327184,0.005254257677139628,0.050735409089872334,3.6928143768869295,0.5126304483298417,0.1280702595520373,0.0017377099496009168,0.001495116595601136,8.170217256732013,0.0,0.8653543937578484,0.01163655963012299,0.57067664839096,0.0,0.04456859261769454,0.005328892582713074,0.032580619748340735,0.005254257677139628
component_2,2.4305979783864347,0.07620521293919612,0.006463990921531332,2.8170826899190415,1.0823261750605315,0.0,0.010104088203769531,0.06064161588261547,2.6831861133363124,0.7516017704984251,0.0,0.0,0.006962428682633236,10.901531324357528,0.007973073296735697,1.6211222380534447,0.0,0.0,0.012487248236963648,0.0,0.0040512343619084935,0.0,0.010104088203769531
