component,Calanoida indet (small),Calanus simillimus,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia frigida,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Limacina sp.,Oikopleura sp.,Oithona similis,Rhincalanus gigas,Rhincalanus gigas nauplius,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Tomopteris sp.
component_1,0.3305842404610038,0.027743347276288823,0.029582108740494564,0.03432662538878542,0.2465201179494489,6.705093790344016e-05,0.00012342480672220213,0.001191796909415819,0.08674582190958778,0.012041913033749591,0.0030084263093616836,4.081956535970651e-05,3.5120941563658905e-05,0.19192197028667946,0.0,0.020327552502890416,0.00027334786596175967,0.013405443614800576,0.0,0.0010469356981963128,0.00012517801323797909,0.000765332981826208,0.00012342480672220213
component_2,0.10811094529991785,0.0033895435118839663,0.00028751285698047044,0.12530145886049204,0.048140954180467564,0.0,0.00044942130982452463,0.0026972878591532117,0.11934585221739286,0.033430611981179685,0.0,0.0,0.0003096829476351472,0.48489090634205206,0.000354635566523369,0.07210614801836722,0.0,0.0,0.0005554222553863403,0.0,0.0001801954829190609,0.0,0.00044942130982452463
