component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Egg indet,Eukrohnia hamata,Euphausia superba,Euphausia superba F4,Euphausia superba F5,Euphausia superba F6,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia sp.,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F4,Tomopteris sp.
component_1,0.058108821851075326,0.00517597152255067,0.006214006296090288,0.0,1.0984247600929245e-05,0.00016111599226521875,0.0004971806352313948,0.005994319456321646,0.02723771865529993,0.008415633544600861,0.36510901132853046,0.006190254105411232,0.0009241277456021929,0.004228330656019498,0.00010015199198018504,0.0007926349000520756,0.00023792796137764134,9.620810757590456e-05,0.0,0.0,0.08001233410273732,0.1178052106468464,6.606253746589525e-05,0.0005045608264550615,0.00024857130737758443,0.0006638861254580339,0.008601440304647571,0.0,0.002729456846075654,0.25761701441847396,0.0009250012383287716,0.0011491532437671286,0.000756551800118949,5.769210274765758e-05,0.0012196776861950877,0.024487901874106096,0.013219365353188227,0.0,4.3597946967540695e-05,0.00014166092994834752,0.00013770604589613235,0.00011875566561318021,0.0
component_2,0.1607349363346415,0.0,0.0015890230663077383,0.34537638696234946,0.0002596303414531487,0.0,0.0004845619264306257,0.018331613585131152,0.05230993068423297,0.005914111099024839,0.20557069196678537,0.00020541585707015332,0.0025752909421665974,0.0,0.0,0.0,0.0,0.0010288472595135444,0.0018308933178637081,0.0010532275301279033,0.049519226312263034,0.008107013644071657,0.0,0.0014300034433850908,9.163532941955602e-05,0.0015642907456955577,0.0,0.00694245124123908,0.00279019052439384,0.1221457313934396,0.0037826013829657043,0.0022151524521739586,0.0,5.030376635034892e-05,0.00031204472322093446,0.0,0.0,0.0027699215775581886,0.00010769005316913432,0.00012157239423272523,0.00018817221022586584,7.215445328609832e-06,0.000590222487768417
