component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio sp.,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Egg indet,Egg mass,Euchirella sp.,Eukrohnia hamata,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Pelagobia longicirrata,Pisces larvae,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F6,Tomopteris sp.
component_1,2.428353508974568,0.0,0.0,0.0,0.0,0.0,0.2902589815976765,0.0,0.0,0.0015027166079085682,1.5435651102523564,0.008707667314003752,2.038715471609831,0.0018201583523677132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.939868987399438,0.0,0.0,0.0,0.0888465001547628,0.0,0.0,0.0,0.0,42.9701335898767,0.0,0.0,0.0,0.0,0.0,0.30261476829489925,0.0,0.0,0.0,0.0,0.02025592513032605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_2,30.784329736544503,0.05903018255760669,0.08554037349653039,1.5719155061874233,0.006542384252820055,0.024058523097294622,4.969729847351307,1.855566072776031,0.017486967134765413,0.022184393447166717,6.279978365968829,0.26238771514230014,2.8958595176622723,0.008875679481180367,0.003026276352951425,0.010781154205938472,0.12646844341913777,0.0014798928739839573,0.02723852265517821,0.03144105690690818,0.018467936900859933,0.03326423704136155,0.07371074071087642,0.04316283501605963,0.01152829661406958,3.396043237736282,16.23830271368735,0.006333479494077788,0.01851382906912659,0.05043548787317673,0.2817461533702456,0.019440482945708572,0.029144153676659262,0.03162553672660767,1.7562472850913167,0.0,0.00619752761158185,0.2999117359666008,0.0020811199416635863,0.0037877562816088133,0.0024669714265239287,1.3797267268140985,0.027722213932304684,1.3680797919918126,0.03628752875468165,0.0016595102692893082,0.10790455549085114,0.1965072111236397,0.14895204164803622,0.019661000803739753,0.11969228977839262,0.021132963412778767,0.1019669273054526,0.014648496267565229
