component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio sp.,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Egg indet,Egg mass,Euchirella sp.,Eukrohnia hamata,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Pelagobia longicirrata,Pisces larvae,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F6,Tomopteris sp.
component_1,0.04613603043125298,0.0,0.0,0.0,0.0,0.0,0.005514599566514411,0.0,0.0,2.854995324848522e-05,0.02932602960649454,0.00016543604656380834,0.038733338738055414,3.4580995239855566e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055854258684038184,0.0,0.0,0.0,0.0016879852211391466,0.0,0.0,0.0,0.0,0.8163850047412186,0.0,0.0,0.0,0.0,0.0,0.005749345845817813,0.0,0.0,0.0,0.0,0.0003848401704167578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
component_2,0.4109493710935945,0.0007880118425573852,0.001141904436196966,0.020983977699314395,8.733627521398904e-05,0.0003211645347125146,0.06634243372366279,0.024770515296446256,0.00023343883748215235,0.0002961462085816832,0.08383333930160648,0.0035026933327188627,0.03865770857261784,0.00011848414216046579,4.039868253244621e-05,0.0001439209032163516,0.0016882656770851722,1.975553962208386e-05,0.0003636153150145079,0.00041971622162926327,0.0002465341009453621,0.0004440544071949707,0.0009839870738526542,0.000576193799126624,0.00015389473423253722,0.04533481302656531,0.2167700367338345,8.454754211639358e-05,0.00024714672944332536,0.0006732786518225198,0.00376111500644738,0.00025951691359421645,0.00038905416252283715,0.000422178898794359,0.023444678622849314,0.0,8.273267912964573e-05,0.004003612887915267,2.778150242399878e-05,5.0563909466416636e-05,3.293235113163369e-05,0.018418391289259952,0.00037007225683652247,0.018262912817539174,0.0004844132468661323,2.2153306806554286e-05,0.00144045069672115,0.002623234467591839,0.00198840606120789,0.0002624606734827172,0.0015978087432838139,0.0002821103495885374,0.0013611874939988735,0.00019554722744138947
