component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia falcifera,Chaetognatha indet,Clausocalanus laticeps,Clausocalanus sp.,Clio pyramidata,Clione limacina antarctica,Copepoda nauplius indet,Ctenocalanus citer,Cyclopoida nauplius indet,Euphausia superba C1,Euphausia superba calyptopis,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Limacina sp.,Metridia lucens,Microcalanus pygmaeus,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Paraeuchaeta sp.,Phalacrophorus pictus,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Thysanoessa macrura,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.01155876934289376,0.0,0.0,0.0,0.0,0.0,0.0016066018319371913,0.0002454051924173937,0.0,0.00023764280038712234,0.009539568084715812,0.0,0.10804247393775646,0.0,0.0,4.8577476471677935e-05,2.083963382224946e-05,0.00010024222308808217,0.07013724786874828,0.2201379371560731,0.0,0.0490776117802102,0.0,0.0013211352913464584,0.0,2.8310386321403356e-05,0.5215745267307694,0.003413152596191853,1.3722684316470504e-05,0.0,0.0,0.0011363204421235141,7.470752499153898e-06,0.0,2.083963382224946e-05,0.001685408056715762,0.0,0.0,0.0,0.0,4.619609737253495e-05,0.0,0.0,0.0,0.0
component_2,0.1984946951396531,0.010030412614744513,0.007270582271502053,0.002039449936663685,0.00020502970231528708,0.00041918486277029603,0.01715546416176093,0.0,0.00033093224932778014,0.0,0.0,0.27823040880223926,0.0,7.999766535489451e-05,0.00930045868513498,3.126728544257384e-05,0.0,0.0,0.0008047917043683834,0.22108201291772683,0.000495341708477939,0.12363668364085185,0.006827231551855461,0.010668368028166826,0.0075859866739077025,0.0,0.07629033830313847,0.0038826387943922485,0.0,0.00012279998845465435,0.0005382821521246636,0.00180082737171702,0.0,0.0010637752441178038,0.0,0.0017160488696935736,0.003803937214989216,0.013299743760028036,0.0002836801146152356,0.0003614090550874803,0.0002875217265573469,0.0007693219166350992,0.00037871389230015177,0.0005310886856538871,0.0001815733082307128
