component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia falcifera,Chaetognatha indet,Clausocalanus laticeps,Clausocalanus sp.,Clio pyramidata,Clione limacina antarctica,Copepoda nauplius indet,Ctenocalanus citer,Cyclopoida nauplius indet,Euphausia superba C1,Euphausia superba calyptopis,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Limacina sp.,Metridia lucens,Microcalanus pygmaeus,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Paraeuchaeta sp.,Phalacrophorus pictus,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Thysanoessa macrura,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,1.0572030286564609,0.0,0.0,0.0,0.0,0.0,0.14694508318164892,0.022445565351746875,0.0,0.021735591467799888,0.8725202460620438,0.0,9.881919716717608,0.0,0.0,0.004443055633939032,0.0019060613928176253,0.009168483140735957,6.4149831758738225,20.13453915201336,0.0,4.488799652807565,0.0,0.12083537527592389,0.0,0.002589360966859564,47.704920218762936,0.31217815278744204,0.001255121803221061,0.0,0.0,0.10393160182539594,0.0006832995740419386,0.0,0.0019060613928176253,0.1541529594737827,0.0,0.0,0.0,0.0,0.004225246875817134,0.0,0.0,0.0,0.0
component_2,9.90615171413107,0.5005815850498448,0.36284844278028755,0.10178156384356447,0.010232290266545378,0.02091999911608833,0.8561671161699098,0.0,0.016515630640069154,0.0,0.0,13.885472552002167,0.0,0.00399239389860934,0.46415222674406886,0.001560437033671144,0.0,0.0,0.040164240742747645,11.033402981815904,0.02472071160928016,6.17025933472232,0.34072241322419106,0.5324196304332056,0.3785891347888925,0.0,3.8073746254103304,0.19376844767241866,0.0,0.006128502906687181,0.026863713713881864,0.08987277540408674,0.0,0.05308917173103147,0.0,0.08564178725324392,0.1898407367320348,0.6637420680346753,0.014157447642031359,0.018036617694183032,0.014349168588017333,0.03839407203215954,0.0189002394786164,0.026504713841568436,0.00906166654632576
