component,Calanoida indet (small),Calanus propinquus,Crustacea nauplius indet,Euphausia superba,Euphausia superba furcilia,Metridia gerlachei,Themisto gaudichaudii,Thysanoessa macrura furcilia
component_1,0.0,0.4442981886627703,0.0,1.9784615407533241,0.2012706624210378,1.18394150435683,2.762817718227448,3.7491480971299618
component_2,0.0,1.6903056000249075,0.0,4.107143550319687,0.0,0.0,0.0,0.0
component_3,0.8408964152537147,0.0,0.8408964152537147,0.0,0.0,0.0,0.0,0.0
