component,Acartia (Odontacartia) pacifica,Calanoida indet (small),Calanoides acutus,Calanoides sp.,Calanus australis,Calanus propinquus,Calanus simillimus,Calocalanus plumulosus,Calocalanus sp.,Candacia sp.,Centropages bradyi,Centropages sp.,Chaetognatha indet,Cirripedia cyprid,Cirripedia nauplius,Clausocalanus arcuicornis,Clausocalanus brevipes,Clausocalanus ingens,Clausocalanus laticeps,Clausocalanus pergens,Clausocalanus sp.,Clio sp.,Clione sp.,Clytemnestra scutellata,Cnidaria indet,Copepoda indet,Copepoda nauplius indet,Ctenocalanus sp.,Cyclopoida nauplius indet,Cyllopus lucasii,Decapoda (natant) indet juv,Decapoda phyllosoma indet,Decapoda zoea indet,Egg indet,Eucalanus sp.,Euchirella rostromagna,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia longirostris,Euphausia longirostris furcilia,Euphausia lucens,Euphausia spinifera calyptopis,Euphausia triacantha,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Farranula sp.,Foraminifera indet,Fritillaria sp.,Gastropoda indet,Globigerina bulloides,Globigerinita uvula,Globorotalia sp.,Haloptilus oxycephalus,Harpacticoida indet,Hemityphis sp.,Heterorhabdus austrinus,Heterorhabdus lobatus,Heterorhabdus sp.,Hyperia spinigera,Hyperiella sp.,Hyperiidea indet,Isopoda indet,Limacina sp.,Lucicutia flavicornis,Lucicutia sp.,Mecynocera clausi,Mecynocera sp.,Metridia lucens,Metridia sp.,Microsetella norvegica,Microsetella rosea,Microsetella sp.,Neocalanus tonsus,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona atlantica,Oithona longispina,Oithona similis,Oithona sp.,Oncaea mediterranea,Oncaea sp.,Ostracoda indet,Paracalanus aculeatus,Paracalanus indicus,Paraeuchaeta biloba,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces larvae,Pleuromamma borealis,Pleuromamma gracilis,Pleuromamma piseki,Pleuromamma robusta,Pleuromamma sp.,Polychaeta indet,Primno macropa,Pseudosagitta gazellae,Pseudosagitta sp.,Pyrosomatidae indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Salpidae indet,Sapphirina nigromaculata,Sapphirina sp.,Sergestidae indet,Siphonophorae nectophore,Solmundella bitentaculata,Subeucalanus longiceps,Teuthida indet,Thalia sp.,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris carpenteri,Tomopteris sp.,Turborotalita quinqueloba,Vibilia sp.
component_1,0.0,0.25147527702576045,0.04993692132664799,0.0,0.0,0.0010444995153444047,0.142701480090089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018498340774729623,0.0,0.008037686152385452,0.0,0.0,7.137869897347103e-06,1.756002217381486e-05,0.0,0.0,0.0,0.013218397451919488,0.0005980494509296399,0.0,0.0,0.0,0.0,2.863819132531529e-05,0.002999263776489486,0.0,0.0,1.844786461763776e-05,0.0,0.0,0.0,2.2828946000583477e-05,0.0,0.0,0.0,0.0003807584008335114,2.3356123206517482e-05,0.0,0.0,0.0,1.567629069067225e-05,0.0,0.0,0.003734049672930434,0.01621417788523544,0.0,0.0014725473604283621,4.9063874010675385e-05,0.0,2.6124290334984955e-05,4.282853033456724e-05,0.0,2.7848128327091004e-05,0.0,9.607763038921416e-05,0.0,0.0,0.0,0.0,0.007347813358041925,0.0,0.0,0.0,0.0,0.005693981007575215,0.0,0.0,0.0,0.0,0.0,0.00023454047673132327,0.00012975989720236434,0.0035516420238179435,0.0,0.0,0.44349158703857344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2217822550235449e-05,0.0,7.356559826491746e-06,4.874688668239679e-06,6.13884377176062e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4205310201784066e-05,3.6290247312883083e-05,0.0,0.006258261500666597,0.0010759824902164578,0.012550531579900359,9.013950687208288e-05,0.0,0.0,0.0,0.0,3.94947921733711e-05,4.652810199746974e-06,0.0,1.71143881740934e-05,0.0,0.0008443288476713969,0.0,0.0,0.0009342534724187435,5.112310397726946e-06,1.820623442087953e-05,7.676033259314781e-05,9.028002973264878e-05,4.795244475559151e-05,0.0,0.0063552260096903035,2.657657975207694e-05,0.00014107731093250317,0.00011135584618111966,0.0
component_2,3.261155614053788e-05,0.5806203695783031,0.024098710390271796,1.4828977659477452e-06,0.00031423901384245416,0.0001459641657693688,0.01747638663850802,0.0001985200508409834,0.003899737144916333,0.0002347094382105363,0.0001951280663387346,0.00010254263409738974,0.004355310942211781,2.133993177093817e-05,0.00015402145039193477,2.5467976413990672e-05,0.04269829039409938,4.7798458832928966e-05,0.009992583324964293,0.02726427221268523,0.0002541863300193582,0.0,7.0862112408405745e-06,2.036595108611943e-05,6.207521455906734e-05,0.00022532686811618406,0.004681451930100911,0.002332801889045778,0.0036395431047667203,6.63136141510979e-05,4.039775028072137e-05,4.717516541597157e-05,0.0,0.0,8.129997225186025e-05,1.153744351219431e-05,0.00012468809389173626,2.9494390752350567e-05,8.556511526806203e-05,0.00044878430666664095,2.6114238281032517e-05,0.00024051328620986967,4.277077419240868e-05,2.9494390752350567e-05,8.508572193476318e-05,7.421506442804049e-05,0.0007905542454741475,0.006909173095824292,0.007759931089785888,0.0005766727320445855,1.740932634282539e-05,7.116397544124241e-06,0.0,0.006415541736477745,0.0010926685959899297,0.005440392056302422,0.0,0.00017449594155535562,0.0,0.00039908021006672135,6.574897910898992e-05,0.00015649478567021806,4.7798458832928966e-05,0.00019462951225966392,0.000690877669062172,0.0004647777683599126,0.0036127016720043496,7.33148384547459e-05,0.06999234894139249,0.0005071188969685001,0.0006967714512223764,0.0005860984687134444,0.0003123890242863851,0.019261820886738466,0.0031996619947192153,9.2233426527185e-05,8.665666001306347e-05,0.0011675663896798785,0.014452972538834647,0.00041946806455618715,0.0028740121118070124,0.007370348308628223,0.0002495528100846172,6.574897910898992e-05,0.0,0.04711455318142736,0.0022394089810984755,0.004038166400374521,0.008997422966336429,4.80434277905378e-06,0.0042832190961999495,0.00013913227968832958,0.0009609311029169822,0.0026903135602643733,0.00011815591181186616,2.38449081535876e-05,0.0,0.0007282678256476078,0.001310686188218515,0.0005501397353339357,0.0004853478146265866,0.0013672273100904112,1.9260054231383116e-05,0.0007973229653591154,6.962927189152888e-05,0.00014463163920650334,0.00030006086452522425,0.006552447901825534,3.8979937633439065e-05,0.0,0.00011461643777657182,0.0066392859077964396,3.735068321472667e-05,1.5061098415727406e-05,6.804464542439615e-05,0.0,0.0,0.00016265811213907156,0.0,0.00018870066166388628,0.003303025452880819,0.010411229195579168,0.013506970543688,0.0010776028345097664,4.672160634961889e-05,7.481587698834079e-05,0.0,0.0,2.3311341795272062e-05,2.9452199905725618e-05,0.000312760207659327,1.1953748463673017e-05,0.0,0.0001494721813202493,9.309186704722522e-05
