component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Calanus sp.,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Egg indet,Eukrohnia hamata,Euphausia frigida,Euphausia superba,Euphausia superba F2,Euphausia superba F3,Euphausia triacantha,Euphausia triacantha furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Vibilia sp.
component_1,0.24899598186349978,0.0,0.0,6.476298048028782e-06,0.0,0.0,0.0,0.0,0.039433211899617834,0.15268159481068572,0.0010912694820566305,0.0,0.0,0.0002901748741894594,1.971330107786091e-06,4.9921245391059005e-06,0.0,0.0,0.0,0.0,4.106892842371267e-05,1.8976239122560605e-05,0.027142835551584883,0.03345599305159847,0.0,2.9346269050606274e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48759139719130096,0.0,0.0,0.0,0.0,0.0,0.0,2.6928440224630966e-05,0.0030751130537258592,0.0,0.005848640214311299,0.0,0.00021767825691149093,0.0,0.0,0.0,0.0,4.635012100123922e-05,0.0
component_2,0.0763279069306173,4.512211548850364e-05,0.14511193408057657,0.0,0.00021037205635574623,0.0012919014604912495,0.04843851769834554,0.09510552172329209,0.0,0.22010493010268686,0.0,0.0006158350805735313,0.00034230722491853836,1.4887362569011023e-06,3.632717791191144e-06,6.105991596631944e-06,0.000366329220558032,0.0015696605152778194,0.00019915213307928597,0.0024509639419259144,0.00017637249378895143,0.0,0.18281979611890245,0.10776897054838014,0.00047983307127803646,0.0,0.0015181415251294473,0.0029098869374304015,4.340829232758512e-06,0.00045888195894371254,0.0013576107771448647,0.010262093128311259,0.00944547936785799,0.07335285750578158,0.0001699900154941084,0.004057951243510559,0.001647419131460482,0.0003616997787028701,5.8410062812193934e-05,0.00013432351720303406,0.00016482151586549079,0.0052862769723991294,5.595926023166899e-05,0.002598630422697374,0.0006452790801108418,0.00016023010463704195,0.0003405588263328154,9.008023848274976e-05,0.0003416322939210188,0.0001934367831987411,0.0008662280226160173,8.112673831102108e-05
