component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Calanus sp.,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Egg indet,Eukrohnia hamata,Euphausia frigida,Euphausia superba,Euphausia superba F2,Euphausia superba F3,Euphausia triacantha,Euphausia triacantha furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Vibilia sp.
component_1,12.144606786717532,0.0,0.0,0.0003158769576852574,0.0,0.0,0.0,0.0,1.9233276347435353,7.446939178164002,0.053225914164301766,0.0,0.0,0.014153078776781678,9.615026245284592e-05,0.00024348742137935675,0.0,0.0,0.0,0.0,0.002003108576793268,0.0009255529374789769,1.3238730295304308,1.6317929198293548,0.0,0.0014313439743465835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.78193313465113,0.0,0.0,0.0,0.0,0.0,0.0,0.0013134160457539117,0.14998651216257752,0.0,0.2852633809919575,0.0,0.010617106414421469,0.0,0.0,0.0,0.0,0.002260695091800373,0.0
component_2,5.304820022368976,0.003136005051371891,10.085337386430334,0.0,0.014620941954000358,0.08978766757971517,3.3664963297583155,6.6098717515492496,0.0,15.297380567401525,0.0,0.04280078410735558,0.023790488873225244,0.00010346776455974988,0.00025247533764870825,0.00042436885512495067,0.025460027166231015,0.10909203284372622,0.013841152804266251,0.1703429730498419,0.012257958773810838,0.0,12.706048861244783,7.4899865035578,0.03334859013262794,0.0,0.10551144244813546,0.20223830456326508,0.0003016893657067518,0.0318924794560565,0.09435449133602672,0.7132195718135669,0.6564645892495573,5.0980528989005975,0.01181437398271214,0.282029232452815,0.11449628773063744,0.025138279107975208,0.004059522698501566,0.00933553810379477,0.011455161193863883,0.36739836128956144,0.0038891909401335507,0.18060585245175276,0.044847153837186245,0.011136056279356722,0.023668974473085126,0.006260612558882841,0.023743580899283107,0.013443933704458906,0.06020319360371816,0.005638340720295084
