component,Calanoida indet (small),Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Ctenocalanus citer,Eukrohnia hamata,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.
component_1,0.037052831488610855,0.6258388189684057,0.0069539127994282844,0.04340027332173324,0.05254634720249261,0.054706349417117446,0.00135816187487731,0.0022965794629194944,0.0004040105489938078,0.00059328161329157,0.008124344231543797,0.006066454025891138,0.004584858188584232,0.0012084244796360059,0.004413876512993378,0.059415548093187776,0.0019844812177368955,0.006174052975296792,0.040995677560955276,0.00023153498574092908,0.000954151325883502,0.0002681312230178829,0.001097440300492666,0.0,0.0038137009946954976,0.0016814542419008901,0.02594407731397564,0.0006415163442129632,0.0009079520513062645,0.00036983402159610374,0.005730831823392416,0.00024109139008967868
component_2,0.490944289086579,0.025394573086939126,0.0,0.07270113945309974,0.012933472204724086,0.07903399273168484,0.0,0.0004228005642283589,0.0,0.0005567448561000143,0.006040779709774021,0.009740733574154345,0.004370756877757759,0.004632521340588733,0.0,0.0,0.0012175441314301986,0.019873031989327758,0.2601297580285869,0.0020746054710042497,0.0,0.00048089521819318326,0.0,0.0027810536746606346,0.0014567224600778037,0.0007402756592099577,0.0,0.0,0.0,6.475955559927763e-05,0.0036233450067870657,0.0007862053194928926
