component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Decapoda zoea indet,Eukrohnia hamata,Euphausia similis,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Phronima sp.,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F2,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Triconia antarctica,Vibilia antarctica
component_1,16.73119713594551,5.8325393665671406e-05,11.634684904619082,0.10749597707766993,0.006829387914668926,0.0077530439295736865,0.0,0.0,0.0,0.0013614121432649938,0.017771744991574776,0.06804976197870985,0.0,0.0009116522075800726,0.0,0.341866319885379,3.0761309571328788,0.03611731095962186,0.37404301399644874,0.04241791774381186,0.3085115588667723,0.07434957886627198,4.719639200542597,0.006523957159227459,0.36441161922310067,0.021905453781972256,0.0018804906920831766,0.0038406921705378115,0.006509520862177823,0.02554431509344477,0.004580492895269953,0.09263667992175438,0.03972716466819518,0.015060926981848754,0.04374764389202097,0.0,0.003062536745628584,0.08583057659542147,0.02314030330694027,0.004290582307052356,0.004807144766647853
component_2,0.0,0.0018343410367722723,0.4450469719198709,0.058397954105226586,0.020484806375437124,0.02406063982107687,0.0017628335646255795,0.003333805499617015,0.001829914368471443,0.0002408372306268734,0.0,0.03516281918609007,0.006055998225762752,0.0020065666094200747,14.88083405015412,0.034383448799393576,0.44615316187140425,0.0,0.0006602244947203966,0.05913471057480948,0.4393935911302329,0.29443371768212345,2.4480315342411165,0.016482223793723032,0.06752897871876559,0.0,0.0,0.002128984479918349,0.005633362345577942,0.0,0.012798226312515202,0.3634423928546203,0.0,0.011576011291327286,1.2167492522779673,0.0009600869376320499,0.0008876773523213807,0.0,0.0,6.574340807562169e-05,0.0
