component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Decapoda zoea indet,Eukrohnia hamata,Euphausia similis,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Phronima sp.,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F2,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Triconia antarctica,Vibilia antarctica
component_1,0.4368836429327642,1.522987880251648e-06,0.3038039349010142,0.002806926108438049,0.0001783284152902274,0.0002024468451508978,0.0,0.0,0.0,3.554908186484056e-05,0.00046405434292030574,0.0017769097854985127,0.0,2.3804987431508786e-05,0.0,0.008926785215306814,0.08032367844158546,0.0009430922519629583,0.009766980404363317,0.0011076131778834368,0.008055828440094734,0.0019414100857032392,0.1232388304618948,0.0001703530325356787,0.009515486216534771,0.0005719934067241813,4.910321822061453e-05,0.00010028783793617535,0.00016997607313497004,0.0006670110538755468,0.00011960545358789076,0.002418921363759629,0.0010373524549742317,0.00039326968610262596,0.001142334877652574,0.0,7.996870750934803e-05,0.0022412009537241223,0.0006042376959139119,0.00011203533216285701,0.00012552376860387778
component_2,0.0,8.776123662322053e-05,0.02129259054239677,0.002793960646248697,0.000980064177520105,0.0011511444504121167,8.434007117056465e-05,0.00015950081661069305,8.754944946019375e-05,1.152248832742554e-05,0.0,0.001682311213164599,0.00028973995708898837,9.600110529034117e-05,0.7119507071184733,0.001645023431038568,0.021345514505902254,0.0,3.1587429460531815e-05,0.002829209630796591,0.021022113199713748,0.01408673013870064,0.11712231827712864,0.0007885667460087363,0.003230820529801928,0.0,0.0,0.00010185800075543653,0.0002695195908959995,0.0,0.00061231153054644,0.017388344478379357,0.0,0.0005538365253382109,0.058213503868501285,4.593388864082307e-05,4.246956296590888e-05,0.0,0.0,3.1453926379437343e-06,0.0
