component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Euaugaptilus sp.,Euphausia frigida,Euphausia superba,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Limacina sp.,Metridia lucens,Nauplius indet,Oithona similis,Ostracoda indet,Pelagobia longicirrata,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia antarctica
component_1,0.6094854995521821,0.0,0.08002394621512837,0.7093524911952164,0.0,0.010783305969147266,0.021566611938294532,0.0,0.004864191436259102,0.08564178623601967,0.9182515607115908,0.03554203491937396,0.0,1.0493327600247098,29.78745651664647,0.011702018114536908,0.025883560740418046,0.0,0.013791384692269551,0.005348712386816079,0.021289528123053538,0.333221232517676,0.353917464325824,0.2830159634538993,0.010817985559999823,0.0
component_2,33.43642994663228,5.3563783309023325,0.19818379811365008,0.0,0.016543720712266157,0.0,0.0,0.00027290247301902683,0.0,0.0,0.0,0.14121246756896358,0.05743823462321002,0.0,6.636013001204669,0.0,0.0,0.021166311983839097,0.01227440724208368,2.0386216779110438,0.09418103377121877,0.08395673173047369,0.0,0.48378824522636926,0.0,0.02409406311471743
