component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Euaugaptilus sp.,Euphausia frigida,Euphausia superba,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Limacina sp.,Metridia lucens,Nauplius indet,Oithona similis,Ostracoda indet,Pelagobia longicirrata,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia,Tomopteris sp.,Vibilia antarctica
component_1,0.01773240181499671,0.0,0.002328220720839069,0.0206379370987243,0.0,0.0003137300468665223,0.0006274600937330446,0.0,0.0001415190305859403,0.002491666441296747,0.02671565714647768,0.0010340617536857802,0.0,0.030529340159969772,0.8666377598614131,0.0003404591042868162,0.0007530576195646972,0.0,0.0004012472407107374,0.00015561570751980208,0.0006193986032596933,0.009694755318433931,0.010296892528831954,0.008234080692174522,0.00031473901662909916,0.0
component_2,0.687984530914549,0.11021228759375552,0.004077809371326623,0.0,0.0003404018895550815,0.0,0.0,5.615213112915663e-06,0.0,0.0,0.0,0.0029055731552316798,0.00118184318621579,0.0,0.13654191847226435,0.0,0.0,0.0004355158503654555,0.00025255693631698935,0.041946469196276266,0.001937859228498927,0.0017274850451708065,0.0,0.009954376991959933,0.0,0.0004957569554004966
