component,Calanoida indet (small),Calanus simillimus,Egg mass,Eukrohnia hamata,Euphausia triacantha,Euphausia triacantha furcilia,Foraminifera indet,Fritillaria sp.,Limacina sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Pisces egg,Pleuromamma robusta,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.1057699956171039,0.0,0.0,0.0,0.0,0.0,0.014204889683492006,0.01324342404095229,0.0,0.08679639445955893,0.022899426077664358,0.7480506764482974,0.00016073847692997628,0.004232424948688067,0.0,7.52511975435539e-06,0.0,0.0,0.0,9.967472436820314e-05,2.970796862037633e-06,2.3478399748294594e-05,0.0,0.0045083812065803775
component_2,0.4252784638116586,0.03928290842895423,0.00012513810122832448,0.0003293639156868669,2.496989841063909e-05,3.223096584699363e-05,0.2168522439800499,0.01489362003031927,0.026303880897615362,0.07715532480474059,0.0,0.1013340002511157,0.00013337789189581814,0.0,0.00016145002564387493,4.2093885261307e-06,0.00030473869588678313,0.08680312306251395,0.00010274418971812914,0.0005897658382589276,0.0007358228107870738,0.00018703646894302893,0.0093655865421999,0.0
