component,Calanoida indet (small),Calanus simillimus,Egg mass,Eukrohnia hamata,Euphausia triacantha,Euphausia triacantha furcilia,Foraminifera indet,Fritillaria sp.,Limacina sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Pisces egg,Pleuromamma robusta,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,6.0940598511572395,0.0,0.0,0.0,0.0,0.0,0.8184310437494993,0.7630350958128153,0.0,5.000874015500766,1.319376750091034,43.099799403200585,0.009261132073231657,0.2438560274334104,0.0,0.00043356842271393363,0.0,0.0,0.0,0.005742873793304812,0.00017116587532466389,0.001352734983496258,0.0,0.2597555643681097
component_2,38.12662036053084,3.5217502501879014,0.011218750264022212,0.0295277895365338,0.0022385752351783217,0.002889536864123411,19.44101073554037,1.3352272569848709,2.358168038897311,6.917048540992096,0.0,9.084689881919928,0.011957455365178955,0.0,0.014474148960545694,0.00037737570072872325,0.027320115067910305,7.7819828670623155,0.009211114714165964,0.05287307054153242,0.06596721759209946,0.016767998033691143,0.8396337762974287,0.0
