component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Calanus sp.,Candacia maxima,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Euchirella sp.,Eukrohnia hamata,Euphausia frigida,Euphausia triacantha,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3
component_1,1.807593560376889,0.05747442076493134,0.01204533575186704,0.38085740935969287,0.0007507172467616275,0.0,0.0,0.023436712041845588,0.0,0.0025808305536948388,2.566151401181501,3.6735887104324845,0.0,0.0,0.0,0.005956238475719503,0.0015215632691995785,0.0,0.0,0.0,0.5194817130699163,3.455150425848335,0.0,0.0035328292008160915,0.22305165262898682,0.0,0.0,0.0,0.0,0.0,26.753585467298482,0.0,0.0,0.0,0.005530531224631284,0.0,0.0,0.03810614022532072,0.38480381572386896,0.007879080737830198,0.0,0.16555526669718448,0.019092009270719155,0.0,0.0,0.0
component_2,17.605967398376922,0.0,0.005214113309743353,1.6514680140271292,0.00015109696819994286,0.006441377672658616,0.04668228171828687,0.01920645022126786,0.13986918098224616,0.009343428968239758,0.0,3.484308800184474,0.007668003218626637,0.003958892416456249,0.020461444103074142,0.003471171565028815,0.01656267040367278,0.05255072938696985,0.20907902387546312,0.5907008803916026,0.9514569843468733,0.4363677516646049,0.022570775065431634,0.011927295143095264,0.19289061609386096,0.027179543481661676,0.024698288160652344,2.423944117385383,0.10083378623555841,0.7748569390465742,2.687838370729005,0.29018397737454177,0.1440267056821235,0.05600368416719285,0.00201779123715207,0.42635784151229944,0.005079843279535369,0.0,0.14459321203590908,0.017248012404797456,0.02552637767600348,0.0,0.0024779145634930824,0.13302991090975824,0.017997653577240653,0.44003008108558145
