component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Calanus sp.,Candacia maxima,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda zoea indet,Euchirella sp.,Eukrohnia hamata,Euphausia frigida,Euphausia triacantha,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3
component_1,0.04506846306809573,0.0014330012378802788,0.0003003245759310205,0.009495861494637681,1.871752215315731e-05,0.0,0.0,0.0005843440772577655,0.0,6.434746673359306e-05,0.06398147359364163,0.09159304433955796,0.0,0.0,0.0,0.0001485060135486237,3.793691209510295e-05,0.0,0.0,0.0,0.012952160769570953,0.08614675487646302,0.0,8.808350829136195e-05,0.005561313886674398,0.0,0.0,0.0,0.0,0.0,0.6670431921215093,0.0,0.0,0.0,0.00013789191757923464,0.0,0.0,0.0009500947619300344,0.009594256661214003,0.00019644795546262383,0.0,0.0041277649945351035,0.0004760182452374645,0.0,0.0,0.0
component_2,0.5297857174434862,0.0,0.0001568992318416239,0.04969475103804807,4.5466979399679e-06,0.00019382916112570438,0.0014047286100451108,0.0005779462599115713,0.0042088396915777185,0.00028115553705827546,0.0,0.10484723706068884,0.0002307398676038434,0.00011912805537327105,0.0006157106053187552,0.00010445192112066238,0.0004983915978055661,0.0015813175862759417,0.006291450969996544,0.01777493293220651,0.02863053813875026,0.013130854849029547,0.0006791830287268177,0.00035890732224844787,0.005804321405526575,0.0008178666708508174,0.000743202575396308,0.07293952920703009,0.003034215534687018,0.023316420511303306,0.08088043942078822,0.008732001097431812,0.00433394484235271,0.0016852213414146114,6.0717877867042895e-05,0.012829644054326335,0.00015285887764379362,0.0,0.0043509917315287215,0.0005190144011735573,0.0007681208311257928,0.0,7.456356785625243e-05,0.004003037447363816,0.0005415720475318373,0.013241058950622131
