component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Egg mass,Euaugaptilus sp.,Eukrohnia hamata,Euphausia crystallorophias furcilia,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Harpacticoida indet,Heterorhabdus austrinus,Hyperiella dilatata,Hyperiella sp.,Limacina sp.,Metridia lucens,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Pelagobia longicirrata,Pisces larvae,Pleuromamma robusta,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Spongiobranchaea australis,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.17802637961257747,0.02102826774658118,0.00217830324354276,0.0037942397449228773,0.0,0.000122307551869178,0.0,0.0014296720972225682,8.403587142145711e-06,0.0,0.00871350190480932,0.0015300446074131343,0.00017271242285445704,0.0,8.622742152581473e-05,0.021961901229507745,0.06213937159086996,0.0004943942078507071,8.148318629077142e-05,0.00041494901031337685,0.0019350374376936532,0.0017321692753480627,0.0,7.347207667859046e-05,0.020269668425666354,0.0,0.6333984154932096,0.0,7.841474849367989e-05,0.0,0.0,0.0001469248326936476,7.018872891980601e-05,0.00033143723863381395,0.005189111802456175,0.03191937298476788,5.161511931256796e-05,0.0,8.359432344262013e-05,0.0025384183473900375,0.0,0.0
component_2,0.5271222261058647,0.0027880099203302826,6.399328379044214e-05,0.013982701919309767,6.122380105030287e-05,0.00019232577128894796,0.00010812969355063285,0.005666470370088761,0.00010809334389477351,0.000387104364141394,0.007728280126832062,1.8513029489389507e-05,0.0007087864314732151,0.00045674617158070153,0.0002381947325779164,0.08080843557286813,0.0,0.001308515311161209,0.0006256930755372853,0.00010372593864084092,0.0,0.00016829490446245305,0.0038939069186147385,9.965887311926234e-06,0.07271977553558734,0.013981962308070058,0.19140756050028418,0.0038568473198847143,0.00023092477602844582,0.00028654107572525025,6.569270844770005e-05,0.0,0.0,0.0,0.0023054799858581543,0.04630565096420481,0.00010727056913244639,0.0006503337893071178,0.008319807416405655,0.00457735379349614,0.007433051475405315,0.0012024111083029985
