component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Euphausia superba,Fritillaria sp.,Metridia gerlachei,Oikopleura sp.,Oithona similis,Paraeuchaeta antarctica,Polychaeta indet,Salpidae indet,Siphonophorae nectophore
component_1,0.053364565941096745,0.6421259698992834,0.0011788782766994983,0.009609307793768729,4.88115942821993e-06,0.04270746409171229,0.0,0.060793659984483946,0.005872842568186059,0.0,0.10516664535766536,0.0006170383375471975,0.0,0.06853256414103479,0.00010869251417419649,0.0,0.009917489934919409
component_2,0.21170741392602793,0.0,0.0005628103706738155,0.0,0.01221698560843421,0.01019672098207423,0.011110723224827587,0.08532035541148288,0.0,0.4460041980663496,0.0,0.019495841234867965,0.17622992062947043,0.010117898461790236,0.005926408859173669,0.011110723224827587,0.0
