component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Euphausia superba,Fritillaria sp.,Metridia gerlachei,Oikopleura sp.,Oithona similis,Paraeuchaeta antarctica,Polychaeta indet,Salpidae indet,Siphonophorae nectophore
component_1,0.4623224551543211,5.563040749733964,0.010213179655829989,0.08324997483259595,4.228779099122044e-05,0.369994945224315,0.0,0.5266842078855666,0.050879210708010596,0.0,0.9111083511063667,0.005345694734105772,0.0,0.5937299920452237,0.0009416546190102415,0.0,0.08591990237007027
component_2,1.8348869322198604,0.0,0.004877927396666562,0.0,0.10588569775769222,0.08837588506955837,0.09629762356773759,0.7394790871687884,0.0,3.865557939473421,0.0,0.16897218501280997,1.5274003514215304,0.08769272329571388,0.05136471117865211,0.09629762356773759,0.0
