component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Ctenophora indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia longirostris,Euphausia triacantha,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Pleuromamma sp.,Rhincalanus gigas nauplius,Salpidae indet,Themisto gaudichaudii,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Vibilia sp.
component_1,0.30578294732058087,0.0001328994090773283,0.0,0.0006162191941175881,0.0,0.0,0.008290508892461083,0.01617714174623444,0.16602735663070742,1.4982188521664908e-05,0.0,0.0,6.879105385854838e-05,2.5077052271358307e-05,0.0,3.7907436615491023e-05,0.0001988161229002571,0.0029470036784809664,0.0019123007444519487,0.016606248660809023,1.5452759892923124e-06,0.0,0.00012296602914251386,0.0018069400792457655,0.039269658219426115,0.0035478633451024814,0.0,0.0005400558489390355,0.00015748216413899582,0.0,0.42868854971454584,0.003090260708431325,8.119508455780013e-05,7.713693313138763e-05,0.0005868588364268901,0.0008741731600428799,0.0004338856367447668,0.00016473651889460262,8.289454852207356e-05,0.0001716420935557475,0.000156898087617416,0.0009445483949906301,0.0003608828672359325,1.6263222306251844e-06
component_2,0.2038226664339316,0.0,0.5243014280243943,0.0016321998407163474,0.0003211335349827618,0.016998384789676604,0.0,0.0,0.1188055159896595,1.3145799491540268e-05,0.0012030413623078935,0.0003129269627770659,0.00015611226227423073,2.7037308209702296e-05,0.001240448420137818,1.0280016929809659e-05,0.0004632147053971432,0.009362306641332073,0.0014992184360326487,0.0014306223427533982,0.0,0.00028695358859518697,9.162206258586241e-05,0.014039356117434253,0.05422060814070853,0.003999806337332243,0.009098614137848649,0.010248207046421667,4.4835659883707186e-05,0.00882374336287792,0.0,0.009185279803778049,0.00015651997729569604,0.00013527718096601664,0.0005242388726090884,0.000560260488222424,0.0008458161035528169,0.0,8.980999622969719e-05,0.0007643560442669637,2.1330862420941943e-05,0.0034084638201894745,0.0018552175257767153,0.0
