component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Ctenophora indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia longirostris,Euphausia triacantha,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiella sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pleuromamma robusta,Pleuromamma sp.,Rhincalanus gigas nauplius,Salpidae indet,Themisto gaudichaudii,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Vibilia sp.
component_1,15.808882393108833,0.006870857732999997,0.0,0.03185833890850715,0.0,0.0,0.42861670740106356,0.8363531503761482,8.583562222853017,0.0007745744437542879,0.0,0.0,0.003556475891403025,0.0012964757308984956,0.0,0.0019598025741123164,0.010278731146798949,0.15235916513134162,0.09886534822885656,0.8585378431656625,7.989028359389112e-05,0.0,0.006357305108396266,0.09341823490975436,2.030229003442872,0.18342342128956193,0.0,0.027920717869976297,0.008141778453314298,0.0,22.163063457572704,0.15976550861228453,0.004197760385006257,0.003987955230089222,0.030340417631931724,0.0451944779766993,0.022431751225701835,0.008516826317082334,0.004285622138508026,0.00887384235944659,0.008111581880486609,0.04883285553314947,0.018657530957210375,8.408034883088956e-05
component_2,6.496455589496446,0.0,16.711099909852866,0.052023231586139695,0.010235513963260605,0.5417908312719538,0.0,0.0,3.786697387084836,0.0004189970825099513,0.03834463025776332,0.00997394525351369,0.004975778192800276,0.0008617622127948851,0.039536908301111374,0.0003276557735811378,0.01476407808152024,0.29840552267711906,0.04778470500383469,0.0455983364247245,0.0,0.009146093892160586,0.0029202770772310408,0.4474774818609343,1.7281776309985641,0.12748613631491354,0.2900008311472961,0.32664189471107535,0.0014290504503564928,0.2812398537070042,0.0,0.2927631326110883,0.004988773325169317,0.004311700037065643,0.016709106076269353,0.017857225812843405,0.026958761995162717,0.0,0.0028625209463060053,0.024362379233975398,0.000679880225432271,0.10863823059367089,0.0591314914868442,0.0
