component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus sp.,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia superba,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia sp.,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Rhincalanus gigas nauplius,Sagittidae indet,Salpidae indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Tintinnina indet,Vibilia sp.
component_1,0.25517317264876455,0.000700065723318287,0.0,0.002328539964557264,0.00012624856888156222,0.0,0.0012994241851523574,3.9054369422359103e-07,0.09198468459902383,0.02334265765333075,0.0,0.00028537992799284613,0.0006238742033273857,0.0,0.04265691280624501,0.0,7.232785505794634e-05,0.003334284615713872,0.0,0.00017625418484842027,0.0063085150672002035,0.00017625418484842027,0.0,0.5018348396745143,9.147706110105498e-05,0.044276427166770924,2.4164919735364394e-08,0.0,0.0,0.00020309861760995013,0.0,0.0,0.025005146583127316,0.0
component_2,0.02615215262626933,0.0015543311075465226,6.207007005087884e-06,0.0,1.6824915852748985e-06,0.0,0.0001195376611583135,2.9061642299588033e-05,0.14454914188488105,0.0,4.317777120478067e-05,0.0005152280268093067,0.0,0.35808873794946944,0.04101348823609808,6.652187837367204e-05,2.2121224491212993e-05,0.022655866339595234,1.3694176578451456e-07,0.0,0.010673082550695235,0.0,0.0,0.3727399318180559,0.00043562206964026083,0.0,0.0,0.0006598615551064751,0.0056040158611490596,0.0,1.1755506954019855e-05,2.311324297142029e-05,0.015034929206002707,2.9540087227839215e-07
