component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus sp.,Clio pyramidata,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia superba,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia sp.,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Rhincalanus gigas nauplius,Sagittidae indet,Salpidae indet,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Tintinnina indet,Vibilia sp.
component_1,26.115324913930383,0.07164720192090018,0.0,0.23831101490119483,0.012920725019941397,0.0,0.13298766654825048,3.996962283246956e-05,9.414037927550712,2.388970136020009,0.0,0.029206791082641334,0.06384949231218891,0.0,4.365659313620953,0.0,0.0074022884755439305,0.34124247933674334,0.0,0.018038476603855977,0.6456357421676489,0.018038476603855977,0.0,51.35955224129065,0.009362085943547873,4.531406140722274,2.4731233454417183e-06,0.0,0.0,0.020785830788547163,0.0,0.0,2.559115132520917,0.0
component_2,1.8011045952819273,0.10704713070463015,0.0004274779594464947,0.0,0.00011587357144428231,0.0,0.00823258543563362,0.002001481799232468,9.955131702290691,0.0,0.002973662751296657,0.0354838693382412,0.0,24.66165140041475,2.824608099616892,0.004581376628448416,0.0015234936738769901,1.5603145774451352,9.43121001032852e-06,0.0,0.7350575802533009,0.0,0.0,25.670682396072483,0.03000138927941179,0.0,0.0,0.04544481275160295,0.3859498246201628,0.0,0.0008096043907867855,0.0015918142082834473,1.035458934094363,2.034432408353529e-05
