component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clio pyramidata,Egg indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae furcilia indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.8153507565315382,0.007967154189412295,0.0,0.0,0.0,0.00447601904267121,0.010240983510759225,0.03715397268155353,0.0,0.0480039520562556,0.0,0.0,0.061116768436424815,0.0,0.0,0.0,0.006351311184455841,0.66030768037085,0.0019516543688905133,0.0,0.0,0.0,8.843894870631622e-07,0.0008257464608626959,0.23939920267506873,0.6400433726516266,38.496424396008784,0.0,0.0,0.0007113485948764385,0.004003474816294433,0.0,0.0,0.20468429931407645,0.004709989821455182,0.13064497222466634,0.1875367889300328,0.0,0.0,0.0
component_2,38.47837292605695,0.04052820310843486,0.0001257717670333844,4.862279249311796,0.08106596357316163,0.00442994792156116,0.0,0.0,0.07215630606055605,0.0,0.0925533502633854,0.031102954495439712,0.0,0.004468235426133446,0.008534084299906057,0.011599627619937032,0.0015713313644102078,0.0,0.0,0.004341665423606566,0.14903489760804822,1.9089924149505817,8.891232193161601e-07,0.027479871504474715,0.0,0.0,6.4002770275848855,0.7790969124729326,0.040640463312610266,0.0486254860816413,0.007866594382443477,0.023583817988989942,0.4052623421595318,0.646006782961868,0.005018646647429866,0.0,0.18581208867112226,0.08501784820218102,1.3063296427653828,0.01948953626774971
