component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clio pyramidata,Egg indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia superba,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae furcilia indet,Fritillaria sp.,Harpacticoida indet,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.01961774278302361,0.00019169367336514356,0.0,0.0,0.0,0.00010769523369865525,0.0002464031323327649,0.0008939429731258362,0.0,0.001154998847384761,0.0,0.0,0.0014704997000502828,0.0,0.0,0.0,0.0001528156908587797,0.015887329627649945,4.6957770141932037e-05,0.0,0.0,0.0,2.1278848812283165e-08,1.98678685748786e-05,0.005760063313755905,0.015399760353534249,0.926243025860004,0.0,0.0,1.7115399294795952e-05,9.632558571292495e-05,0.0,0.0,0.004924805555768989,0.00011332468644663973,0.0031433826981426627,0.0045122279682845495,0.0,0.0,0.0
component_2,0.6904220968337742,0.000727202447587954,2.256738019680518e-06,0.08724446434240662,0.001454576383975186,7.948709106661537e-05,0.0,0.0,0.001294709322191025,0.0,0.0016606959519996913,0.0005580840723627631,0.0,8.017408838950449e-05,0.00015312810622788265,0.0002081335205944886,2.8194588620510665e-05,0.0,0.0,7.790302753387025e-05,0.002674151183723137,0.034253281668191714,1.5953645405005043e-08,0.0004930746562829348,0.0,0.0,0.1148409443973601,0.013979430080891498,0.0007292167460019415,0.0008724929748085523,0.0001411512539499674,0.0004231672970838658,0.007271671195121476,0.011591377798600673,9.005018346916343e-05,0.0,0.003334048768743656,0.0015254855275934976,0.023439630694556356,0.00034970310522629836
