component,Calanoides acutus,Calanus propinquus,Clio pyramidata,Copepoda indet,Euphausia superba,Euphausia superba calyptopis,Euphausia superba furcilia,Hyperiella dilatata,Hyperiella sp.,Limacina sp.,Metridia gerlachei,Pisces larvae,Spongiobranchaea australis,Themisto gaudichaudii,Vanadis antarctica
component_1,0.0,0.0,0.0,0.0,0.09193415296891572,0.045486682285992806,0.19870805424165572,2.6502282171908626e-05,2.6502282171908626e-05,7.867797467745543,0.0,0.0,0.0,0.026563064950496495,0.0
component_2,3.897199566944476,0.2906353616453872,0.004240049393251744,2.7126046580053442,0.13149159299538965,0.9797188631119728,1.354785422717929,0.0004049680435746324,0.0004049680435746324,0.0,0.004301133804026524,0.061226261291278866,0.006525273252779532,0.004744203144662998,6.691406857819285e-06
