component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Ctenophora indet,Decapoda (natant) indet juv,Decapoda zoea indet,Eukrohnia hamata,Euphausia longirostris,Euphausia triacantha,Euphausia triacantha furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Spongiobranchaea australis,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Tomopteris sp.
component_1,0.3615830683058943,0.00029123062470441376,0.0,0.00029322459375789384,0.0008352518912969107,0.001052260036842772,0.004770083126358335,0.019704375135927845,0.1677416883613152,2.2451947728380297e-05,1.1213818922079916e-06,5.244230494794018e-05,0.0003032514481010636,0.000192395388649604,0.0002190914850075154,2.3115427334584106e-05,0.00029033044376822816,0.002025493419833502,2.6401544267915774e-05,0.0001543841078702707,0.0882291149913711,0.020375963531053417,6.6769954588995e-05,0.00047306938285981824,0.004357450913375382,0.00209280714112598,8.410267870367848e-05,0.005180173166210337,0.004356312925902457,0.000731771082792779,0.3012529057839599,0.00045415202831455246,0.0036893790601873998,0.0005205819038824746,3.184294450034445e-05,0.00013045873005227034,0.00013490608788351802,1.1576994932135884e-05,0.0003839428677883292,0.0028032171008900964,5.5061640382165095e-05,7.61978721279329e-06,0.0004607609208043145,0.00045262692475902166,1.1993228358839828e-05,0.0,0.0009684480462531078,0.00043904821583307314,0.0015633827355036754,0.00010256502420879242,0.0005452485198032993,0.00045108471100703827
component_2,0.25741150459585393,0.0,0.37843652734606725,0.0002636893508237369,0.0,0.12373256989136062,0.0,0.006647819843104924,0.049872081602904836,0.0,0.0,0.0,0.0003548793193198225,0.0,0.0006969652000811137,0.00018290123267604108,0.0007059066815940071,0.00645888550773284,0.0,0.0055041659368789365,0.0,0.00011779471561622027,0.0,0.0011218177168108817,0.01357004825940201,0.0011784898100087968,0.00016190697498067022,0.0,0.0022504378502816477,0.00013070725884683693,0.13672459321747826,0.0,0.003887092208148289,0.004496154871057611,0.0,0.0002192731961928165,0.0,0.0,0.0,0.0013991838841504887,1.8422004464891934e-05,0.0,0.0,0.0,0.0,0.0002575021002258772,0.002938143113426723,3.6425275448108234e-06,0.0012568937829649082,0.0,0.0,0.0
