h3_cell,year,Abylidae indet,Acartia (Acartia) danae,Acartia (Acartiura) tranteri,Acartia (Odontacartia) pacifica,Acartia sp.,Aetideus australis,Aetideus sp.,Alciopidae indet,Amphipoda indet,Appendicularia indet,Bivalvia larvae,Brachyscelus crusculum,Branchiopoda indet,Bryozoa larvae,Calanoida indet (small),Calanoides acutus,Calanoides brevicornis,Calanoides sp.,Calanus australis,Calanus propinquus,Calanus simillimus,Calanus sp.,Calocalanus plumulosus,Calocalanus sp.,Calocalanus styliremis,Candacia bipinnata,Candacia cheirura,Candacia falcifera,Candacia maxima,Candacia sp.,Centropages aucklandicus,Centropages bradyi,Centropages furcatus,Centropages sp.,Chaetognatha indet,Chelophyes sp.,Cirripedia cyprid,Cirripedia nauplius,Clausocalanus arcuicornis,Clausocalanus brevipes,Clausocalanus ingens,Clausocalanus laticeps,Clausocalanus pergens,Clausocalanus sp.,Clio pyramidata,Clio sp.,Clione limacina antarctica,Clione sp.,Clytemnestra scutellata,Clytemnestra sp.,Cnidaria indet,Copepoda indet,Copepoda nauplius indet,Crustacea nauplius indet,Ctenocalanus citer,Ctenocalanus sp.,Ctenophora indet,Cumacea indet,Cyclopoida nauplius indet,Cyllopus lucasii,Cyllopus magellanicus,Dairella californica,Decapoda (natant) indet juv,Decapoda megalopa indet,Decapoda nauplius indet,Decapoda phyllosoma indet,Decapoda zoea indet,Doliolidae indet,Drepanopus sp.,Echinoidea larvae,Egg indet,Egg mass,Euaugaptilus sp.,Eucalanus hyalinus,Eucalanus sp.,Euchirella rostrata,Euchirella rostromagna,Euchirella sp.,Eukrohnia hamata,Euphausia crystallorophias,Euphausia crystallorophias calyptopis,Euphausia crystallorophias furcilia,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia hanseni furcilia,Euphausia longirostris,Euphausia longirostris calyptopis,Euphausia longirostris furcilia,Euphausia lucens,Euphausia recurva,Euphausia similis,Euphausia similis furcilia,Euphausia similis var armata,Euphausia spinifera,Euphausia spinifera calyptopis,Euphausia spinifera furcilia,Euphausia superba,Euphausia superba C1,Euphausia superba C2,Euphausia superba C3,Euphausia superba calyptopis,Euphausia superba F1,Euphausia superba F2,Euphausia superba F3,Euphausia superba F4,Euphausia superba F5,Euphausia superba F6,Euphausia superba furcilia,Euphausia triacantha,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae metanauplius indet,Euphausiidae nauplius indet,Euterpina sp.,Evadne sp.,Farranula sp.,Foraminifera indet,Fritillaria sp.,Gammaridea indet,Gastropoda indet,Globigerina bulloides,Globigerinita uvula,Globorotalia inflata,Globorotalia sp.,Haloptilus oxycephalus,Hansarsia megalops,Harpacticoida indet,Hemityphis sp.,Heterorhabdus austrinus,Heterorhabdus lobatus,Heterorhabdus sp.,Heterorhabdus spinifrons,Hyperia sp.,Hyperia spinigera,Hyperiella antarctica,Hyperiella dilatata,Hyperiella sp.,Hyperiidea indet,Hyperoche medusarum,Hyperoche sp.,Iospilidae indet,Isopoda indet,Lensia sp.,Limacina sp.,Lopadorrhynchidae indet,Lubbockia sp.,Lucicutia flavicornis,Lucicutia sp.,Maupasia sp.,Mecynocera clausi,Mecynocera sp.,Mesocalanus sp.,Mesocalanus tenuicornis,Metridia gerlachei,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella norvegica,Microsetella rosea,Microsetella sp.,Munida gregaria,Myctophidae indet,Mysidae indet,Nannocalanus minor,Nauplius indet,Nematocarcinus longirostris,Neocalanus gracilis,Neocalanus tonsus,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Noctiluca scintillans,Nyctiphanes australis,Nyctiphanes australis calyptopis,Nyctiphanes australis furcilia,Oculosetella gracilis,Oikopleura sp.,Oithona atlantica,Oithona frigida,Oithona longispina,Oithona similis,Oithona sp.,Oncaea curvata,Oncaea mediterranea,Oncaea sp.,Oncaea venusta typica,Onchocalanus sp.,Orcadia riedeli,Ostracoda indet,Paracalanus aculeatus,Paracalanus indicus,Paracalanus sp.,Paraeuchaeta antarctica,Paraeuchaeta barbata,Paraeuchaeta biloba,Paraeuchaeta exigua,Paraeuchaeta sp.,Paraheterorhabdus farrani,Paralabidocera antarctica,Pelagobia longicirrata,Phalacrophorus pictus,Phalacrophorus sp.,Phronima sp.,Pisces egg,Pisces larvae,Platysceloidea indet,Pleuragramma antarctica,Pleuromamma abdominalis,Pleuromamma borealis,Pleuromamma gracilis,Pleuromamma piseki,Pleuromamma robusta,Pleuromamma sp.,Pleuromamma xiphias,Podon sp.,Polychaeta indet,Polychaeta larvae,Primno macropa,Protomyctophum sp.,Pseudosagitta gazellae,Pseudosagitta sp.,Pteropoda indet,Pyrosomatidae indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Rhincalanus nasutus,Rhincalanus sp.,Sagittidae indet,Salpa fusiformis,Salpa thompsoni,Salpidae indet,Sapphirina nigromaculata,Sapphirina sp.,Scaphocalanus echinatus,Scaphocalanus farrani,Scina sp.,Scolecithricella minor,Scolecithricella sp.,Sergestidae indet,Siphonophorae nectophore,Siphonophorae sp.,Soestia zonaria,Solidosagitta marri,Solmundella bitentaculata,Spongiobranchaea australis,Squilla sp.,Stephos longipes,Subeucalanus longiceps,Subeucalanus sp.,Sulcanus conflictus,Temora turbinata,Teuthida indet,Thalia sp.,Themisto australis,Themisto gaudichaudii,Themisto sp.,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura calyptopis,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Thysanoessa macrura metanauplius,Thysanoessa sp.,Thysanoessa sp. furcilia,Tintinnina indet,Tomopteris carpenteri,Tomopteris sp.,Travisiopsis levinseni,Travisiopsis sp.,Triconia antarctica,Turborotalita quinqueloba,Typhloscolex muelleri,Vanadis antarctica,Vanadis longissima,Vibilia antarctica,Vibilia armata,Vibilia sp.
82e4e7fffffffff,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656,43,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82e4e7fffffffff,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,17,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,60,0,0,0,1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82e4e7fffffffff,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5923,113,0,0,0,6,398,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,7,0,507,0,2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,1,14,3,0,0,0,0,0,1,127,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,24,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,7772,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,29,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
82e4e7fffffffff,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3630,679,0,0,0,2,476,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,43,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,1,0,6,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82e4e7fffffffff,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,6,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82e4e7fffffffff,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3246,55,0,0,0,3,758,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,177,0,33,0,0,0,0,0,0,0,0,0,0,654,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,2,0,0,0,0,0,3037,20,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,2263,0,0,0,0,0,0,0,13,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,678,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,37,0,0,0,0,47,0,0,0,0,24,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
82e4e7fffffffff,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7372,52,0,0,0,105,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692,0,53,0,0,0,0,0,0,0,0,0,0,372,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,353,96,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3593,0,0,0,0,0,0,0,17,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,1,586,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,13,0,0,0,2,50,0,1,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
82e4e7fffffffff,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4289,276,0,0,0,31,1101,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,614,0,92,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,2,0,0,0,0,0,48,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,3932,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,29,238,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
82e4e7fffffffff,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,140,0,0,0,13,427,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,37,0,19,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,624,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,14,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82e4e7fffffffff,2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,124,0,0,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,185,0,32,0,0,0,2,0,0,0,0,2,0,80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,2,0,0,0,114,794,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,53,0,0,0,1149,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,56,17,35,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,6,27,13,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0
82e4e7fffffffff,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2367,199,0,0,0,18,412,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,477,0,230,0,0,0,0,0,0,0,0,2,0,30,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,82,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2109,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,6,82,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,68,0,0,0,0,0,0,3,2,60,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82e4e7fffffffff,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2392,195,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,441,0,44,0,0,0,0,0,0,0,0,0,0,308,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,88,705,0,0,4,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,2764,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,187,24,107,0,0,0,0,21,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,78,0,25,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0,2
82e4effffffffff,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,14,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,77,0,0,0,777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82e4effffffffff,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5532,254,0,0,0,2,536,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,178,0,2559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,1,0,0,0,0,0,15,173,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,179,0,0,0,8212,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,88,0,0,0,0,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,21,0,0,0,1,0,0,0,0,0,0,71,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
82e4effffffffff,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,165,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
82e4effffffffff,2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,5,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51,0,10,0,0,1,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,0,0,1680,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,0,0,1367,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,197,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,1,0,25,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
82e4effffffffff,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3469,167,0,0,0,1,943,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,83,0,193,0,0,0,0,0,0,0,0,0,0,495,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,1348,71,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,693,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,4017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,243,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,57,0,0,2,0,20,2,49,0,1,19,20,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0
