h3_cell,year,center_lat,center_lon,n_segments,n_tows,n_ships,ships,season,months,mean_segment_length,total_abundance_sum,mean_total_abundance,mean_total_plankton_corrected,mean_water_temperature,mean_salinity,mean_fluorescence,mean_phytoplankton_colour_index,mean_par,mean_hadisst_sst,mean_hadisst_ice,dist_to_antarctica_km,ocean_zone,ocean_zone_num
83c86efffffffff,2008,-46.7505,101.7595,12,1,1,UM,2007-08,January,5.0,226,18.83,3.7667,7.9,33.93,4.68,,107.14,8.68,0.0,2095.0,STF-SAF,2
83c870fffffffff,2008,-43.479,105.2232,14,2,1,UM,2007-08,January,5.031,131,9.36,1.8612,12.11,34.65,4.08,,670.37,12.14,0.0,2414.2,STF-SAF,2
83c870fffffffff,2012,-43.8757,104.7261,2,1,1,AA,2011-12,February,5.0,35,17.5,3.5,13.53,34.51,0.48,0.0,643.5,12.6,0.0,2414.2,STF-SAF,2
83c871fffffffff,2003,-44.2707,103.232,1,1,1,AA,2003-04,November,4.7,4,4.0,0.8511,,,9.1,,1068.8,10.01,0.0,2322.0,STF-SAF,2
83c871fffffffff,2005,-44.7151,103.7075,2,1,1,UM,2004-05,January,6.13,20,10.0,1.4708,10.61,,4.5,,0.0,10.59,0.0,2322.0,STF-SAF,2
83c871fffffffff,2008,-44.3532,104.3249,12,1,1,UM,2007-08,January,5.0,143,11.92,2.3833,11.99,34.68,5.75,,125.23,11.22,0.0,2322.0,STF-SAF,2
83c871fffffffff,2012,-44.3595,104.5519,10,1,1,AA,2011-12,February,5.0,184,18.4,3.68,13.2,34.55,0.68,0.0,148.54,11.79,0.0,2322.0,STF-SAF,2
83c876fffffffff,2008,-42.7418,105.9769,8,1,1,UM,2007-08,January,5.0,118,14.75,2.95,12.21,34.66,4.22,,570.99,13.01,0.0,2499.3,STF-SAF,2
83c904fffffffff,2008,-42.9038,121.1645,2,1,1,UM,2007-08,January,5.0,34,17.0,3.4,13.95,34.58,2.03,,1013.6,13.47,0.0,2644.2,STF-SAF,2
83c921fffffffff,2008,-44.4521,122.4085,13,1,1,UM,2007-08,January,5.0,223,17.15,3.4308,12.48,34.53,3.19,,379.69,12.08,0.0,2450.2,STF-SAF,2
83c923fffffffff,2008,-43.4918,121.5959,14,1,1,UM,2007-08,January,5.0,276,19.71,3.9429,13.65,34.57,2.65,,1134.51,12.76,0.0,2577.3,STF-SAF,2
83c940fffffffff,2005,-47.4486,112.2406,13,1,1,UM,2004-05,February,5.0,778,59.85,11.9692,10.22,34.16,4.36,,2.98,9.36,0.0,2044.0,STF-SAF,2
83c941fffffffff,2000,-48.1013,110.0103,11,1,1,SH,2000-01,December,4.891,640,58.18,11.8957,6.88,33.98,4.77,,,7.49,0.0,1989.4,STF-SAF,2
83c941fffffffff,2001,-48.0839,110.0022,9,1,1,SH,2001-02,December,5.518,419,46.56,8.437,11.93,33.82,1.99,,,8.36,0.0,1989.4,STF-SAF,2
83c941fffffffff,2004,-48.0935,110.0001,10,1,1,SH,2004-05,December,5.0,5887,588.7,117.74,8.18,33.98,3.34,,,7.9,0.0,1989.4,STF-SAF,2
83c941fffffffff,2006,-48.0809,110.0028,10,1,1,SH,2006-07,December,5.0,900,90.0,18.0,8.24,33.77,12.16,,,7.48,0.0,1989.4,STF-SAF,2
83c941fffffffff,2009,-48.0916,110.0073,22,2,2,AA;SH2,2008-09;2009-10,December;January,5.0,2080,94.55,18.9091,7.7,34.1,265.93,0.0,1009.98,8.21,0.0,1989.4,STF-SAF,2
83c941fffffffff,2010,-48.0968,110.0021,22,2,2,SH2;UM,2010-11,December,5.0,6615,300.68,60.1364,7.4,34.01,129.69,,7.64,7.53,0.0,1989.4,STF-SAF,2
83c941fffffffff,2011,-48.1797,110.2538,13,1,1,SH2,2011-12,December,5.0,1422,109.38,21.8769,6.9,33.85,134.1,0.0,,7.43,0.0,1989.4,STF-SAF,2
83c941fffffffff,2012,-48.0958,110.0021,22,2,1,SH2,2011-12;2012-13,December;March,5.0,999,45.41,9.0818,7.99,33.96,191.39,0.0,,8.14,0.0,1989.4,STF-SAF,2
83c941fffffffff,2013,-48.1047,109.9966,11,1,1,UM,2012-13,January,5.0,2825,256.82,51.3636,9.16,33.85,2.62,0.0,0.24,8.84,0.0,1989.4,STF-SAF,2
83c941fffffffff,2014,-48.0868,110.0041,22,2,2,SH2;UM,2013-14;2014-15,December;January,5.0,2055,93.41,18.6818,8.34,34.0,82.84,0.5,1628.1,8.09,0.0,1989.4,STF-SAF,2
83c941fffffffff,2015,-48.0962,109.9976,21,2,1,SH2,2014-15;2015-16,December;March,5.0,1182,56.29,11.2571,7.5,33.99,126.01,0.95,,7.69,0.0,1989.4,STF-SAF,2
83c941fffffffff,2016,-48.0778,110.0036,22,2,2,SH2;UM,2015-16;2016-17,December;January,5.0,1524,69.27,13.8545,10.02,34.23,117.71,0.59,578.27,8.54,0.0,1989.4,STF-SAF,2
83c941fffffffff,2017,-48.1098,110.0103,11,1,1,UM,2016-17,January,5.0,1312,119.27,23.8545,10.02,34.03,0.94,0.0,0.16,8.87,0.0,1989.4,STF-SAF,2
83c941fffffffff,2018,-48.1206,109.9967,11,1,1,UM,2017-18,January,5.0,668,60.73,12.1455,7.86,33.75,0.22,0.0,892.78,7.85,0.0,1989.4,STF-SAF,2
83c941fffffffff,2019,-48.0655,110.0009,22,2,2,SH2;UM,2018-19;2019-20,December;January,5.0,1900,86.36,17.2727,7.75,33.87,248.39,0.0,528.24,8.27,0.0,1989.4,STF-SAF,2
83c941fffffffff,2020,-48.0614,110.0008,11,1,1,UM,2019-20,January,5.0,1166,106.0,21.2,8.34,33.69,0.54,0.0,355.04,9.16,0.0,1989.4,STF-SAF,2
83c941fffffffff,2023,-48.0829,110.0012,11,1,1,UM,2022-23,January,5.0,2788,253.45,50.6909,9.67,33.94,1.0,0.0,0.11,8.4,0.0,1989.4,STF-SAF,2
83c943fffffffff,2000,-47.1672,110.0756,12,1,1,SH,2000-01,December,4.891,309,25.75,5.2648,8.49,34.18,6.83,,,8.56,0.0,2091.9,STF-SAF,2
83c943fffffffff,2001,-47.3028,109.9897,8,1,1,SH,2001-02,December,5.518,101,12.62,2.288,12.92,33.95,1.55,,,9.06,0.0,2091.9,STF-SAF,2
83c943fffffffff,2004,-47.0965,110.0548,14,1,1,SH,2004-05,December,5.0,2795,199.64,39.9286,9.99,34.34,5.69,,,9.0,0.0,2091.9,STF-SAF,2
83c943fffffffff,2006,-47.0824,109.9831,14,1,1,SH,2006-07,December,5.0,3389,242.07,48.4143,9.4,33.92,13.78,,,8.53,0.0,2091.9,STF-SAF,2
83c943fffffffff,2007,-46.539,110.0121,1,1,1,SH,2007-08,December,6.26,136,136.0,21.7252,8.68,34.88,4.27,,,8.92,0.0,2091.9,STF-SAF,2
83c943fffffffff,2009,-47.0799,110.0011,14,1,1,SH2,2009-10,December,5.0,1890,135.0,27.0,8.45,34.3,284.84,,,8.85,0.0,2091.9,STF-SAF,2
83c943fffffffff,2010,-47.069,110.0124,27,3,2,SH2;UM,2010-11,December,5.024,2972,110.07,22.0046,10.43,34.52,159.64,,103.49,8.83,0.0,2091.9,STF-SAF,2
83c943fffffffff,2011,-47.0566,110.3496,14,1,1,SH2,2011-12,December,5.0,1032,73.71,14.7429,8.78,34.15,160.04,0.0,,8.77,0.0,2091.9,STF-SAF,2
83c943fffffffff,2012,-47.0766,110.0021,27,2,1,SH2,2011-12;2012-13,December;March,5.0,818,30.3,6.0593,9.37,34.17,139.85,0.0,,9.08,0.0,2091.9,STF-SAF,2
83c943fffffffff,2013,-47.0546,109.9703,15,1,1,UM,2012-13,January,5.0,820,54.67,10.9333,10.23,34.02,1.76,0.0,186.68,9.81,0.0,2091.9,STF-SAF,2
83c943fffffffff,2014,-47.0662,110.0006,27,2,2,SH2;UM,2013-14;2014-15,December;January,5.0,1506,55.78,11.1556,9.92,34.32,73.57,0.07,363.65,9.17,0.0,2091.9,STF-SAF,2
83c943fffffffff,2015,-47.0486,109.9874,40,4,2,SH2;UM,2014-15;2015-16,December;January;March,5.042,929,23.23,4.6349,9.53,34.23,81.24,0.0,59.9,8.93,0.0,2091.9,STF-SAF,2
83c943fffffffff,2016,-47.0783,109.9988,26,2,2,SH2;UM,2015-16;2016-17,December;January,5.0,2899,111.5,22.3,9.9,34.16,96.97,0.5,15.04,9.56,0.0,2091.9,STF-SAF,2
83c943fffffffff,2017,-47.0696,110.0001,14,1,1,UM,2016-17,January,5.0,486,34.71,6.9429,10.82,34.09,0.78,0.0,146.93,9.8,0.0,2091.9,STF-SAF,2
83c943fffffffff,2018,-47.0791,110.0008,14,1,1,UM,2017-18,January,5.0,175,12.5,2.5,10.28,34.18,0.27,0.0,1519.29,9.0,0.0,2091.9,STF-SAF,2
83c943fffffffff,2019,-47.0661,110.0019,26,2,2,SH2;UM,2018-19;2019-20,December;January,5.0,1245,47.88,9.5769,8.38,34.17,167.81,0.0,351.93,9.23,0.0,2091.9,STF-SAF,2
83c943fffffffff,2020,-47.0612,110.0001,13,1,1,UM,2019-20,January,5.0,2004,154.15,30.8308,9.62,33.83,0.9,0.0,0.16,10.12,0.0,2091.9,STF-SAF,2
83c943fffffffff,2023,-47.0837,109.9952,13,1,1,UM,2022-23,January,5.0,543,41.77,8.3538,10.71,33.95,0.7,0.0,430.79,9.35,0.0,2091.9,STF-SAF,2
83c945fffffffff,2002,-48.7833,112.416,12,1,1,AA,2001-02,January,5.0,115,9.58,1.9167,7.6,,1.19,,748.47,8.34,0.0,1895.4,STF-SAF,2
83c945fffffffff,2005,-48.6602,112.2143,27,2,2,AA;UM,2004-05;2005-06,February;November,5.0,3225,119.44,23.8889,7.8,33.7,2.88,,314.26,7.51,0.0,1895.4,STF-SAF,2
83c946fffffffff,2005,-46.5448,112.4781,9,1,1,UM,2004-05,February,5.0,962,106.89,21.3778,10.44,34.22,4.54,,0.0,10.12,0.0,2144.2,STF-SAF,2
83c94cfffffffff,2000,-48.9562,109.9777,10,1,1,SH,2000-01,December,4.891,915,91.5,18.7078,5.53,33.8,4.33,,,6.58,0.0,1895.3,SAF-PF,3
83c94cfffffffff,2001,-48.8666,110.0009,8,1,1,SH,2001-02,December,5.518,1676,209.5,37.9667,9.1,33.44,2.34,,,7.36,0.0,1895.3,SAF-PF,3
83c94cfffffffff,2002,-49.3147,109.9248,2,1,1,SH,2002-03,December,5.0,3,1.5,0.3,5.62,34.2,2.79,,,5.91,0.0,1895.3,SAF-PF,3
83c94cfffffffff,2004,-48.8821,109.9503,9,1,1,SH,2004-05,December,5.0,3296,366.22,73.2444,6.53,33.8,2.48,,,7.03,0.0,1895.3,SAF-PF,3
83c94cfffffffff,2005,-49.3745,109.6271,5,1,1,AA,2005-06,November,5.0,1366,273.2,54.64,,,,,168.33,5.21,0.0,1895.3,SAF-PF,3
83c94cfffffffff,2006,-48.946,109.8912,11,1,1,SH,2006-07,December,5.0,1066,96.91,19.3818,6.37,33.53,6.46,,,6.37,0.0,1895.3,SAF-PF,3
83c94cfffffffff,2009,-48.8996,109.9981,17,2,2,AA;SH2,2008-09;2009-10,December;January,5.0,2449,144.06,28.8118,6.75,33.99,265.23,0.0,238.37,7.44,0.0,1895.3,SAF-PF,3
83c94cfffffffff,2010,-48.8877,109.9987,16,2,2,SH2;UM,2010-11,December,5.0,2588,161.75,32.35,7.08,33.99,326.83,,100.55,6.65,0.0,1895.3,SAF-PF,3
83c94cfffffffff,2011,-48.8029,110.2148,2,1,1,SH2,2011-12,December,5.0,132,66.0,13.2,6.29,33.7,92.35,0.0,,7.06,0.0,1895.3,SAF-PF,3
83c94cfffffffff,2012,-48.9073,110.0008,17,2,1,SH2,2011-12;2012-13,December;March,5.0,2105,123.82,24.7647,7.06,33.88,149.23,0.0,,7.34,0.0,1895.3,SAF-PF,3
83c94cfffffffff,2013,-48.895,110.0109,8,1,1,UM,2012-13,January,5.0,946,118.25,23.65,8.5,33.81,2.37,0.0,0.27,8.26,0.0,1895.3,SAF-PF,3
83c94cfffffffff,2014,-48.8995,110.0012,17,2,2,SH2;UM,2013-14;2014-15,December;January,5.0,1232,72.47,14.4941,7.49,33.82,57.18,0.53,1428.54,7.35,0.0,1895.3,SAF-PF,3
83c94cfffffffff,2015,-48.8634,109.8447,31,3,2,SH2;UM,2014-15;2015-16,December;January;March,5.0,2440,78.71,15.7419,6.77,33.85,78.74,0.48,470.15,7.21,0.0,1895.3,SAF-PF,3
83c94cfffffffff,2016,-48.9106,109.9942,18,2,2,SH2;UM,2015-16;2016-17,December;January,5.0,1457,80.94,16.1889,7.58,33.9,110.79,1.17,665.64,7.62,0.0,1895.3,SAF-PF,3
83c94cfffffffff,2017,-48.9019,110.0067,8,1,1,UM,2016-17,January,5.0,558,69.75,13.95,8.52,33.84,0.77,0.0,10.53,8.21,0.0,1895.3,SAF-PF,3
83c94cfffffffff,2018,-48.911,109.9931,8,1,1,UM,2017-18,January,5.0,454,56.75,11.35,6.62,33.71,0.45,0.0,71.46,7.18,0.0,1895.3,SAF-PF,3
83c94cfffffffff,2019,-48.8981,110.0004,18,2,2,SH2;UM,2018-19;2019-20,December;January,5.0,2651,147.28,29.4556,5.82,33.75,147.28,0.0,496.36,7.4,0.0,1895.3,SAF-PF,3
83c94cfffffffff,2020,-48.8942,110.0005,9,1,1,UM,2019-20,January,5.0,387,43.0,8.6,7.29,33.61,0.25,0.0,1354.14,8.37,0.0,1895.3,SAF-PF,3
83c94cfffffffff,2023,-48.916,109.9971,9,1,1,UM,2022-23,January,5.0,1267,140.78,28.1556,7.5,33.65,0.81,0.0,0.13,7.63,0.0,1895.3,SAF-PF,3
83c94dfffffffff,2002,-50.0269,108.3183,6,1,1,AA,2001-02,January,5.0,1647,274.5,54.9,5.47,,7.01,,2.6,6.31,0.0,1715.5,SAF-PF,3
83c94dfffffffff,2005,-49.7241,108.0474,13,1,1,AA,2005-06,November,5.0,4527,348.23,69.6462,,,,,807.05,5.17,0.0,1715.5,SAF-PF,3
83c94efffffffff,2015,-47.8492,109.4156,11,1,1,UM,2014-15,January,5.0,273,24.82,4.9636,8.84,33.9,2.04,0.0,977.51,8.42,0.0,2020.4,STF-SAF,2
83c951fffffffff,2011,-45.2694,110.4898,5,1,1,SH2,2011-12,December,5.0,130,26.0,5.2,10.74,34.59,189.56,0.0,,10.36,0.0,2294.4,STF-SAF,2
83c953fffffffff,2011,-44.5199,110.5154,3,1,1,SH2,2011-12,December,5.0,27,9.0,1.8,11.14,34.66,147.03,0.0,,11.09,0.0,2377.5,STF-SAF,2
83c955fffffffff,2005,-45.605,112.7348,14,1,1,UM,2004-05,February,5.0,1141,81.5,16.3,10.47,34.09,3.75,,1.29,10.78,0.0,2248.5,STF-SAF,2
83c95cfffffffff,2004,-46.1544,110.2715,9,1,1,SH,2004-05,December,5.0,1913,212.56,42.5111,10.01,34.32,5.55,,,9.79,0.0,2196.9,STF-SAF,2
83c95cfffffffff,2006,-45.9583,109.9561,13,1,1,SH,2006-07,December,5.0,2664,204.92,40.9846,9.88,34.0,10.68,,,9.64,0.0,2196.9,STF-SAF,2
83c95cfffffffff,2007,-45.938,110.0123,13,1,1,SH,2007-08,December,5.0,2423,186.38,37.2769,9.05,34.92,2.72,,,9.42,0.0,2196.9,STF-SAF,2
83c95cfffffffff,2009,-46.205,110.003,7,1,1,SH2,2009-10,December,5.0,336,48.0,9.6,10.31,34.67,142.6,,,9.66,0.0,2196.9,STF-SAF,2
83c95cfffffffff,2010,-45.9447,110.0003,27,2,2,SH2;UM,2010-11,December,5.0,1145,42.41,8.4815,10.64,34.48,74.81,,269.45,9.95,0.0,2196.9,STF-SAF,2
83c95cfffffffff,2011,-45.9774,110.4585,12,1,1,SH2,2011-12,December,5.0,593,49.42,9.8833,10.33,34.54,174.22,0.0,,9.9,0.0,2196.9,STF-SAF,2
83c95cfffffffff,2012,-46.0109,110.0144,24,2,1,SH2,2011-12;2012-13,December;March,5.0,785,32.71,6.5417,9.97,34.26,98.93,0.0,,10.09,0.0,2196.9,STF-SAF,2
83c95cfffffffff,2013,-45.974,109.9991,13,1,1,UM,2012-13,January,5.0,1448,111.38,22.2769,11.31,34.28,1.27,0.0,937.99,10.68,0.0,2196.9,STF-SAF,2
83c95cfffffffff,2014,-45.9419,110.0038,27,2,2,SH2;UM,2013-14;2014-15,December;January,5.0,3272,121.19,24.237,9.76,34.18,54.17,0.0,0.14,10.29,0.0,2196.9,STF-SAF,2
83c95cfffffffff,2015,-45.9378,110.0153,40,3,2,SH2;UM,2014-15;2015-16,December;January;March,5.0,2670,66.75,13.35,10.37,34.37,125.61,0.0,0.21,10.02,0.0,2196.9,STF-SAF,2
83c95cfffffffff,2016,-45.9916,110.0073,26,2,2,SH2;UM,2015-16;2016-17,December;January,5.0,3950,151.92,30.3846,10.29,34.24,54.46,0.12,10.38,10.43,0.0,2196.9,STF-SAF,2
83c95cfffffffff,2017,-46.1127,109.9567,9,1,1,UM,2016-17,January,5.0,50,5.56,1.1111,12.01,34.38,0.46,0.0,1054.15,10.49,0.0,2196.9,STF-SAF,2
83c95cfffffffff,2018,-45.9559,109.9923,13,1,1,UM,2017-18,January,5.0,280,21.54,4.3077,10.28,34.19,1.28,0.0,216.78,10.0,0.0,2196.9,STF-SAF,2
83c95cfffffffff,2019,-45.9425,110.002,28,2,2,SH2;UM,2018-19;2019-20,December;January,5.0,2015,71.96,14.3929,9.19,34.31,102.0,0.0,56.57,10.14,0.0,2196.9,STF-SAF,2
83c95cfffffffff,2020,-45.9368,110.0003,14,1,1,UM,2019-20,January,5.0,448,32.0,6.4,9.94,33.96,0.9,0.0,35.44,10.98,0.0,2196.9,STF-SAF,2
83c95cfffffffff,2023,-45.9593,110.0076,14,1,1,UM,2022-23,January,5.0,114,8.14,1.6286,12.17,34.3,0.63,0.0,735.23,10.29,0.0,2196.9,STF-SAF,2
83c95efffffffff,2006,-45.257,109.9922,4,1,1,SH,2006-07,December,5.0,130,32.5,6.5,10.83,34.21,9.4,,,10.16,0.0,2297.6,STF-SAF,2
83c95efffffffff,2007,-45.1122,110.1323,7,1,1,SH,2007-08,December,5.0,1510,215.71,43.1429,8.93,34.9,2.27,,,10.1,0.0,2297.6,STF-SAF,2
83c95efffffffff,2010,-45.2401,110.0137,6,2,2,SH2;UM,2010-11,December,5.0,316,52.67,10.5333,11.41,34.51,69.63,,276.98,10.4,0.0,2297.6,STF-SAF,2
83c95efffffffff,2011,-44.7315,110.1782,14,2,2,SH2;UM,2011-12,December,5.159,634,45.29,7.937,10.87,34.65,61.99,0.0,61.26,10.91,0.0,2297.6,STF-SAF,2
83c95efffffffff,2012,-44.9654,110.0,11,1,1,SH2,2011-12,March,4.81,39,3.55,0.7483,11.24,34.26,126.67,0.0,,11.48,0.0,2297.6,STF-SAF,2
83c95efffffffff,2013,-45.27,110.0111,4,1,1,UM,2012-13,January,5.0,276,69.0,13.8,11.82,34.42,1.55,0.0,1449.15,11.05,0.0,2297.6,STF-SAF,2
83c95efffffffff,2014,-45.2369,110.0164,6,2,2,SH2;UM,2013-14;2014-15,December;January,5.0,714,119.0,23.8,10.21,34.16,32.54,0.0,0.14,10.81,0.0,2297.6,STF-SAF,2
83c95efffffffff,2015,-44.9875,110.0188,21,3,2,SH2;UM,2014-15;2015-16,December;January;March,5.0,500,23.81,4.7619,10.07,34.32,114.83,0.0,58.01,10.77,0.0,2297.6,STF-SAF,2
83c95efffffffff,2016,-45.2743,110.0371,2,1,1,SH2,2016-17,December,5.0,175,87.5,17.5,10.32,34.52,82.35,0.0,,10.58,0.0,2297.6,STF-SAF,2
83c95efffffffff,2018,-45.2981,109.8988,3,1,1,UM,2017-18,January,5.0,30,10.0,2.0,10.46,34.13,1.62,0.0,24.91,10.39,0.0,2297.6,STF-SAF,2
83c95efffffffff,2019,-45.2205,109.9948,6,2,2,SH2;UM,2018-19;2019-20,December;January,5.0,609,101.5,20.3,10.63,34.57,104.22,0.0,0.08,10.38,0.0,2297.6,STF-SAF,2
83c95efffffffff,2020,-44.8136,110.0044,13,1,1,UM,2019-20,January,5.0,161,12.38,2.4769,11.61,34.34,0.87,0.0,574.18,11.77,0.0,2297.6,STF-SAF,2
83c95efffffffff,2023,-45.2097,110.0047,4,1,1,UM,2022-23,January,5.0,44,11.0,2.2,12.83,34.53,0.95,0.0,797.42,10.68,0.0,2297.6,STF-SAF,2
83c961fffffffff,2003,-50.4334,114.533,9,1,1,AA,2002-03,March,5.0,1399,155.44,31.0889,6.68,33.8,5.22,,0.0,6.59,0.0,1713.4,SAF-PF,3
83c962fffffffff,2002,-48.1303,115.1993,15,1,1,AA,2001-02,January,5.0,2952,196.8,39.36,,,,,,8.76,0.0,1971.5,STF-SAF,2
83c962fffffffff,2005,-48.1938,115.1916,14,1,1,AA,2005-06,November,5.0,727,51.93,10.3857,,,,,1306.87,7.21,0.0,1971.5,STF-SAF,2
83c963fffffffff,2002,-48.4794,113.7233,10,1,1,AA,2001-02,January,5.0,360,36.0,7.2,8.2,,2.47,,413.24,8.52,0.0,1929.1,STF-SAF,2
83c963fffffffff,2005,-48.4528,113.7437,10,1,1,AA,2005-06,November,5.0,678,67.8,13.56,,,,,178.62,6.96,0.0,1929.1,STF-SAF,2
83c964fffffffff,2003,-49.8448,117.4902,11,1,1,AA,2002-03,March,5.0,90,8.18,1.6364,8.46,33.95,2.87,,340.54,7.79,0.0,1804.6,STF-SAF,2
83c965fffffffff,2003,-50.1722,115.9114,13,1,1,AA,2002-03,March,5.19,456,35.08,6.9696,7.86,33.9,4.03,,17.41,6.82,0.0,1748.0,SAF-PF,3
83c966fffffffff,2005,-48.0198,116.6656,10,1,1,AA,2005-06,November,5.0,283,28.3,5.66,,,,,1733.74,7.75,0.0,1994.8,STF-SAF,2
83c968fffffffff,2005,-50.4329,111.9338,11,1,1,UM,2004-05,February,5.0,264,24.0,4.8,6.42,33.65,1.26,,1172.02,6.26,0.0,1712.8,SAF-PF,3
83c969fffffffff,1999,-51.1025,109.9926,15,1,1,SH,1999-00,December,5.0,1987,132.47,26.4933,3.99,33.86,14.69,,,4.66,0.0,1657.1,SAF-PF,3
83c969fffffffff,2000,-51.0615,110.004,13,1,1,SH,2000-01,December,4.905,404,31.08,6.3428,3.96,33.75,1.66,,,4.75,0.0,1657.1,SAF-PF,3
83c969fffffffff,2001,-51.0507,109.995,15,2,1,SH,2001-02,December,5.229,3697,246.47,47.3214,5.44,33.43,2.77,,,4.97,0.0,1657.1,SAF-PF,3
83c969fffffffff,2002,-51.0631,109.9902,14,1,1,SH,2002-03,December,5.0,3818,272.71,54.5429,4.86,34.16,6.82,,,4.59,0.0,1657.1,SAF-PF,3
83c969fffffffff,2003,-51.3175,109.993,13,1,1,AA,2002-03,March,5.0,142,10.92,2.1846,6.19,33.82,2.92,,283.14,5.47,0.0,1657.1,SAF-PF,3
83c969fffffffff,2004,-51.0813,110.1498,13,2,1,SH,2004-05,December,5.03,7113,547.15,108.5425,4.89,33.77,4.21,,,4.97,0.0,1657.1,SAF-PF,3
83c969fffffffff,2005,-51.0711,109.9207,14,1,1,SH,2005-06,December,5.0,8330,595.0,119.0,4.92,33.67,3.34,,,4.47,0.0,1657.1,SAF-PF,3
83c969fffffffff,2006,-51.0826,109.9258,14,1,1,SH,2006-07,December,5.0,9420,672.86,134.5714,5.36,33.49,6.19,,,4.49,0.0,1657.1,SAF-PF,3
83c969fffffffff,2009,-51.0785,109.9908,30,3,2,AA;SH2,2008-09;2009-10,December;January,4.921,4860,162.0,32.7694,4.69,33.9,91.14,0.0,28.49,5.27,0.0,1657.1,SAF-PF,3
83c969fffffffff,2010,-51.0796,110.0561,27,3,2,SH2;UM,2010-11,December,4.976,7581,280.78,56.1843,5.1,33.9,54.75,,9.1,4.33,0.0,1657.1,SAF-PF,3
83c969fffffffff,2011,-51.1024,110.0437,28,2,2,SH2;UM,2011-12,December,5.0,8451,301.82,60.3643,4.46,33.77,54.84,0.0,252.61,4.48,0.0,1657.1,SAF-PF,3
83c969fffffffff,2012,-51.1174,110.0034,28,3,1,SH2,2011-12;2012-13,December;March,4.964,4997,178.46,35.775,5.23,33.78,118.45,0.82,,5.32,0.0,1657.1,SAF-PF,3
83c969fffffffff,2013,-51.1972,110.0179,23,2,2,SH2;UM,2012-13;2013-14,December;January,5.0,3575,155.43,31.087,6.63,33.75,32.43,0.39,49.19,5.42,0.0,1657.1,SAF-PF,3
83c969fffffffff,2014,-51.1045,109.9979,28,3,2,SH2;UM,2013-14;2014-15,December;January,4.985,2955,105.54,21.1202,5.88,33.8,49.34,0.5,467.52,5.24,0.0,1657.1,SAF-PF,3
83c969fffffffff,2015,-51.0803,110.0071,41,4,2,SH2;UM,2014-15;2015-16,December;January;March,5.02,2458,59.95,11.9834,4.45,33.8,64.14,0.0,757.43,5.13,0.0,1657.1,SAF-PF,3
83c969fffffffff,2016,-51.1188,109.9998,28,3,2,SH2;UM,2015-16;2016-17,December;January,4.955,3218,114.93,23.3881,9.04,33.81,65.03,1.5,411.69,5.34,0.0,1657.1,SAF-PF,3
83c969fffffffff,2017,-51.1048,110.007,28,3,2,SH2;UM,2016-17;2017-18,December;January,4.981,4281,152.89,30.5957,5.88,33.76,41.13,0.0,9.52,5.23,0.0,1657.1,SAF-PF,3
83c969fffffffff,2018,-51.1062,110.0021,28,2,2,SH2;UM,2017-18;2018-19,December;January,5.0,1915,68.39,13.6786,4.56,33.78,61.81,1.0,17.69,4.84,0.0,1657.1,SAF-PF,3
83c969fffffffff,2019,-51.1097,110.0013,28,2,2,SH2;UM,2018-19;2019-20,December;January,5.0,2292,81.86,16.3714,4.22,33.75,63.22,0.36,938.16,5.24,0.0,1657.1,SAF-PF,3
83c969fffffffff,2020,-51.103,109.9967,13,2,1,UM,2019-20,January,5.168,1045,80.38,15.5351,5.65,33.59,0.88,0.0,1.11,6.13,0.0,1657.1,SAF-PF,3
83c969fffffffff,2023,-51.1268,109.9987,14,1,1,UM,2022-23,January,5.0,973,69.5,13.9,5.8,33.62,0.64,0.07,450.14,5.53,0.0,1657.1,SAF-PF,3
83c96afffffffff,2001,-49.327,110.0005,2,1,1,SH,2001-02,December,5.518,578,289.0,52.374,8.2,33.43,1.58,,,6.57,0.0,1854.1,SAF-PF,3
83c96afffffffff,2002,-49.1896,110.942,16,1,1,AA,2001-02,January,5.0,182,11.38,2.275,6.33,,1.81,,489.95,7.3,0.0,1854.1,SAF-PF,3
83c96afffffffff,2004,-49.3543,110.0416,3,1,1,SH,2004-05,December,5.0,1051,350.33,70.0667,6.28,33.79,2.38,,,6.47,0.0,1854.1,SAF-PF,3
83c96afffffffff,2005,-49.1364,110.7346,13,2,1,AA,2005-06,November,5.121,3999,307.62,60.218,,,,,3.75,5.52,0.0,1854.1,SAF-PF,3
83c96afffffffff,2009,-49.3359,110.0035,4,2,2,AA;SH2,2008-09;2009-10,December;January,5.0,1324,331.0,66.2,6.15,34.0,288.69,0.0,28.18,6.8,0.0,1854.1,SAF-PF,3
83c96afffffffff,2010,-49.304,110.0004,4,2,2,SH2;UM,2010-11,December,5.0,724,181.0,36.2,6.35,33.93,95.56,,258.43,5.94,0.0,1854.1,SAF-PF,3
83c96afffffffff,2011,-49.22,110.1743,8,1,1,SH2,2011-12,December,5.0,415,51.88,10.375,5.73,33.71,85.81,0.0,,6.02,0.0,1854.1,SAF-PF,3
83c96afffffffff,2012,-49.3659,110.0201,5,2,1,SH2,2011-12;2012-13,December;March,5.0,597,119.4,23.88,6.27,33.79,98.63,0.0,,6.82,0.0,1854.1,SAF-PF,3
83c96afffffffff,2013,-49.3111,109.9964,2,1,1,UM,2012-13,January,5.0,133,66.5,13.3,8.16,33.73,1.75,0.0,1.27,7.54,0.0,1854.1,SAF-PF,3
