Segment_ID,Salp_abundance,Euph_abundance,SalpEuph_diff
AA_1.0_12-Jan-1991_10:20,0,0,0
AA_1.0_12-Jan-1991_10:43,0,1,-1
AA_1.0_12-Jan-1991_11:06,0,0,0
AA_1.0_12-Jan-1991_11:30,0,0,0
AA_1.0_12-Jan-1991_11:53,0,0,0
AA_1.0_12-Jan-1991_12:16,0,1,-1
AA_1.0_12-Jan-1991_12:39,0,3,-3
AA_1.0_12-Jan-1991_13:02,0,9,-9
AA_1.0_12-Jan-1991_13:25,0,8,-8
AA_1.0_12-Jan-1991_13:48,0,7,-7
AA_1.0_12-Jan-1991_14:11,0,7,-7
AA_1.0_12-Jan-1991_14:35,0,10,-10
AA_1.0_12-Jan-1991_14:57,0,11,-11
AA_1.0_12-Jan-1991_15:20,0,5,-5
AA_1.0_12-Jan-1991_15:43,0,4,-4
AA_1.0_12-Jan-1991_16:06,0,6,-6
AA_1.0_12-Jan-1991_16:29,0,6,-6
AA_1.0_12-Jan-1991_16:57,0,4,-4
AA_1.0_12-Jan-1991_17:21,0,8,-8
AA_1.0_12-Jan-1991_17:44,0,7,-7
AA_1.0_12-Jan-1991_18:07,0,1,-1
AA_1.0_12-Jan-1991_18:30,0,3,-3
AA_1.0_12-Jan-1991_18:54,0,2,-2
AA_1.0_12-Jan-1991_19:17,0,2,-2
AA_1.0_12-Jan-1991_19:41,0,1,-1
AA_1.0_12-Jan-1991_20:06,0,29,-29
AA_2.0_06-Mar-1991_03:01,0,1,-1
AA_2.0_06-Mar-1991_03:31,0,0,0
AA_2.0_06-Mar-1991_04:01,0,0,0
AA_2.0_06-Mar-1991_04:31,0,0,0
AA_2.0_06-Mar-1991_05:02,0,0,0
AA_3.0_06-Mar-1991_06:47,0,0,0
AA_3.0_06-Mar-1991_07:15,0,0,0
AA_3.0_06-Mar-1991_07:45,0,0,0
AA_3.0_06-Mar-1991_08:13,0,0,0
AA_3.0_06-Mar-1991_08:40,0,0,0
AA_3.0_06-Mar-1991_09:09,0,0,0
AA_4.0_09-Mar-1991_03:16,0,0,0
AA_4.0_09-Mar-1991_03:41,0,0,0
AA_4.0_09-Mar-1991_04:08,0,3,-3
AA_4.0_09-Mar-1991_04:34,0,0,0
AA_4.0_09-Mar-1991_05:01,0,0,0
AA_4.0_09-Mar-1991_05:28,0,0,0
AA_4.0_09-Mar-1991_05:54,0,1,-1
AA_4.0_09-Mar-1991_06:22,0,1,-1
AA_4.0_09-Mar-1991_06:49,0,0,0
AA_4.0_09-Mar-1991_07:16,0,0,0
AA_4.0_09-Mar-1991_07:43,0,0,0
AA_4.0_09-Mar-1991_08:11,0,1,-1
AA_4.0_09-Mar-1991_08:38,0,2,-2
AA_4.0_09-Mar-1991_09:06,0,3,-3
AA_4.0_09-Mar-1991_09:33,0,2,-2
AA_4.0_09-Mar-1991_10:00,0,4,-4
AA_4.0_09-Mar-1991_10:21,0,16,-16
AA_5.0_10-Mar-1991_03:14,0,0,0
AA_5.0_10-Mar-1991_03:47,0,0,0
AA_5.0_10-Mar-1991_04:21,0,0,0
AA_5.0_10-Mar-1991_04:57,0,0,0
AA_5.0_10-Mar-1991_05:34,0,0,0
AA_5.0_10-Mar-1991_06:12,0,0,0
AA_5.0_10-Mar-1991_06:48,0,0,0
AA_5.0_10-Mar-1991_07:22,0,0,0
AA_5.0_10-Mar-1991_07:53,0,0,0
AA_5.0_10-Mar-1991_08:24,0,1,-1
AA_5.0_10-Mar-1991_08:53,0,2,-2
AA_5.0_10-Mar-1991_09:22,0,0,0
AA_5.0_10-Mar-1991_09:50,0,0,0
AA_5.0_10-Mar-1991_10:18,0,3,-3
AA_5.0_10-Mar-1991_10:45,0,1,-1
AA_5.0_10-Mar-1991_11:12,0,4,-4
AA_5.0_10-Mar-1991_11:37,0,1,-1
AA_5.0_10-Mar-1991_12:10,0,4,-4
AA_6.0_10-Mar-1991_19:07,0,5,-5
AA_6.0_10-Mar-1991_19:34,0,2,-2
AA_6.0_10-Mar-1991_20:05,0,2,-2
AA_6.0_10-Mar-1991_20:41,0,3,-3
AA_6.0_10-Mar-1991_21:18,0,3,-3
AA_6.0_10-Mar-1991_21:55,0,8,-8
AA_6.0_10-Mar-1991_22:32,0,0,0
AA_6.0_10-Mar-1991_22:59,0,1,-1
AA_6.0_10-Mar-1991_23:24,0,1,-1
AA_6.0_10-Mar-1991_23:49,0,4,-4
AA_6.0_11-Mar-1991_00:13,0,4,-4
AA_6.0_11-Mar-1991_00:37,0,6,-6
AA_6.0_11-Mar-1991_01:01,0,8,-8
AA_6.0_11-Mar-1991_01:25,0,10,-10
AA_6.0_11-Mar-1991_01:51,0,9,-9
AA_6.0_11-Mar-1991_02:15,0,10,-10
AA_6.0_11-Mar-1991_02:41,0,32,-32
AA_6.0_11-Mar-1991_03:07,0,14,-14
AA_6.0_11-Mar-1991_03:32,0,5,-5
AA_6.0_11-Mar-1991_03:58,0,4,-4
AA_6.0_11-Mar-1991_04:24,0,4,-4
AA_6.0_11-Mar-1991_04:50,0,5,-5
AA_6.0_11-Mar-1991_05:16,0,6,-6
AA_6.0_11-Mar-1991_05:43,0,51,-51
AA_6.0_11-Mar-1991_06:09,0,1,-1
AA_6.0_11-Mar-1991_06:35,0,2,-2
AA_6.0_11-Mar-1991_07:01,0,3,-3
AA_6.0_11-Mar-1991_07:27,0,2,-2
AA_6.0_11-Mar-1991_07:53,0,8,-8
AA_6.0_11-Mar-1991_08:19,0,7,-7
AA_6.0_11-Mar-1991_08:45,0,14,-14
AA_6.0_11-Mar-1991_09:11,0,8,-8
AA_6.0_11-Mar-1991_09:38,0,7,-7
AA_6.0_11-Mar-1991_10:03,0,12,-12
AA_6.0_11-Mar-1991_10:29,0,12,-12
AA_6.0_11-Mar-1991_10:55,0,34,-34
AA_6.0_11-Mar-1991_11:21,0,18,-18
AA_6.0_11-Mar-1991_11:47,0,26,-26
AA_6.0_11-Mar-1991_12:12,0,32,-32
AA_6.0_11-Mar-1991_12:38,0,21,-21
AA_6.0_11-Mar-1991_13:02,0,7,-7
AA_6.0_11-Mar-1991_13:27,0,11,-11
AA_6.0_11-Mar-1991_13:52,0,6,-6
AA_6.0_11-Mar-1991_14:18,0,106,-106
AA_7.0_11-Mar-1991_14:54,0,1,-1
AA_7.0_11-Mar-1991_15:17,0,0,0
AA_7.0_11-Mar-1991_15:40,0,4,-4
AA_7.0_11-Mar-1991_16:03,0,9,-9
AA_7.0_11-Mar-1991_16:26,0,10,-10
AA_7.0_11-Mar-1991_16:48,0,9,-9
AA_7.0_11-Mar-1991_17:10,0,6,-6
AA_7.0_11-Mar-1991_17:33,0,5,-5
AA_7.0_11-Mar-1991_17:55,0,7,-7
AA_7.0_11-Mar-1991_18:19,0,5,-5
AA_7.0_11-Mar-1991_18:50,0,5,-5
AA_7.0_11-Mar-1991_19:20,0,2,-2
AA_7.0_11-Mar-1991_19:51,0,4,-4
AA_7.0_11-Mar-1991_20:22,0,6,-6
AA_7.0_11-Mar-1991_20:54,0,11,-11
AA_7.0_11-Mar-1991_21:26,0,11,-11
AA_7.0_11-Mar-1991_21:54,0,8,-8
AA_7.0_11-Mar-1991_22:17,0,8,-8
AA_7.0_11-Mar-1991_22:40,0,2,-2
AA_7.0_11-Mar-1991_23:04,0,4,-4
AA_7.0_11-Mar-1991_23:27,0,7,-7
AA_7.0_11-Mar-1991_23:50,0,9,-9
AA_7.0_12-Mar-1991_00:13,0,10,-10
AA_7.0_12-Mar-1991_00:43,0,81,-81
AA_8.0_12-Mar-1991_01:49,0,3,-3
AA_8.0_12-Mar-1991_02:10,0,1,-1
AA_8.0_12-Mar-1991_02:32,0,2,-2
AA_8.0_12-Mar-1991_02:54,0,2,-2
AA_8.0_12-Mar-1991_03:16,0,4,-4
AA_8.0_12-Mar-1991_03:38,0,0,0
AA_8.0_12-Mar-1991_04:00,0,0,0
AA_8.0_12-Mar-1991_04:22,0,0,0
AA_8.0_12-Mar-1991_04:44,0,0,0
AA_8.0_12-Mar-1991_05:05,0,1,-1
AA_8.0_12-Mar-1991_05:38,0,1,-1
AA_8.0_12-Mar-1991_06:02,0,0,0
AA_8.0_12-Mar-1991_06:24,0,1,-1
AA_8.0_12-Mar-1991_06:47,0,0,0
AA_8.0_12-Mar-1991_07:10,0,0,0
AA_8.0_12-Mar-1991_07:32,0,0,0
AA_8.0_12-Mar-1991_07:55,0,2,-2
AA_8.0_12-Mar-1991_08:18,0,2,-2
AA_8.0_12-Mar-1991_08:40,0,2,-2
AA_8.0_12-Mar-1991_09:02,0,2,-2
AA_8.0_12-Mar-1991_09:24,0,1,-1
AA_8.0_12-Mar-1991_09:46,0,2,-2
AA_8.0_12-Mar-1991_10:09,0,7,-7
AA_8.0_12-Mar-1991_10:31,0,4,-4
AA_8.0_12-Mar-1991_10:53,0,7,-7
AA_8.0_12-Mar-1991_11:16,0,11,-11
AA_8.0_12-Mar-1991_11:39,0,16,-16
AA_8.0_12-Mar-1991_12:01,0,6,-6
AA_8.0_12-Mar-1991_12:23,0,8,-8
AA_8.0_12-Mar-1991_12:46,0,6,-6
AA_8.0_12-Mar-1991_13:09,0,5,-5
AA_8.0_12-Mar-1991_13:32,0,10,-10
AA_8.0_12-Mar-1991_13:54,0,6,-6
AA_8.0_12-Mar-1991_14:17,0,2,-2
AA_8.0_12-Mar-1991_14:40,0,7,-7
AA_8.0_12-Mar-1991_15:03,0,3,-3
AA_8.0_12-Mar-1991_15:26,0,4,-4
AA_8.0_12-Mar-1991_15:49,0,2,-2
AA_8.0_12-Mar-1991_16:11,0,4,-4
AA_8.0_12-Mar-1991_16:33,0,6,-6
AA_8.0_12-Mar-1991_16:57,0,4,-4
AA_8.0_12-Mar-1991_17:26,0,2,-2
AA_8.0_12-Mar-1991_17:50,0,4,-4
AA_8.0_12-Mar-1991_18:13,0,1,-1
AA_8.0_12-Mar-1991_18:42,1,2,-1
AA_8.0_12-Mar-1991_19:10,0,6,-6
AA_8.0_12-Mar-1991_19:39,0,2,-2
AA_8.0_12-Mar-1991_20:07,0,2,-2
AA_8.0_12-Mar-1991_20:35,1,1,0
AA_8.0_12-Mar-1991_20:57,0,1,-1
AA_8.0_12-Mar-1991_21:20,0,2,-2
AA_8.0_12-Mar-1991_21:43,0,1,-1
AA_8.0_12-Mar-1991_22:05,0,2,-2
AA_8.0_12-Mar-1991_22:28,0,0,0
AA_8.0_12-Mar-1991_22:50,0,0,0
AA_8.0_12-Mar-1991_23:12,0,0,0
AA_8.0_12-Mar-1991_23:35,1,0,1
AA_8.0_12-Mar-1991_23:57,0,0,0
AA_8.0_13-Mar-1991_00:19,0,0,0
AA_8.0_13-Mar-1991_00:43,0,1,-1
AA_9.0_13-Mar-1991_01:48,0,0,0
AA_9.0_13-Mar-1991_02:14,0,2,-2
AA_9.0_13-Mar-1991_02:40,0,1,-1
AA_9.0_13-Mar-1991_03:07,0,0,0
AA_9.0_13-Mar-1991_03:33,0,0,0
AA_9.0_13-Mar-1991_04:00,0,0,0
AA_9.0_13-Mar-1991_04:27,0,0,0
AA_9.0_13-Mar-1991_04:54,0,0,0
AA_9.0_13-Mar-1991_05:22,0,0,0
AA_9.0_13-Mar-1991_05:48,0,2,-2
AA_9.0_13-Mar-1991_06:15,0,2,-2
AA_9.0_13-Mar-1991_06:42,0,13,-13
AA_10.0_13-Jan-1993_12:26,0,2,-2
AA_10.0_13-Jan-1993_12:47,0,0,0
AA_10.0_13-Jan-1993_13:08,0,0,0
AA_10.0_13-Jan-1993_13:28,0,2,-2
AA_10.0_13-Jan-1993_13:49,0,1,-1
AA_10.0_13-Jan-1993_14:10,0,0,0
AA_10.0_13-Jan-1993_14:31,0,2,-2
AA_10.0_13-Jan-1993_14:54,0,2,-2
AA_10.0_13-Jan-1993_15:15,0,0,0
AA_10.0_13-Jan-1993_15:35,0,0,0
AA_10.0_13-Jan-1993_15:56,0,0,0
AA_10.0_13-Jan-1993_16:16,0,3,-3
AA_10.0_13-Jan-1993_16:36,0,0,0
AA_10.0_13-Jan-1993_16:57,0,1,-1
AA_10.0_13-Jan-1993_17:18,0,10,-10
AA_10.0_13-Jan-1993_17:38,0,7,-7
AA_10.0_13-Jan-1993_17:59,0,4,-4
AA_10.0_13-Jan-1993_18:19,0,4,-4
AA_10.0_13-Jan-1993_18:39,0,2,-2
AA_10.0_13-Jan-1993_19:00,0,1,-1
AA_10.0_13-Jan-1993_19:20,0,1,-1
AA_10.0_13-Jan-1993_19:41,0,0,0
AA_10.0_13-Jan-1993_20:01,0,0,0
AA_10.0_13-Jan-1993_20:22,0,0,0
AA_10.0_13-Jan-1993_20:42,0,0,0
AA_10.0_13-Jan-1993_21:02,0,0,0
AA_10.0_13-Jan-1993_21:22,0,1,-1
AA_10.0_13-Jan-1993_21:42,0,0,0
AA_10.0_13-Jan-1993_22:02,0,1,-1
AA_10.0_13-Jan-1993_22:22,0,0,0
AA_10.0_13-Jan-1993_22:41,0,3,-3
AA_10.0_13-Jan-1993_23:01,0,1,-1
AA_10.0_13-Jan-1993_23:21,0,1,-1
AA_10.0_13-Jan-1993_23:42,0,0,0
AA_10.0_14-Jan-1993_00:03,0,0,0
AA_10.0_14-Jan-1993_00:23,0,0,0
AA_10.0_14-Jan-1993_00:44,0,2,-2
AA_10.0_14-Jan-1993_01:06,0,0,0
AA_10.0_14-Jan-1993_01:28,0,0,0
AA_10.0_14-Jan-1993_01:51,0,0,0
AA_10.0_14-Jan-1993_02:14,0,1,-1
AA_10.0_14-Jan-1993_02:37,0,1,-1
AA_10.0_14-Jan-1993_03:00,0,0,0
AA_10.0_14-Jan-1993_03:22,0,0,0
AA_10.0_14-Jan-1993_03:44,0,0,0
AA_10.0_14-Jan-1993_04:07,0,0,0
AA_10.0_14-Jan-1993_04:29,0,0,0
AA_10.0_14-Jan-1993_04:52,0,0,0
AA_10.0_14-Jan-1993_05:14,0,0,0
AA_10.0_14-Jan-1993_05:37,0,0,0
AA_10.0_14-Jan-1993_05:59,0,0,0
AA_10.0_14-Jan-1993_06:23,0,0,0
AA_10.0_14-Jan-1993_06:45,0,0,0
AA_10.0_14-Jan-1993_07:09,0,0,0
AA_10.0_14-Jan-1993_07:30,0,0,0
AA_10.0_14-Jan-1993_07:51,0,0,0
AA_10.0_14-Jan-1993_08:13,0,0,0
AA_10.0_14-Jan-1993_08:34,0,0,0
AA_10.0_14-Jan-1993_08:56,0,0,0
AA_10.0_14-Jan-1993_09:18,0,0,0
AA_10.0_14-Jan-1993_09:40,0,0,0
AA_10.0_14-Jan-1993_10:01,0,0,0
AA_10.0_14-Jan-1993_10:23,0,0,0
AA_10.0_14-Jan-1993_10:45,0,0,0
AA_10.0_14-Jan-1993_11:06,0,1,-1
AA_10.0_14-Jan-1993_11:28,0,0,0
AA_10.0_14-Jan-1993_11:49,0,0,0
AA_10.0_14-Jan-1993_12:11,0,1,-1
AA_10.0_14-Jan-1993_12:33,0,0,0
AA_10.0_14-Jan-1993_12:56,0,0,0
AA_10.0_14-Jan-1993_13:20,0,0,0
AA_10.0_14-Jan-1993_13:44,0,0,0
AA_10.0_14-Jan-1993_14:08,0,0,0
AA_10.0_14-Jan-1993_14:32,0,1,-1
AA_10.0_14-Jan-1993_15:00,0,0,0
AA_10.0_14-Jan-1993_15:28,0,2,-2
AA_10.0_14-Jan-1993_15:56,0,2,-2
AA_10.0_14-Jan-1993_16:24,0,0,0
AA_10.0_14-Jan-1993_16:52,0,4,-4
AA_10.0_14-Jan-1993_17:18,0,4,-4
AA_10.0_14-Jan-1993_17:44,0,8,-8
AA_10.0_14-Jan-1993_18:10,0,8,-8
AA_10.0_14-Jan-1993_18:35,0,6,-6
AA_10.0_14-Jan-1993_19:01,0,1,-1
AA_10.0_14-Jan-1993_19:27,0,0,0
AA_10.0_14-Jan-1993_19:53,0,0,0
AA_10.0_14-Jan-1993_20:20,0,0,0
AA_10.0_14-Jan-1993_20:46,0,2,-2
AA_10.0_14-Jan-1993_21:12,0,2,-2
AA_10.0_14-Jan-1993_21:39,0,1,-1
AA_10.0_14-Jan-1993_22:10,0,13,-13
AA_11.0_27-Feb-1993_05:56,0,0,0
AA_11.0_27-Feb-1993_06:20,0,0,0
AA_11.0_27-Feb-1993_06:45,0,0,0
AA_11.0_27-Feb-1993_07:10,0,0,0
AA_11.0_27-Feb-1993_07:35,0,1,-1
AA_11.0_27-Feb-1993_07:59,0,0,0
AA_11.0_27-Feb-1993_08:24,0,0,0
AA_11.0_27-Feb-1993_08:49,0,0,0
AA_11.0_27-Feb-1993_09:14,0,0,0
AA_11.0_27-Feb-1993_09:38,0,0,0
AA_11.0_27-Feb-1993_10:03,0,0,0
AA_11.0_27-Feb-1993_10:28,0,0,0
AA_11.0_27-Feb-1993_10:52,0,0,0
AA_11.0_27-Feb-1993_11:16,0,1,-1
AA_11.0_27-Feb-1993_11:41,0,3,-3
AA_11.0_27-Feb-1993_12:05,0,1,-1
AA_11.0_27-Feb-1993_12:31,0,44,-44
AA_12.0_05-Feb-1994_18:32,0,0,0
AA_12.0_05-Feb-1994_18:52,0,0,0
AA_12.0_05-Feb-1994_19:13,0,0,0
AA_12.0_05-Feb-1994_19:36,0,0,0
AA_12.0_05-Feb-1994_19:59,0,1,-1
AA_12.0_05-Feb-1994_20:22,0,0,0
AA_12.0_05-Feb-1994_20:45,0,1,-1
AA_12.0_05-Feb-1994_21:09,0,0,0
AA_12.0_05-Feb-1994_21:32,0,0,0
AA_12.0_05-Feb-1994_21:55,0,0,0
AA_12.0_05-Feb-1994_22:19,0,0,0
AA_12.0_05-Feb-1994_22:42,0,1,-1
AA_12.0_05-Feb-1994_23:05,0,0,0
AA_12.0_05-Feb-1994_23:28,0,0,0
AA_12.0_05-Feb-1994_23:49,0,0,0
AA_12.0_06-Feb-1994_00:09,0,0,0
AA_12.0_06-Feb-1994_00:29,0,2,-2
AA_12.0_06-Feb-1994_00:48,0,1,-1
AA_12.0_06-Feb-1994_01:08,0,0,0
AA_12.0_06-Feb-1994_01:27,0,0,0
AA_12.0_06-Feb-1994_01:47,0,0,0
AA_12.0_06-Feb-1994_02:06,0,0,0
AA_12.0_06-Feb-1994_02:25,0,0,0
AA_12.0_06-Feb-1994_02:44,0,0,0
AA_12.0_06-Feb-1994_03:04,0,0,0
AA_12.0_06-Feb-1994_03:23,0,0,0
AA_12.0_06-Feb-1994_03:42,0,0,0
AA_12.0_06-Feb-1994_04:02,0,0,0
AA_12.0_06-Feb-1994_04:20,0,0,0
AA_12.0_06-Feb-1994_04:39,0,0,0
AA_12.0_06-Feb-1994_04:58,0,0,0
AA_12.0_06-Feb-1994_05:17,0,0,0
AA_12.0_06-Feb-1994_05:36,0,1,-1
AA_12.0_06-Feb-1994_05:56,0,1,-1
AA_12.0_06-Feb-1994_06:15,0,0,0
AA_12.0_06-Feb-1994_06:34,0,0,0
AA_12.0_06-Feb-1994_06:54,0,0,0
AA_12.0_06-Feb-1994_07:14,0,1,-1
AA_12.0_06-Feb-1994_07:33,0,0,0
AA_12.0_06-Feb-1994_07:53,0,0,0
AA_12.0_06-Feb-1994_08:12,0,1,-1
AA_12.0_06-Feb-1994_08:31,0,0,0
AA_12.0_06-Feb-1994_08:50,0,1,-1
AA_12.0_06-Feb-1994_09:09,0,0,0
AA_12.0_06-Feb-1994_09:29,0,0,0
AA_12.0_06-Feb-1994_09:48,0,0,0
AA_12.0_06-Feb-1994_10:08,0,0,0
AA_12.0_06-Feb-1994_10:27,0,0,0
AA_12.0_06-Feb-1994_10:46,0,0,0
AA_12.0_06-Feb-1994_11:06,0,0,0
AA_12.0_06-Feb-1994_11:25,0,2,-2
AA_12.0_06-Feb-1994_11:43,0,1,-1
AA_12.0_06-Feb-1994_12:02,0,1,-1
AA_12.0_06-Feb-1994_12:21,0,2,-2
AA_12.0_06-Feb-1994_12:40,0,4,-4
AA_12.0_06-Feb-1994_12:58,0,3,-3
AA_12.0_06-Feb-1994_13:17,0,3,-3
AA_12.0_06-Feb-1994_13:36,0,3,-3
AA_12.0_06-Feb-1994_13:54,0,2,-2
AA_12.0_06-Feb-1994_14:13,0,1,-1
AA_12.0_06-Feb-1994_14:31,0,4,-4
AA_12.0_06-Feb-1994_14:50,0,2,-2
AA_12.0_06-Feb-1994_15:09,0,3,-3
AA_12.0_06-Feb-1994_15:27,0,6,-6
AA_12.0_06-Feb-1994_15:46,0,11,-11
AA_12.0_06-Feb-1994_16:04,0,3,-3
AA_12.0_06-Feb-1994_16:23,0,3,-3
AA_12.0_06-Feb-1994_16:42,0,0,0
AA_12.0_06-Feb-1994_17:01,0,3,-3
AA_12.0_06-Feb-1994_17:21,0,4,-4
AA_12.0_06-Feb-1994_17:43,0,2,-2
AA_12.0_06-Feb-1994_18:03,0,5,-5
AA_12.0_06-Feb-1994_18:23,0,1,-1
AA_12.0_06-Feb-1994_18:44,0,2,-2
AA_12.0_06-Feb-1994_19:05,0,5,-5
AA_12.0_06-Feb-1994_19:25,0,4,-4
AA_12.0_06-Feb-1994_19:45,0,8,-8
AA_12.0_06-Feb-1994_20:05,0,4,-4
AA_12.0_06-Feb-1994_20:25,0,3,-3
AA_12.0_06-Feb-1994_20:46,0,0,0
AA_12.0_06-Feb-1994_21:06,0,1,-1
AA_12.0_06-Feb-1994_21:26,0,1,-1
AA_12.0_06-Feb-1994_21:46,0,1,-1
AA_12.0_06-Feb-1994_22:06,0,0,0
AA_12.0_06-Feb-1994_22:26,0,0,0
AA_12.0_06-Feb-1994_22:46,0,1,-1
AA_12.0_06-Feb-1994_23:04,0,2,-2
AA_12.0_06-Feb-1994_23:22,0,1,-1
AA_12.0_06-Feb-1994_23:40,0,0,0
AA_12.0_06-Feb-1994_23:58,0,1,-1
AA_12.0_07-Feb-1994_00:15,0,2,-2
AA_12.0_07-Feb-1994_00:33,0,0,0
AA_12.0_07-Feb-1994_00:52,0,0,0
AA_12.0_07-Feb-1994_01:19,0,0,0
AA_13.0_27-Aug-1995_13:40,0,0,0
AA_13.0_27-Aug-1995_14:06,0,0,0
AA_13.0_27-Aug-1995_14:33,0,1,-1
AA_13.0_27-Aug-1995_14:59,0,0,0
AA_13.0_27-Aug-1995_15:26,0,1,-1
AA_13.0_27-Aug-1995_15:53,0,0,0
AA_13.0_27-Aug-1995_16:21,0,1,-1
AA_13.0_27-Aug-1995_16:47,0,1,-1
AA_13.0_27-Aug-1995_17:14,0,0,0
AA_13.0_27-Aug-1995_17:40,0,1,-1
AA_13.0_27-Aug-1995_18:06,0,1,-1
AA_13.0_27-Aug-1995_18:35,0,0,0
AA_13.0_27-Aug-1995_19:09,0,1,-1
AA_13.0_27-Aug-1995_19:43,0,2,-2
AA_13.0_27-Aug-1995_20:17,0,0,0
AA_13.0_27-Aug-1995_20:48,0,3,-3
AA_13.0_27-Aug-1995_21:13,0,0,0
AA_13.0_27-Aug-1995_21:37,0,0,0
AA_13.0_27-Aug-1995_22:03,0,0,0
AA_13.0_27-Aug-1995_22:30,0,0,0
AA_13.0_27-Aug-1995_22:53,0,1,-1
AA_13.0_27-Aug-1995_23:16,0,0,0
AA_13.0_27-Aug-1995_23:38,0,0,0
AA_13.0_28-Aug-1995_00:01,0,0,0
AA_13.0_28-Aug-1995_00:24,0,1,-1
AA_13.0_28-Aug-1995_00:48,0,0,0
AA_13.0_28-Aug-1995_01:12,0,1,-1
AA_13.0_28-Aug-1995_01:35,0,1,-1
AA_13.0_28-Aug-1995_01:59,0,0,0
AA_13.0_28-Aug-1995_02:23,0,0,0
AA_13.0_28-Aug-1995_02:47,0,0,0
AA_13.0_28-Aug-1995_03:11,0,0,0
AA_13.0_28-Aug-1995_03:36,0,0,0
AA_13.0_28-Aug-1995_04:00,0,0,0
AA_13.0_28-Aug-1995_04:24,0,0,0
AA_13.0_28-Aug-1995_04:48,0,0,0
AA_13.0_28-Aug-1995_05:12,0,0,0
AA_13.0_28-Aug-1995_05:36,0,0,0
AA_13.0_28-Aug-1995_06:12,0,0,0
AA_13.0_28-Aug-1995_06:46,0,1,-1
AA_13.0_28-Aug-1995_07:15,0,0,0
AA_13.0_28-Aug-1995_07:43,0,2,-2
AA_13.0_28-Aug-1995_08:12,0,1,-1
AA_13.0_28-Aug-1995_08:40,0,0,0
AA_13.0_28-Aug-1995_09:08,0,0,0
AA_13.0_28-Aug-1995_09:37,0,0,0
AA_13.0_28-Aug-1995_10:05,0,0,0
AA_13.0_28-Aug-1995_10:37,0,0,0
AA_13.0_28-Aug-1995_11:10,0,2,-2
AA_13.0_28-Aug-1995_11:42,0,2,-2
AA_13.0_28-Aug-1995_12:16,0,0,0
AA_13.0_28-Aug-1995_12:49,0,1,-1
AA_13.0_28-Aug-1995_13:23,0,2,-2
AA_13.0_28-Aug-1995_13:56,0,2,-2
AA_13.0_28-Aug-1995_14:29,0,1,-1
AA_13.0_28-Aug-1995_15:02,0,1,-1
AA_13.0_28-Aug-1995_15:36,0,1,-1
AA_13.0_28-Aug-1995_16:11,0,1,-1
AA_13.0_28-Aug-1995_16:44,0,2,-2
AA_13.0_28-Aug-1995_17:16,0,3,-3
AA_13.0_28-Aug-1995_17:51,0,2,-2
AA_13.0_28-Aug-1995_18:25,0,0,0
AA_13.0_28-Aug-1995_19:00,0,1,-1
AA_13.0_28-Aug-1995_19:35,0,2,-2
AA_13.0_28-Aug-1995_20:09,0,0,0
AA_13.0_28-Aug-1995_20:40,0,1,-1
AA_13.0_28-Aug-1995_21:11,0,2,-2
AA_13.0_28-Aug-1995_21:38,0,2,-2
AA_13.0_28-Aug-1995_22:05,0,2,-2
AA_13.0_28-Aug-1995_22:33,0,0,0
AA_13.0_28-Aug-1995_22:56,0,0,0
AA_13.0_28-Aug-1995_23:19,0,1,-1
AA_13.0_28-Aug-1995_23:43,0,0,0
AA_13.0_29-Aug-1995_00:06,0,1,-1
AA_13.0_29-Aug-1995_00:30,0,1,-1
AA_13.0_29-Aug-1995_00:54,0,2,-2
AA_13.0_29-Aug-1995_01:17,0,2,-2
AA_13.0_29-Aug-1995_01:42,0,2,-2
AA_13.0_29-Aug-1995_02:06,0,4,-4
AA_13.0_29-Aug-1995_02:31,0,1,-1
AA_13.0_29-Aug-1995_02:56,0,2,-2
AA_13.0_29-Aug-1995_03:21,0,3,-3
AA_13.0_29-Aug-1995_03:46,0,2,-2
AA_13.0_29-Aug-1995_04:12,0,1,-1
AA_13.0_29-Aug-1995_04:38,0,0,0
AA_13.0_29-Aug-1995_05:05,0,3,-3
AA_13.0_29-Aug-1995_05:38,0,5,-5
AA_14.0_05-Apr-1997_02:03,0,1,-1
AA_14.0_05-Apr-1997_02:53,0,1,-1
AA_14.0_05-Apr-1997_03:42,0,2,-2
AA_14.0_05-Apr-1997_04:27,0,1,-1
AA_14.0_05-Apr-1997_05:04,0,4,-4
AA_14.0_05-Apr-1997_05:37,0,2,-2
AA_14.0_05-Apr-1997_06:10,0,1,-1
AA_14.0_05-Apr-1997_06:42,0,1,-1
AA_14.0_05-Apr-1997_07:13,0,0,0
AA_14.0_05-Apr-1997_07:43,0,1,-1
AA_14.0_05-Apr-1997_08:12,0,1,-1
AA_14.0_05-Apr-1997_08:41,0,1,-1
AA_14.0_05-Apr-1997_09:10,0,0,0
AA_14.0_05-Apr-1997_09:39,0,0,0
AA_14.0_05-Apr-1997_10:06,0,3,-3
AA_14.0_05-Apr-1997_10:34,0,1,-1
AA_14.0_05-Apr-1997_11:02,0,3,-3
AA_14.0_05-Apr-1997_11:30,0,1,-1
AA_14.0_05-Apr-1997_11:58,0,1,-1
AA_14.0_05-Apr-1997_12:26,0,2,-2
AA_14.0_05-Apr-1997_12:53,0,0,0
AA_14.0_05-Apr-1997_13:22,0,0,0
AA_14.0_05-Apr-1997_13:50,0,0,0
AA_14.0_05-Apr-1997_14:18,0,1,-1
