h3_cell,year,center_lat,center_lon,n_segments,n_tows,n_ships,ships,season,months,mean_segment_length,total_abundance_sum,mean_total_abundance,mean_total_plankton_corrected,mean_water_temperature,mean_salinity,mean_fluorescence,mean_phytoplankton_colour_index,mean_par,mean_hadisst_sst,mean_hadisst_ice
82e51ffffffffff,2013,-60.7221,113.7455,67,4,2,AA;UM,2012-13;2013-14,January;October,4.992,12004,179.16,35.8488,1.98,33.7,62.13,0.34,115.68,1.32,0.0
82e51ffffffffff,2014,-61.6815,114.2239,72,2,2,AA;UM,2013-14,January,5.0,19746,274.25,54.85,3.15,33.52,116.13,0.5,177.91,1.86,0.0
82e51ffffffffff,2015,-61.8046,114.8786,38,3,2,AA;UM,2014-15;2015-16,December;January,4.951,5107,134.39,26.9819,0.91,33.78,289.49,1.18,111.85,0.6,0.0
82e51ffffffffff,2016,-62.4809,114.7334,47,2,2,AA;UM,2015-16,January,5.0,781,16.62,3.3234,1.63,33.61,99.39,0.96,141.38,1.2,0.0
82e51ffffffffff,2017,-62.721,115.1468,15,1,1,AA,2017-18,December,5.099,285,19.0,3.7204,-0.25,33.77,306.16,0.0,84.13,-0.13,0.0
82e51ffffffffff,2018,-60.6515,115.8481,8,1,1,AA,2018-19,January,4.834,2111,263.88,54.9222,2.19,33.72,660.89,1.0,133.22,1.97,0.0
82e51ffffffffff,2021,-59.9238,112.2929,6,1,1,IN,2020-21,February,5.0,1491,248.5,49.7,2.3,33.82,3.06,0.83,0.5,2.35,0.0
82e527fffffffff,1998,-63.8776,127.0878,12,1,1,AA,1997-98,May,5.075,589,49.08,9.6716,-0.75,34.0,36.59,,1.98,-0.78,0.087
82e527fffffffff,2020,-63.4915,123.9976,15,1,1,UM,2019-20,January,5.0,2174,144.93,28.9867,1.37,33.64,2.31,0.27,32.79,0.97,0.0
82e527fffffffff,2023,-63.7686,127.0691,12,1,1,UM,2022-23,January,5.0,1394,116.17,23.2333,2.24,33.71,2.97,1.17,66.3,0.6,0.0
82e537fffffffff,1997,-61.2414,124.7225,35,1,1,AA,1997-98,December,4.957,3904,111.54,22.326,-0.28,33.93,28.98,,638.58,0.98,0.0
82e537fffffffff,1998,-61.7983,124.275,28,1,1,AA,1997-98,January,5.019,3334,119.07,23.4974,1.53,,,,116.97,2.09,0.0
82e537fffffffff,1999,-62.1766,125.4339,33,1,1,AA,1998-99,April,5.0,2050,62.12,12.4242,0.65,33.82,51.29,,106.46,0.04,0.0
82e537fffffffff,2000,-61.7025,124.9594,94,5,1,AA,1999-00,February;January;March,5.044,9066,96.45,19.1107,1.04,33.66,5.87,,251.68,1.78,0.0
82e537fffffffff,2001,-60.3274,124.3667,29,1,1,AA,2000-01,March,4.944,2491,85.9,17.5887,3.24,33.68,16.49,,35.99,2.11,0.0
82e537fffffffff,2004,-61.799,125.3473,57,3,1,AA,2003-04;2004-05,February;March;November;October,5.041,8747,153.46,30.6642,-0.56,33.92,1.32,,238.44,0.97,0.0
82e537fffffffff,2005,-60.38,122.9801,15,2,1,AA,2004-05;2005-06,December;March,4.86,1860,124.0,25.6207,1.57,33.69,1.57,,293.54,1.77,0.0
82e537fffffffff,2007,-61.0151,123.6875,34,1,1,AA,2006-07,March,5.0,3905,114.85,22.9706,1.7,33.75,0.6,,286.96,1.98,0.0
82e537fffffffff,2011,-60.5774,124.4327,29,1,1,AA,2011-12,December,5.0,5267,181.62,36.3241,-0.35,33.79,0.84,0.0,83.03,1.49,0.0
82e537fffffffff,2013,-60.3792,125.3415,37,2,1,AA,2013-14,December;October,5.067,7143,193.05,38.1479,0.11,33.83,176.86,1.0,209.82,0.64,0.0
82e537fffffffff,2014,-61.3171,124.7029,36,2,1,AA,2014-15,December,5.003,10649,295.81,59.1318,0.52,33.88,643.84,1.0,547.81,0.79,0.0
82e537fffffffff,2016,-62.1224,125.2438,33,2,1,AA,2016-17,December,5.033,3326,100.79,20.0478,0.42,33.88,266.96,1.0,156.68,0.61,0.0
82e537fffffffff,2017,-60.108,122.9107,4,1,1,AA,2017-18,December,5.0,999,249.75,49.95,0.61,33.66,252.59,0.0,287.37,0.9,0.0
82e537fffffffff,2018,-60.6132,123.939,47,2,2,AA;UM,2017-18;2018-19,January;October,5.074,8778,186.77,36.9905,2.1,33.7,111.54,0.57,141.76,1.35,0.0
82e537fffffffff,2020,-62.089,126.5734,29,1,1,UM,2019-20,January,5.0,6506,224.34,44.869,2.44,33.54,1.43,0.07,88.15,1.81,0.0
82e557fffffffff,2005,-64.2567,107.0815,5,1,1,AA,2005-06,December,5.0,166,33.2,6.64,-0.55,34.06,1.59,,494.89,-0.85,0.7
82e587fffffffff,1998,-54.789,114.5588,63,2,1,AA,1997-98,February;January,5.1,8494,134.83,27.8547,4.67,33.79,22.22,,380.05,4.31,0.0
82e587fffffffff,1999,-54.0673,113.8118,17,1,1,AA,1999-00,October,5.0,1077,63.35,12.6706,1.38,33.91,9.57,,2.91,1.42,0.0
82e587fffffffff,2000,-55.5023,114.8841,63,3,1,AA,1999-00;2000-01,December;January,5.059,16859,267.6,53.3656,3.32,33.75,14.13,,200.45,3.2,0.0
82e587fffffffff,2001,-55.2319,114.8911,63,2,1,AA,2000-01,January;March,5.0,11001,174.62,34.9238,4.6,33.67,10.41,,169.4,4.09,0.0
82e587fffffffff,2002,-54.6825,114.2205,58,4,1,AA,2001-02;2002-03,February;November,5.031,11441,197.26,39.3225,3.83,33.82,10.26,,220.78,3.23,0.0
82e587fffffffff,2003,-53.893,114.3504,18,2,1,AA,2003-04,November,5.049,1384,76.89,15.3526,,,8.27,,756.4,2.39,0.0
82e587fffffffff,2004,-53.7148,113.6406,4,1,1,AA,2003-04,February,5.0,616,154.0,30.8,4.38,33.45,5.74,,481.37,4.23,0.0
82e587fffffffff,2005,-54.2878,113.2492,21,3,2,AA;UM,2004-05,February,4.913,1370,65.24,13.6199,5.27,33.75,1.54,,313.02,4.17,0.0
82e587fffffffff,2007,-54.7283,114.2805,69,3,1,AA,2006-07;2007-08,February;March;November,5.022,16536,239.65,47.7088,3.72,34.03,0.65,0.38,417.31,2.98,0.0
82e587fffffffff,2009,-55.8866,116.2895,27,1,1,AA,2009-10,November,5.0,3370,124.81,24.963,2.22,,0.85,0.0,,2.14,0.0
82e587fffffffff,2010,-54.8964,114.3464,113,6,1,AA,2009-10;2010-11,February;March;October,4.979,12828,113.52,22.7934,3.75,33.71,3.49,0.25,150.62,3.3,0.0
82e587fffffffff,2011,-55.1522,114.2211,62,3,1,AA,2010-11;2011-12,February;October,4.974,10715,172.82,34.6511,2.49,33.89,0.93,0.0,229.95,2.55,0.0
82e587fffffffff,2014,-54.9665,114.6049,74,3,1,AA,2013-14;2014-15,February;October,4.976,10708,144.7,29.0601,3.52,33.76,211.03,0.0,404.86,3.12,0.0
82e587fffffffff,2015,-54.3246,113.9329,31,1,1,AA,2014-15,February,5.0,4701,151.65,30.329,4.02,33.79,793.02,0.0,367.59,4.42,0.0
82e587fffffffff,2017,-53.6782,113.5807,2,1,1,AA,2017-18,November,5.0,445,222.5,44.5,1.52,33.87,196.71,0.0,0.13,2.1,0.0
82e58ffffffffff,1998,-55.7141,109.2383,36,2,1,AA,1997-98,February,5.215,4046,112.39,21.3853,3.7,33.83,19.89,,447.36,3.34,0.0
82e58ffffffffff,1999,-56.0326,109.4804,58,4,2,AA;SH,1999-00,December;October,4.969,2830,48.79,9.8451,1.01,33.93,6.72,,267.89,1.35,0.0
82e58ffffffffff,2000,-56.881,110.1234,85,3,2,AA;SH,1999-00;2000-01,December;January,5.0,22492,264.61,52.9224,2.1,33.83,14.87,,120.89,2.38,0.0
82e58ffffffffff,2001,-56.4701,109.8929,55,5,2,AA;SH,2000-01;2001-02,December;January;March,5.026,7363,133.87,26.452,3.76,33.72,9.35,,202.09,3.2,0.0
82e58ffffffffff,2002,-56.3514,109.861,100,3,2,AA;SH,2001-02;2002-03,December;February;November,5.0,16734,167.34,33.468,2.34,33.95,6.68,,425.82,2.12,0.0
82e58ffffffffff,2003,-55.6535,108.5301,30,1,1,AA,2003-04,November,5.0,1403,46.77,9.3533,,,6.51,,752.22,1.29,0.0
82e58ffffffffff,2004,-56.0892,109.2989,48,3,2,AA;SH,2003-04;2004-05,December;February,4.961,9051,188.56,38.2427,3.15,33.69,4.04,,93.17,2.61,0.0
82e58ffffffffff,2005,-56.3841,110.3871,63,4,2,SH;UM,2004-05;2005-06,December;February,4.951,14864,235.94,47.644,4.03,33.65,1.83,,417.38,2.4,0.0
82e58ffffffffff,2006,-56.4104,109.645,37,1,1,SH,2006-07,December,5.0,20566,555.84,111.1676,3.59,33.53,4.99,,,2.01,0.0
82e58ffffffffff,2007,-55.9429,109.2443,102,3,2,AA;SH,2006-07;2007-08,December;March;November,5.0,33092,324.43,64.8863,2.63,33.98,1.74,0.0,131.94,2.19,0.0
82e58ffffffffff,2009,-56.3954,109.3164,76,4,2,AA;SH2,2008-09;2009-10,December;January,4.975,16609,218.54,43.7996,2.21,33.88,86.36,0.0,329.57,2.54,0.0
82e58ffffffffff,2010,-56.3137,110.0205,168,6,3,AA;SH2;UM,2009-10;2010-11,December;February;March;October,4.998,31150,185.42,37.0953,2.83,33.8,38.14,0.0,222.4,2.46,0.0
82e58ffffffffff,2011,-56.6426,110.5879,113,5,2,AA;SH2,2010-11;2011-12,December;February;October,4.997,21164,187.29,37.4606,1.93,33.83,47.22,0.21,308.6,2.03,0.0
82e58ffffffffff,2012,-56.4841,109.9295,114,6,2,SH2;UM,2011-12;2012-13,December;January;March,5.022,29437,258.22,51.3898,2.19,33.8,78.13,0.1,214.34,2.76,0.0
82e58ffffffffff,2013,-56.4784,110.0007,75,4,2,SH2;UM,2012-13;2013-14,December;January,5.034,15515,206.87,41.3356,3.94,33.8,48.33,0.0,79.24,2.85,0.0
82e58ffffffffff,2014,-56.2243,109.7189,145,6,3,AA;SH2;UM,2013-14;2014-15,December;February;January;October,5.019,31730,218.83,43.646,2.85,33.82,177.39,0.23,305.2,2.58,0.0
82e58ffffffffff,2015,-56.0845,109.6129,127,5,3,AA;SH2;UM,2014-15;2015-16,December;February;January,5.008,23068,181.64,36.4089,2.98,33.83,280.42,0.04,425.68,2.97,0.0
82e58ffffffffff,2016,-56.4673,109.998,76,4,2,SH2;UM,2015-16;2016-17,December;January,4.989,20429,268.8,53.829,2.98,33.78,66.94,0.04,278.51,2.45,0.0
82e58ffffffffff,2017,-56.3073,109.8699,84,5,3,AA;SH2;UM,2016-17;2017-18,December;January;November,4.971,10928,130.1,26.0894,2.79,33.79,56.3,0.18,450.53,2.32,0.0
82e58ffffffffff,2018,-56.5016,110.0018,74,4,2,SH2;UM,2017-18;2018-19,December;January,5.013,8595,116.15,23.1032,2.45,33.78,43.15,0.03,511.46,1.92,0.0
82e58ffffffffff,2019,-56.4212,109.9724,78,4,2,SH2;UM,2018-19;2019-20,December;January,4.964,13085,167.76,33.775,2.45,33.79,65.47,0.0,253.28,2.66,0.0
82e58ffffffffff,2020,-56.5063,110.0048,37,2,1,UM,2019-20,January,5.027,6825,184.46,36.8026,3.22,33.71,0.49,0.0,747.93,3.58,0.0
82e58ffffffffff,2021,-56.5389,110.0002,35,1,1,SH2,2021-22,December,5.0,1878,53.66,10.7314,1.43,33.88,,0.0,103.79,1.67,0.0
82e58ffffffffff,2022,-56.543,110.0938,36,1,1,SH2,2022-23,December,5.0,3621,100.58,20.1167,1.73,33.8,,0.0,138.82,1.51,0.0
82e58ffffffffff,2023,-56.4649,110.003,38,2,1,UM,2022-23,January,4.99,7117,187.29,37.5012,4.42,33.61,0.78,0.26,281.7,2.56,0.0
82e597fffffffff,1998,-53.6295,116.4237,7,1,1,AA,1997-98,January,4.789,1136,162.29,33.8872,4.71,33.8,32.57,,2.76,5.16,0.0
82e597fffffffff,1999,-53.3565,116.0688,20,1,1,AA,1999-00,October,5.0,438,21.9,4.38,2.3,33.9,6.11,,370.32,2.01,0.0
82e597fffffffff,2000,-52.8336,112.9881,1,1,1,AA,1999-00,February,4.964,30,30.0,6.0435,3.43,33.86,8.54,,29.26,4.71,0.0
82e597fffffffff,2001,-53.5957,116.4501,7,1,1,AA,2000-01,January,5.0,2313,330.43,66.0857,5.16,33.78,19.21,,11.43,5.37,0.0
82e597fffffffff,2002,-52.6999,115.5157,63,5,1,AA,2001-02;2002-03,December;February;March;November,5.003,23484,372.76,74.5509,3.98,33.86,7.31,,447.54,4.04,0.0
82e597fffffffff,2003,-53.5947,116.2492,10,1,1,AA,2003-04,November,5.0,2354,235.4,47.08,,,13.31,,7.5,2.65,0.0
82e597fffffffff,2004,-53.1008,115.8541,31,1,1,AA,2003-04,February,5.0,5575,179.84,35.9677,4.8,33.42,5.28,,543.05,4.63,0.0
82e597fffffffff,2005,-53.3395,116.0797,21,1,1,AA,2004-05,February,5.0,2657,126.52,25.3048,5.83,33.81,1.83,,0.29,4.64,0.0
82e597fffffffff,2006,-51.7973,114.7075,40,3,1,AA,2005-06;2006-07,March;November,5.011,2493,62.33,12.4429,4.29,33.87,0.37,,911.6,5.04,0.0
82e597fffffffff,2007,-53.5945,116.3535,8,2,1,AA,2006-07,February,5.265,1089,136.12,25.5204,5.48,33.81,0.67,,40.71,4.67,0.0
82e597fffffffff,2010,-53.6819,116.4566,4,1,1,AA,2009-10,February,5.0,415,103.75,20.75,5.44,33.7,9.46,0.0,73.25,5.07,0.0
82e597fffffffff,2011,-52.6594,115.8552,36,2,1,AA,2010-11,February,5.013,2999,83.31,16.6185,4.83,33.85,0.81,0.44,667.16,5.22,0.0
82e597fffffffff,2015,-53.6202,116.4325,7,1,1,AA,2014-15,February,5.284,884,126.29,23.183,4.67,33.78,757.78,0.0,516.47,4.91,0.0
82e597fffffffff,2017,-52.9699,115.8654,35,1,1,AA,2017-18,November,5.0,6648,189.94,37.9886,2.53,33.86,170.66,0.0,407.82,2.85,0.0
82e597fffffffff,2019,-52.9038,115.7524,36,2,1,AA,2019-20,October,5.016,4972,138.11,27.5724,2.64,33.85,163.37,0.47,631.65,2.55,0.0
82e59ffffffffff,1999,-53.7792,110.4725,56,2,2,AA;SH,1999-00,December;October,5.0,10698,191.04,38.2071,1.99,33.89,8.98,,89.19,2.41,0.0
82e59ffffffffff,2000,-53.4515,110.5752,37,1,1,AA,1999-00,February,4.964,2155,58.24,11.7331,3.05,33.86,11.17,,183.33,4.08,0.0
82e59ffffffffff,2001,-53.3232,109.9218,37,1,1,SH,2001-02,December,5.156,20102,543.3,105.3719,3.7,33.43,5.23,,,3.37,0.0
82e59ffffffffff,2002,-53.4205,110.4042,121,5,2,AA;SH,2001-02;2002-03,December;March;November,5.007,36334,300.28,60.0374,3.4,33.95,7.76,,166.35,3.44,0.0
82e59ffffffffff,2003,-54.4374,111.6426,22,1,1,AA,2003-04,November,5.0,3157,143.5,28.7,,,10.63,,143.23,1.86,0.0
82e59ffffffffff,2004,-53.7762,110.5315,67,3,2,AA;SH,2003-04;2004-05,December;February,5.017,44348,661.91,132.3242,3.95,33.65,7.85,,46.84,3.67,0.0
82e59ffffffffff,2005,-53.6046,111.0897,89,3,3,AA;SH;UM,2004-05;2005-06,December;February,4.984,17345,194.89,39.0175,4.38,33.71,2.67,,197.37,3.67,0.0
82e59ffffffffff,2006,-53.32,110.315,112,4,2,AA;SH,2005-06;2006-07,December;March;November,5.002,24555,219.24,43.8449,3.18,33.77,2.38,,82.99,3.12,0.0
82e59ffffffffff,2007,-54.9467,111.6893,5,2,1,AA,2006-07;2007-08,March;November,5.0,278,55.6,11.12,4.1,33.79,0.56,0.0,264.73,3.41,0.0
82e59ffffffffff,2009,-53.2984,109.6918,73,4,2,AA;SH2,2008-09;2009-10,December;January,5.061,20109,275.47,54.406,3.03,33.9,124.47,0.81,325.35,3.7,0.0
82e59ffffffffff,2010,-53.3487,110.0163,74,2,2,SH2;UM,2010-11,December,5.024,18753,253.42,50.5745,3.01,33.88,133.26,,128.51,2.81,0.0
82e59ffffffffff,2011,-53.0989,109.9927,61,2,2,SH2;UM,2011-12,December,5.0,14799,242.61,48.5213,2.66,33.76,67.5,0.0,189.71,3.11,0.0
82e59ffffffffff,2012,-53.5004,109.9999,90,3,2,SH2;UM,2011-12;2012-13,December;January;March,5.0,24927,276.97,55.3933,3.13,33.79,138.89,0.49,1427.16,3.9,0.0
82e59ffffffffff,2013,-53.3482,110.0026,75,2,2,SH2;UM,2012-13;2013-14,December;January,5.0,30515,406.87,81.3733,5.03,33.78,72.19,0.28,438.88,3.95,0.0
82e59ffffffffff,2014,-53.3347,110.0027,75,2,2,SH2;UM,2013-14;2014-15,December;January,5.0,17604,234.72,46.944,4.15,33.82,94.27,0.32,540.73,3.79,0.0
82e59ffffffffff,2015,-53.3919,110.0584,115,4,3,AA;SH2;UM,2014-15;2015-16,December;February;January;March,5.019,25351,220.44,44.056,3.72,33.83,105.62,0.1,339.41,3.87,0.0
82e59ffffffffff,2016,-53.326,110.002,74,2,2,SH2;UM,2015-16;2016-17,December;January,5.0,18579,251.07,50.2135,4.32,33.77,148.77,1.28,152.62,3.72,0.0
82e59ffffffffff,2017,-53.6133,110.438,106,4,3,AA;SH2;UM,2016-17;2017-18,December;January;November,5.015,16726,157.79,31.4735,3.32,33.8,105.18,0.09,743.02,3.08,0.0
82e59ffffffffff,2018,-53.334,109.9978,75,2,2,SH2;UM,2017-18;2018-19,December;January,5.0,11214,149.52,29.904,2.91,33.82,88.78,0.79,224.51,3.16,0.0
82e59ffffffffff,2019,-53.5844,110.3424,111,3,3,AA;SH2;UM,2018-19;2019-20,December;January;November;October,5.0,24279,218.73,43.7459,2.68,33.83,142.56,0.41,253.0,3.04,0.0
82e59ffffffffff,2020,-53.3252,109.9979,38,1,1,UM,2019-20,January,5.0,3224,84.84,16.9684,4.44,33.65,0.46,0.0,812.42,4.64,0.0
82e59ffffffffff,2023,-53.3338,110.0027,37,1,1,UM,2022-23,January,5.0,8478,229.14,45.827,4.94,33.63,1.11,0.54,23.38,3.85,0.0
82e5a7fffffffff,1997,-57.6845,121.1925,24,1,1,AA,1996-97,April,5.0,1566,65.25,13.05,3.16,,,,204.51,2.67,0.0
82e5a7fffffffff,1998,-56.2458,118.9391,33,2,1,AA,1998-99,November,5.61,3814,115.58,22.5064,1.45,33.9,,,270.03,1.6,0.0
82e5a7fffffffff,2000,-56.4144,119.9587,26,1,1,AA,2000-01,October,4.938,318,12.23,2.479,1.49,33.65,4.35,,246.61,1.28,0.0
82e5a7fffffffff,2001,-55.4267,117.9353,2,1,1,AA,2000-01,March,5.0,387,193.5,38.7,5.23,33.65,11.37,,2.2,4.0,0.0
82e5a7fffffffff,2003,-56.6923,118.6257,39,2,1,AA,2002-03,January,4.949,8374,214.72,42.9604,3.47,33.82,2.17,,242.05,4.24,0.0
82e5a7fffffffff,2008,-57.2287,119.8611,37,2,1,AA,2008-09,November,5.047,612,16.54,3.3011,1.67,33.89,0.57,0.0,414.96,1.32,0.0
82e5a7fffffffff,2010,-57.2801,119.4937,53,3,1,AA,2009-10;2010-11,December;January;October,4.996,11598,218.83,43.7841,3.44,33.56,0.53,0.3,469.22,3.26,0.0
82e5a7fffffffff,2011,-57.8165,120.6072,29,1,1,AA,2010-11,March,5.0,3267,112.66,22.531,2.96,33.8,0.36,0.0,331.18,2.94,0.0
82e5a7fffffffff,2012,-57.5054,120.0456,37,2,1,AA,2011-12,March,5.015,4298,116.16,23.2129,3.15,33.76,0.83,0.0,131.18,3.55,0.0
82e5a7fffffffff,2013,-57.6534,120.7483,31,2,1,UM,2012-13,January,5.006,6425,207.26,41.4444,5.49,33.67,1.57,0.16,243.33,3.98,0.0
82e5a7fffffffff,2015,-56.9508,119.8823,38,1,1,AA,2015-16,November,5.0,4522,119.0,23.8,1.34,33.88,133.54,0.0,568.42,1.59,0.0
82e5a7fffffffff,2016,-57.0358,119.16,65,3,1,AA,2015-16;2016-17,January;November,5.027,11095,170.69,33.9414,2.55,33.84,228.99,0.0,176.19,2.49,0.0
82e5a7fffffffff,2017,-56.9353,120.8899,21,1,1,AA,2016-17,January,4.997,1655,78.81,15.7691,5.43,33.83,165.35,0.0,966.83,4.17,0.0
82e5a7fffffffff,2018,-57.1684,120.047,64,2,1,AA,2017-18;2018-19,January,5.0,14466,226.03,45.2062,3.81,33.73,363.48,0.42,323.76,3.42,0.0
82e5a7fffffffff,2021,-57.8585,120.567,28,2,1,IN,2020-21,February,5.076,4517,161.32,31.89,3.43,33.8,1.96,0.82,406.32,3.68,0.0
82e5affffffffff,1998,-58.5151,114.93,28,1,1,AA,1998-99,November,6.608,4051,144.68,21.9036,-0.3,33.92,,,122.6,0.31,0.0
82e5affffffffff,2000,-56.9151,112.967,9,1,1,AA,2000-01,December,5.0,657,73.0,14.6,2.77,33.68,11.63,,202.21,2.21,0.0
82e5affffffffff,2001,-57.2617,113.1189,20,2,1,AA,2000-01,March,5.0,1301,65.05,13.01,4.45,33.66,4.84,,503.98,2.84,0.0
82e5affffffffff,2003,-58.3724,114.1314,44,1,1,AA,2002-03,January,5.0,3723,84.61,16.9227,2.97,33.82,1.04,,542.57,3.42,0.0
82e5affffffffff,2005,-58.406,111.9564,25,1,1,UM,2004-05,February,5.0,7393,295.72,59.144,3.68,33.7,7.22,,2.52,2.96,0.0
82e5affffffffff,2008,-59.0234,116.9802,3,1,1,AA,2008-09,November,5.0,133,44.33,8.8667,0.45,33.92,0.37,0.0,304.46,0.43,0.0
82e5affffffffff,2009,-58.0192,113.3126,37,2,1,AA,2008-09;2009-10,March;November,5.0,4366,118.0,23.6,0.82,33.85,0.36,0.0,319.66,1.42,0.0
82e5affffffffff,2010,-58.2552,114.345,75,3,2,AA;UM,2009-10;2010-11,December;January;October,5.029,39939,532.52,106.3229,2.91,33.84,1.31,0.0,140.44,1.98,0.0
82e5affffffffff,2011,-58.9371,114.2177,35,3,1,AA,2010-11,February;March,5.048,7708,220.23,43.6022,2.09,33.86,0.97,0.11,25.07,2.25,0.0
82e5affffffffff,2012,-58.677,114.6386,37,1,1,AA,2011-12,March,5.0,8935,241.49,48.2973,2.48,33.76,0.86,0.0,131.15,2.66,0.0
82e5affffffffff,2013,-58.2201,114.1097,42,3,2,AA;UM,2012-13,February;January,4.986,8574,204.14,40.9169,3.77,33.61,1.09,0.0,84.89,3.46,0.0
82e5affffffffff,2015,-59.4429,114.2857,27,2,1,AA,2015-16,November,4.939,3947,146.19,29.7193,0.37,33.97,135.13,0.26,424.39,0.27,0.0
82e5affffffffff,2016,-58.0466,114.1003,79,3,1,AA,2015-16;2016-17,January;November,5.029,13392,169.52,33.8356,1.67,33.89,230.91,0.0,295.73,1.63,0.0
82e5affffffffff,2017,-58.4113,111.5587,5,1,1,AA,2016-17,January,5.0,718,143.6,28.72,4.11,33.85,176.34,1.0,525.29,3.12,0.0
82e5affffffffff,2018,-57.4881,114.933,22,1,1,AA,2017-18,January,5.069,5675,257.95,51.1586,3.56,33.76,247.74,0.0,476.06,2.89,0.0
82e5affffffffff,2021,-59.324,115.0011,30,1,1,IN,2020-21,February,5.0,4805,160.17,32.0333,2.6,33.82,2.39,1.23,212.94,2.76,0.0
82e5b7fffffffff,1998,-53.4576,119.1429,62,3,1,AA,1997-98,February;January,5.259,10172,164.06,30.069,5.35,33.82,23.72,,269.17,5.32,0.0
82e5b7fffffffff,1999,-52.7074,118.3613,17,1,1,AA,1999-00,October,5.0,580,34.12,6.8235,3.32,33.91,7.13,,32.61,2.88,0.0
82e5b7fffffffff,2000,-54.5345,120.1338,35,2,1,AA,2000-01,December,5.006,3447,98.49,19.6732,3.87,33.66,12.87,,248.69,3.7,0.0
82e5b7fffffffff,2001,-53.8346,119.5461,65,3,1,AA,2000-01,January;March,5.034,8396,129.17,25.8206,5.14,33.69,7.85,,293.9,5.1,0.0
82e5b7fffffffff,2002,-52.8782,118.2786,43,2,1,AA,2001-02;2002-03,February;November,5.0,6353,147.74,29.5488,4.27,33.85,21.25,,170.92,4.24,0.0
82e5b7fffffffff,2003,-53.8524,119.7544,69,2,1,AA,2002-03;2003-04,January;November,5.0,12928,187.36,37.4725,4.41,33.85,6.08,,393.63,4.25,0.0
82e5b7fffffffff,2004,-52.4543,118.2442,7,1,1,AA,2003-04,February,5.0,1768,252.57,50.5143,5.39,33.36,17.59,,0.0,5.02,0.0
82e5b7fffffffff,2005,-52.6835,118.4749,17,1,1,AA,2004-05,February,5.0,1124,66.12,13.2235,5.88,33.8,0.91,,534.45,5.16,0.0
82e5b7fffffffff,2007,-53.5021,119.1914,64,2,1,AA,2006-07;2007-08,February;November,5.0,11213,175.2,35.0406,4.46,33.93,0.24,1.11,569.48,4.02,0.0
82e5b7fffffffff,2009,-54.3117,119.9007,38,2,1,AA,2009-10,November,5.044,6352,167.16,33.3093,2.76,,0.84,0.0,,3.06,0.0
82e5b7fffffffff,2010,-53.339,118.9441,104,3,1,AA,2009-10;2010-11,February;March;October,5.0,4923,47.34,9.4673,4.97,33.74,3.16,0.08,301.18,4.47,0.0
82e5b7fffffffff,2011,-54.1881,119.769,37,1,1,AA,2011-12,October,5.0,4562,123.3,24.6595,3.01,33.89,0.78,0.0,229.62,2.59,0.0
82e5b7fffffffff,2014,-53.8369,119.3292,69,3,1,AA,2013-14;2014-15,February;October,4.98,16670,241.59,48.6091,4.41,33.77,253.82,0.35,86.3,4.14,0.0
82e5b7fffffffff,2015,-52.9293,118.8205,31,1,1,AA,2014-15,February,5.0,8623,278.16,55.6323,4.65,33.78,806.71,0.0,43.76,5.39,0.0
82e5b7fffffffff,2016,-55.39,120.9767,2,1,1,AA,2015-16,January,5.0,363,181.5,36.3,4.19,33.78,168.76,0.0,402.37,4.13,0.0
82e64ffffffffff,2004,-62.8791,-4.0888,36,2,1,PS,2003-04,April,5.0,1279,35.53,7.1056,-0.83,34.04,5.09,,8.57,-0.49,0.0
82e65ffffffffff,2004,-61.3971,1.2426,31,1,1,PS,2003-04,April,5.0,1090,35.16,7.0323,-0.99,34.02,5.03,,0.01,-0.08,0.0
82e697fffffffff,1999,-54.8814,25.506,4,1,1,KM,1999-00,November,4.896,277,69.25,14.1436,0.95,34.08,0.03,,,-0.13,0.0
82e697fffffffff,2005,-55.6323,28.1487,29,2,1,UM,2004-05,January,5.04,2281,78.66,15.6735,0.88,33.37,3.76,,401.3,1.61,0.0
82e697fffffffff,2006,-55.7382,27.2642,32,1,1,UM,2005-06,January,5.0,4581,143.16,28.6313,2.91,33.93,3.54,,79.28,1.22,0.0
82e697fffffffff,2007,-55.6033,27.9423,31,2,1,UM,2007-08,December,4.976,2332,75.23,15.0668,2.28,33.97,2.19,,281.41,0.6,0.0
82e6a7fffffffff,2006,-59.8654,29.8264,16,1,1,UM,2005-06,January,5.0,103,6.44,1.2875,2.49,33.53,1.57,,16.08,1.44,0.0
82e6b7fffffffff,2005,-58.0317,29.633,32,1,1,UM,2004-05,January,5.0,753,23.53,4.7063,0.2,,3.73,,36.01,1.39,0.0
82e6b7fffffffff,2006,-58.0896,28.8317,29,1,1,UM,2005-06,January,4.972,1099,37.9,7.6086,2.62,33.84,1.32,,698.09,1.27,0.0
82e6b7fffffffff,2007,-58.0906,29.4204,32,1,1,UM,2007-08,December,5.0,618,19.31,3.8625,1.56,33.91,2.19,,43.89,0.04,0.0
82e6cffffffffff,2004,-57.3944,5.5427,32,2,1,PS,2003-04,April,5.046,1537,48.03,9.5483,-0.55,34.08,5.94,,25.31,0.67,0.0
82e717fffffffff,2005,-66.2864,35.756,6,1,1,UM,2004-05,January,5.143,145,24.17,4.5692,-0.46,,5.04,,603.94,-0.06,0.0
82e78ffffffffff,2005,-62.3089,32.5845,25,1,1,UM,2004-05,January,5.0,259,10.36,2.072,0.38,,5.38,,133.59,1.26,0.0
