component,Calanoida indet (small),Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia longirostris,Euphausia longirostris calyptopis,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Globorotalia inflata,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Paraeuchaeta sp.,Phronima sp.,Pleuromamma borealis,Pleuromamma sp.,Primno macropa,Pseudosagitta sp.,Pyrosomatidae indet,Radiozoa indet,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia
component_1,17.87255623731632,0.04287419200894315,4.659795056868903,1.812570781266222,0.0,0.030647718794428472,0.061258563605131267,0.008786465899921103,0.012579284031735048,0.0015956035038590687,0.054293878760818814,0.6454746227952064,0.015084109682996857,0.018045412871963065,0.10384848009526199,0.24044338695379994,0.1078399407922321,0.08091414667719421,0.0,0.4453540785134847,0.06587963578315412,0.03672591963703517,0.0,0.0,0.0190233370167016,0.0003667225684285467,0.4462232305430673,5.976618242199568,0.7002396341239285,0.011354272571289643,0.0021661810154086037,0.0021661810154086037,0.0,0.014524824303387222,0.0015767427470975823,0.029088394464043713,0.04640702814820955,0.07510880768473836,0.001371568432508108,0.16898102906701984,0.0,0.4689698187735949,0.18116564099650456,0.5955896666813327
component_2,8.748344517009892,0.03761657700317278,3.3386665607995423,0.16108957442615185,0.0318618773062051,0.0,0.27715693738823804,0.0007086937326873587,0.00011168245246739198,0.0,0.0,0.3686530509864686,0.0,0.0,0.0,0.0,0.0,0.0,0.05444249557374386,0.0,0.13217454947744525,0.0,8.488969633786231,0.7957136884330012,0.0,0.0,0.2793012762088337,2.9235677741589083,0.6425729878437354,0.2908949739718172,0.02878538670303576,0.02878538670303576,0.027740137190046907,0.045719726062401746,0.03547575308759397,0.0,0.0,0.0,0.0,0.04410883412189677,0.3447817384627725,0.7089583486263475,0.0,0.7636996126885206
