component,Calanoida indet (small),Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia longirostris,Euphausia longirostris calyptopis,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Globorotalia inflata,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta exigua,Paraeuchaeta sp.,Phronima sp.,Pleuromamma borealis,Pleuromamma sp.,Primno macropa,Pseudosagitta sp.,Pyrosomatidae indet,Radiozoa indet,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia
component_1,0.5098067954513689,0.0012229674449147543,0.13291860178581683,0.05170278326481128,0.0,0.0008742126811082496,0.0017473735480703246,0.0002506300701647207,0.00035881853698698304,4.551388723091311e-05,0.0015487089801897538,0.01841187934299749,0.0004302675855437841,0.0005147374548272097,0.002962232159008188,0.006858541719648065,0.0030760868175177406,0.0023080403987234257,0.0,0.012703528952064955,0.0018791875967909262,0.001047590683254876,0.0,0.0,0.0005426323103701867,1.0460599756844052e-05,0.012728321130927226,0.17048040320781052,0.0199740271721961,0.00032387562458271644,6.178935946092038e-05,6.178935946092038e-05,0.0,0.00041431421640421637,4.4975892450721284e-05,0.0008297336413230503,0.0013237400398977668,0.0021424456606817903,3.912338548748136e-05,0.0048201094335271,0.0,0.013377157542421903,0.005167670122614173,0.016988932939586712
component_2,0.3058872224834179,0.0013152694474322017,0.1167369939644642,0.005632521947031558,0.0011140554802514418,0.0,0.009690835289449178,2.477958624762021e-05,3.904994267082571e-06,0.0,0.0,0.012890011088044261,0.0,0.0,0.0,0.0,0.0,0.0,0.0019035902991404164,0.0,0.00462150361637468,0.0,0.2968181394749719,0.02782225249286342,0.0,0.0,0.009765812428794802,0.10222300052777923,0.02246766415202542,0.0101711878687007,0.00100648550929636,0.00100648550929636,0.0009699381980069336,0.0015985973106956218,0.0012404152072854845,0.0,0.0,0.0,0.0,0.0015422722242242435,0.012055346944364335,0.02478883858495612,0.0,0.02670287537061904
