component,Calanoida indet (small),Calanoides acutus,Calanus australis,Calanus propinquus,Calanus simillimus,Candacia cheirura,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda phyllosoma indet,Decapoda zoea indet,Egg indet,Eukrohnia hamata,Euphausia longirostris,Euphausia similis,Euphausia spinifera,Euphausia spinifera calyptopis,Euphausia spinifera furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Hansarsia megalops,Heterorhabdus sp.,Heterorhabdus spinifrons,Hyperia sp.,Hyperiidea indet,Limacina sp.,Lucicutia sp.,Mecynocera clausi,Metridia lucens,Myctophidae indet,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta biloba,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces larvae,Pleuromamma borealis,Pleuromamma gracilis,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta sp.,Pyrosomatidae indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Salpidae indet,Siphonophorae nectophore,Siphonophorae sp.,Spongiobranchaea australis,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F6,Tomopteris sp.,Vibilia sp.
component_1,31.738639098258133,2.0016752526217854,0.0002072391601305696,0.4113084507895658,8.454667370314802,0.0006452656375676965,0.003307351187808005,0.06745713940704902,4.089007474879714,0.6466819605820763,0.0002072391601305696,1.3764296243125451,0.0,0.00011721467322886145,0.0003505361647224528,0.0,0.015516061209707905,0.000986308330336397,0.0012872253509659895,0.002618851816343442,0.0006452656375676965,0.0002732597977210854,0.005900635491945494,0.01414858751462561,0.0015103813198960852,0.028397914857974084,0.019562101725220608,0.012634377798816614,0.01554527964964108,8.163641268947826,0.002525724942995531,0.004349530252802349,0.006636298203687348,0.001290531275135393,0.0004279550137752449,0.03429075786617647,0.36114781060635925,0.0010258785630639512,0.002371536418773657,0.22933433677875772,0.0002059106934691746,0.00609568862742068,0.32163601386137675,6.420172987546964,0.003459029192236616,0.1441789526989372,0.0,0.0017428513741373965,0.0,0.015503575355988123,0.01566826983998742,0.00047514806595009196,0.0021978701069894115,0.0031387069123665506,0.032355213391071565,0.0007369105338785203,0.0033852722720957534,0.003114746343751278,0.001879928875536218,0.004355496772079495,0.03397529281666309,1.811746752674064,0.04335881945315062,0.001449842309102701,0.015528945280211578,0.0007074670140566801,0.0002789561822395192,0.00018959214306655045,0.04024049720436806,0.004052320319146066,0.034915584227189184,0.0059710831313788395,0.0,0.0013617617420775955,0.003168070855680642,0.0007520000095660184,0.0,0.0,0.002115335392967905,0.0010113094620228234
component_2,9.827486907893284,0.0,0.0,0.0,0.0,0.0,0.0,0.21288725723315788,0.9720706110153157,0.2951466881321438,0.0,0.0,0.0459912871971826,2.841264667703337e-05,0.00010818833143808046,0.001738415616059167,0.007751131976617425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04998871240230961,0.0035651598267026356,0.0,0.9404184325587558,0.0007348998684165289,3.0074518893027938e-05,0.0,0.0,0.0,0.008685679211778357,0.2092929898858206,0.0,0.0,0.04587619727313871,0.00026279047515674793,0.0,0.6827666945573542,30.459039274741368,0.014188504401851251,0.0,0.00544104730900765,0.0,0.01586509661917923,0.0,0.0,0.00010974900694505341,0.0,0.0,0.0,0.018367294200463853,0.0,0.00255786385248855,0.001840122837616286,0.0,0.022157215466953494,0.33640372033690386,0.0,0.0,0.0,0.00016896633835825366,0.0,0.0,0.1596964181499949,0.0008602803390477517,0.0,0.022942983191877188,0.00010737483255687748,0.00033155541294352674,0.0,0.0,0.0031828066019996657,0.11637828686726331,0.0002284925716118834,1.88265930774697e-05
