component,Calanoida indet (small),Calanoides acutus,Calanus australis,Calanus propinquus,Calanus simillimus,Candacia cheirura,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Decapoda phyllosoma indet,Decapoda zoea indet,Egg indet,Eukrohnia hamata,Euphausia longirostris,Euphausia similis,Euphausia spinifera,Euphausia spinifera calyptopis,Euphausia spinifera furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Hansarsia megalops,Heterorhabdus sp.,Heterorhabdus spinifrons,Hyperia sp.,Hyperiidea indet,Limacina sp.,Lucicutia sp.,Mecynocera clausi,Metridia lucens,Myctophidae indet,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta biloba,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Phronima sp.,Pisces larvae,Pleuromamma borealis,Pleuromamma gracilis,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta sp.,Pyrosomatidae indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Salpidae indet,Siphonophorae nectophore,Siphonophorae sp.,Spongiobranchaea australis,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F6,Tomopteris sp.,Vibilia sp.
component_1,0.4758566811723448,0.030011070718835357,3.10713192973952e-06,0.0061667380798820426,0.12676063213671054,9.674452764560177e-06,4.958703978546149e-05,0.0010113833293305962,0.06130639440025512,0.0096956876627234,3.10713192973952e-06,0.02063677748957458,0.0,1.7573968819112994e-06,5.255580601906251e-06,0.0,0.00023263194648203347,1.4787697961261131e-05,1.9299339884588792e-05,3.926438464955325e-05,9.674452764560177e-06,4.096977820593397e-06,8.846809131646191e-05,0.00021212944503205616,2.2645112160146196e-05,0.0004257692799837785,0.0002932941382552902,0.0001894269338206245,0.00023307001787547255,0.12239728453688808,3.786813559356502e-05,6.52124063779038e-05,9.949786532119983e-05,1.9348905529120354e-05,6.416319613317305e-06,0.0005141205387718952,0.005414680762957864,1.5380973544396786e-05,3.55563906197514e-05,0.003438404401667925,3.087214259842507e-06,9.139251846067982e-05,0.0048222813091559685,0.0962575049594393,5.1861144594139454e-05,0.0021616716997165165,0.0,2.6130530301130586e-05,0.0,0.00023244474636629112,0.00023491400695180872,7.123883951939137e-06,3.2952615627974006e-05,4.7058560068299025e-05,0.00048510096526927974,1.104848257314279e-05,5.075530879812226e-05,4.6699319817796555e-05,2.8185730105920598e-05,6.530186226328641e-05,0.0005093907785883357,0.027163477116432768,0.0006500777761973892,2.173745217294852e-05,0.00023282511705279701,1.0607036562144104e-05,4.182383581792911e-06,2.8425506114706862e-06,0.0006033248429182495,6.075634472373876e-05,0.0005234885459362863,8.952431114344931e-05,0.0,2.041686227082366e-05,4.7498812990559434e-05,1.127471873276684e-05,0.0,0.0,3.1715174571531917e-05,1.516253934979781e-05
component_2,0.22091827712808934,0.0,0.0,0.0,0.0,0.0,0.0,0.004785626939141409,0.021851788422111277,0.006634788573449477,0.0,0.0,0.0010338671550245593,6.387058066185627e-07,2.4320337448088286e-06,3.907894118117787e-05,0.0001742425849167417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001123727797683443,8.01434765554181e-05,0.0,0.021140259137207552,1.6520277698038943e-05,6.760640804280837e-07,0.0,0.0,0.0,0.00019525086170424353,0.0047048291362693714,0.0,0.0,0.0010312799760262175,5.907432852510001e-06,0.0,0.01534834319859559,0.6847079566341703,0.0003189523401922529,0.0,0.00012231273453164793,0.0,0.00035664151419674523,0.0,0.0,2.4671171539639755e-06,0.0,0.0,0.0,0.0004128899919482125,0.0,5.749983497471008e-05,4.1365281968855424e-05,0.0,0.0004980860226823284,0.00756223142425329,0.0,0.0,0.0,3.798300899568345e-06,0.0,0.0,0.0035899165159800498,1.93387843841289e-05,0.0,0.0005157497910129252,2.4137465903241304e-06,7.453243264170168e-06,0.0,0.0,7.154831723875646e-05,0.002616140918914317,5.136428644491051e-06,4.2321486111832557e-07
