component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Euchirella rostromagna,Eukrohnia hamata,Euphausia longirostris,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Fritillaria sp.,Haloptilus oxycephalus,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Salpa thompsoni,Siphonophorae nectophore,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,1.7562046652253982,0.02442635604580095,0.14515244258095075,0.0,0.47103970187323824,0.22729536052508928,1.322197644869418,0.0,0.0,0.042808905643347044,0.0,0.0,0.0,0.0,4.206576993092118e-05,0.032788202048431477,0.028828155329659426,0.0,1.360860836542396,0.00018292102437098673,0.03378137402295087,0.060852125283131435,0.0,0.0,0.319719050078358,16.72589097070728,0.0,0.016194648947183005,0.0,0.0,0.0,0.0,0.0010464149006911118,0.0,0.18562813385470567,0.0,0.0,0.015473627400544993,0.007067067219716179,0.01840505259997574,0.0
component_2,7.063650169829517,0.009167245194209465,0.03317141151029027,0.3091882857714421,0.743160865396595,0.0,0.8069491119394028,0.009911995411281302,0.03727931865946981,0.0,0.09572603995608588,0.11429065136859036,0.06557262707505009,0.02883377342522838,0.029326687716931348,0.03996659182769267,0.07643953456624508,0.005362550368341439,0.0,0.002852466410459649,0.07684655416039542,0.0,0.48985126267964474,6.529295138381284,0.44468766736040816,1.2194445271945216,0.3749514965261614,0.04791776943352509,0.04491127664610243,0.03403386784764607,0.018793923202036357,0.29172770130526876,0.003349042652186484,0.02116240587558419,0.007587185739524704,0.15801018899544303,0.19355390269425954,0.04982450556238497,0.0005035153342230951,0.030043452370735222,0.01898878577221608
