component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Chaetognatha indet,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Decapoda (natant) indet juv,Decapoda zoea indet,Egg indet,Euchirella rostromagna,Eukrohnia hamata,Euphausia longirostris,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Fritillaria sp.,Haloptilus oxycephalus,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Salpa thompsoni,Siphonophorae nectophore,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.07704042240800325,0.0010715247629838574,0.006367484218335489,0.0,0.02066336476711085,0.009970894015353754,0.05800159120664537,0.0,0.0,0.0018779224533972698,0.0,0.0,0.0,0.0,1.8453228991850546e-06,0.0014383385865143,0.0012646209794434462,0.0,0.05969765128273311,8.024299937181191e-06,0.0014819066227209142,0.0026694345648122365,0.0,0.0,0.014025296229788212,0.7337241103206592,0.0,0.0007104198162918424,0.0,0.0,0.0,0.0,4.590367373436252e-05,0.0,0.008143054238579,0.0,0.0,0.0006787903566860424,0.00031001503103444424,0.000807384842336509,0.0
component_2,0.3617499502002512,0.00046948113408039924,0.001698803900732978,0.015834426152367017,0.038059416814873535,0.0,0.04132619736818893,0.0005076219461902755,0.0019091817041228109,0.0,0.004902407304213524,0.005853154735427632,0.003358163840023737,0.0014766609118346866,0.001501904478006487,0.0020468047334924197,0.003914689595016697,0.0002746317105254767,0.0,0.00014608305297154488,0.003935534245356731,0.0,0.02508669959856867,0.334384083917505,0.022773741288801122,0.062451280340690196,0.0192023503337117,0.0024540075300336097,0.0023000363409205154,0.0017429727836174881,0.0009624911510259696,0.014940219133440152,0.0001715141581928339,0.0010837879973598483,0.0003885617205614475,0.008092158675181585,0.009912455030654861,0.0025516570006438918,2.5786476212859175e-05,0.001538612068499337,0.0009724706267026521
