component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Egg indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Oikopleura sp.,Oithona similis,Ostracoda indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F3,Thysanoessa macrura F6,Tomopteris sp.,Vibilia sp.
component_1,0.5880463438919078,0.046813119916333884,0.009123755015295065,0.05437077247689499,0.009216937118957325,0.001886723117465604,0.00902330459469655,0.0,0.0,0.0,0.002826196960865982,0.0007496507777471508,0.010377839523444088,0.012012283746007983,0.22953925355594448,0.0008364607047256378,0.0032705367397160953,0.006230427912414037,0.0008978994334428578,2.5306437411335754e-05,0.008880876733721212,0.00013922810427415938,0.0,0.004173951283517885,0.0011435910579948745,0.0004155408972206549
component_2,0.06621624907071537,0.0,0.002172256051298079,0.02463991026176026,0.0,0.00393919443476042,0.0,0.004655871961106664,0.16303824411658416,0.0003638442758974866,0.0,0.0,0.0,0.11430781809546098,0.6062677177338582,0.0,0.0031970671027861447,0.00014811902093570773,0.005376164447928649,0.00039188260967300276,0.002666298155854012,0.0014496636674837143,0.0003638442758974866,0.0008058547179996104,0.0,0.0
