component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus sp.,Egg indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Oikopleura sp.,Oithona similis,Ostracoda indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura F3,Thysanoessa macrura F6,Tomopteris sp.,Vibilia sp.
component_1,24.34939272645395,1.9384034157058256,0.3777897716990304,2.2513451628974708,0.3816481880648782,0.07812405030732424,0.3736303941838115,0.0,0.0,0.0,0.11702509578919497,0.031040990875393158,0.4297179853819565,0.49739585580505263,9.504593454284201,0.03463555281172673,0.13542399222242554,0.2579850001093046,0.03717956273490489,0.001047870443267831,0.36773284553292696,0.005765055466707137,0.0,0.17283192061159264,0.04735298174848726,0.017206413415247153
component_2,1.6424751473280224,0.0,0.0538821909721842,0.611185937066802,0.0,0.09771059294943157,0.0,0.11548757431264838,4.044117082795001,0.009025053352402548,0.0,0.0,0.0,2.8353727823903556,15.038297592811455,0.0,0.07930233642588773,0.0036740500126131756,0.13335422373805997,0.00972053621416344,0.06613676428092245,0.03595849325871021,0.009025053352402548,0.019988996133832086,0.0,0.0
