component,Calanoida indet (small),Calanus simillimus,Candacia maxima,Chaetognatha indet,Clio pyramidata,Clione limacina antarctica,Decapoda (natant) indet juv,Egg indet,Egg mass,Eukrohnia hamata,Euphausia frigida,Euphausia longirostris,Euphausia superba,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Phronima sp.,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.,Travisiopsis sp.
component_1,0.7711874212058166,0.07292075027906712,0.000468675773212409,0.00189134893577154,3.9390687862841835e-05,3.920134516476802e-05,3.920134516476802e-05,0.0,2.2881889335833522e-05,0.004199268987522774,0.0012082693068266649,0.0010807901075166187,0.0,0.00012009921257946227,0.0002955230672825643,0.004337660482152192,0.0005598622663600198,0.013969444900655098,0.0008693750576582007,0.0,3.396559469693108e-05,0.001955396204992338,0.006529733242676139,0.011898661215106267,0.0,0.0026223399239648114,0.00023428251243816313,0.012657983018892868,0.06754491129969453,0.009158160143026438,0.00046240009190677697,0.0013637844235304146,0.0001461575462155379,0.00023980265546599198,0.0004291080090544384,0.0012172703190833935,0.00042009951219291433,0.0006228982879883239,8.023252278670344e-05,4.146441649850871e-05,5.791050961406297e-05,3.920134516476802e-05,0.0020612602913793227,0.0034770624829882084,0.00021434403076015491,0.002968995384975289,0.00024544467241570535,2.796549254141396e-05
component_2,0.2784532554650883,0.0,8.813666500079282e-05,0.001014367862349998,0.0,0.0,0.0,4.570878258334015e-05,0.0,0.00048556083214237227,0.00013559689293644758,0.0,0.0006827418696466948,0.0,0.0,0.0,0.0,0.0,0.0,0.0028330216187881702,1.941390696158218e-05,0.0,0.0,0.0032686370490530654,0.0008748707653933655,0.0,0.00011723874496943655,0.0,0.7015445509249492,0.0,0.00020181700736978284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.898444805339412e-07,0.0004074100964277096,1.0127958223870783e-05,0.0,0.003854386389892148,0.0038184163368807944,1.8924548320292245e-06,0.002117992267470212,2.4266264560165544e-05,0.0
