component,Calanoida indet (small),Calanus simillimus,Candacia maxima,Chaetognatha indet,Clio pyramidata,Clione limacina antarctica,Decapoda (natant) indet juv,Egg indet,Egg mass,Eukrohnia hamata,Euphausia frigida,Euphausia longirostris,Euphausia superba,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Haloptilus oxycephalus,Heterorhabdus austrinus,Hyperiidea indet,Limacina sp.,Metridia gerlachei,Metridia sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta sp.,Phronima sp.,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura calyptopis,Thysanoessa macrura furcilia,Tomopteris sp.,Travisiopsis sp.
component_1,34.88741044754614,3.2988299279454605,0.021202218315900922,0.08556190727102282,0.0017819780996082618,0.0017734125081044238,0.0017734125081044238,0.0,0.001035143783629613,0.18996889305882467,0.05466036670116266,0.04889339096016807,0.0,0.005433115749133272,0.013369038785518577,0.1962295253549748,0.02532736419644301,0.6319576079333735,0.039329277987907064,0.0,0.0015365546826918261,0.08845931367043831,0.29539574620399767,0.5382783304979812,0.0,0.11863088886654843,0.010598604110181877,0.572628957468859,3.055634699631129,0.41430200113293986,0.02091831551416014,0.061695647046838546,0.006611957307154798,0.010848327446228911,0.019412229539226597,0.05506755955780039,0.019004698089826123,0.02817902320831909,0.00362960400641025,0.0018757906023539879,0.002619788215649832,0.0017734125081044238,0.0932484527718806,0.15729730887739563,0.009696615858202976,0.13431308364774183,0.01110356418332311,0.0012651186855908488
component_2,12.576317925234074,0.0,0.003980685081481455,0.04581383941353521,0.0,0.0,0.0,0.002064433331128932,0.0,0.021930314252796783,0.00612422229502897,0.0,0.03083597927129313,0.0,0.0,0.0,0.0,0.0,0.0,0.1279531837666318,0.0008768274793985452,0.0,0.0,0.14762771813326567,0.03951346473110033,0.0,0.0052950780820586645,0.0,31.685200793976392,0.0,0.009115048208584938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.664027648464481e-05,0.01840064282986106,0.0004574283836047935,0.0,0.17408303797710997,0.17245845355017364,8.547256374141752e-05,0.09565894309406775,0.0010959838033021128,0.0
