component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Ctenocalanus sp.,Cyllopus lucasii,Decapoda zoea indet,Egg indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia longirostris,Euphausia longirostris calyptopis,Euphausia longirostris furcilia,Euphausia superba,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Globigerinita uvula,Haloptilus oxycephalus,Hansarsia megalops,Harpacticoida indet,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta biloba,Paraeuchaeta exigua,Paraeuchaeta sp.,Pisces larvae,Pleuromamma borealis,Pleuromamma robusta,Pleuromamma sp.,Polychaeta indet,Primno macropa,Pseudosagitta gazellae,Pseudosagitta sp.,Pyrosomatidae indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Spongiobranchaea australis,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F6,Turborotalita quinqueloba
component_1,0.19444859268091963,0.0,8.265621335762962e-05,0.0,0.00012452557482331767,4.24059139973983e-05,0.013260264764474599,0.0023983486379768977,0.0005333575456277191,0.0031259959162291177,0.0,0.0032099551085390155,7.983435492865456e-07,1.275239087390078e-05,0.01532630622981334,0.0,4.418417373627404e-06,0.0,0.0,7.967242542709173e-06,0.0,5.759709743434125e-06,0.0011180952653415902,0.0,0.0,0.0,0.0,0.0,0.0,0.0002180662167204466,0.0,0.00013901155422463713,0.0008266422788427454,0.07403405968571068,6.903521989099656e-05,2.1866600961092197e-05,3.7649309721703225e-05,1.0246510175186664e-05,0.00029616443202649213,0.0,0.00033346515956311784,0.0,2.3311883228249097e-06,0.0,6.090137849609851e-05,0.0009599393220121125,0.6722479194752987,0.0,0.0,0.0,5.52715571924027e-06,0.0,0.0,5.219056432415083e-06,5.52715571924027e-06,0.0,0.0,7.258305128790965e-06,7.612066499840145e-05,2.4159383084036e-05,0.0,1.1470567228560863e-05,0.00042528133712139483,0.001177199318178098,0.0016193110588004658,0.001106163068759151,9.817057963177824e-06,0.0,0.0,0.0,0.005018795604958858,4.095192037702769e-05,9.612111909872182e-05,0.0,0.0,0.0,0.0,0.0,0.007351859434207124,5.971950507520736e-05
component_2,0.501360132185689,0.012245469512385011,0.00035666856954569834,0.05551866696647264,0.0002765730317061498,0.0001072337329486812,0.12333709969067132,0.0163093589122085,0.0,0.0,0.0058298461094371656,0.011674596267599632,1.6263648138793083e-05,1.1124016311362565e-05,0.0,1.8740541403904524e-05,0.0,6.729866857402617e-05,6.807300361495696e-05,7.218140358210315e-05,2.586790362734747e-05,9.420732156338302e-05,0.0,0.00013459733714805234,0.0003050805599761095,0.0005964634021157666,3.166136662780521e-05,0.00010031295842931163,0.0009276464472808367,0.0,0.00016759708814321017,0.0,0.00024251505841464075,0.014009444929277352,0.0,0.0,2.112742488291556e-05,0.0,3.08547356141146e-05,0.00013055271553101089,0.002055648931816194,0.10489132645433388,1.628242883851138e-08,0.020607970532863274,0.0008157458219026202,0.0049047693656820365,0.07958918842488144,3.166136662780521e-05,0.011946146265531397,0.0005272725793911792,1.4555125561001623e-05,0.000167626471475598,0.00110000624584065,0.0,1.4555125561001623e-05,0.0012522896996307238,9.610070432402227e-05,2.199605286634453e-05,0.00030900664148429804,0.0,0.00023599671843243955,7.817788592100491e-05,0.0,0.0008467313242280424,0.0036225192084732953,0.0022521280302094174,3.514620936522969e-05,9.202328130671472e-05,3.236913552646704e-05,3.934992185871365e-05,0.0022444658423912533,9.6341583094569e-05,0.000612283315432277,0.007866429301196732,8.635157909349184e-05,0.00021826206796036327,7.340887445820742e-05,0.0004809590471905389,0.008457365724652142,0.00019655334808587108
