component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Ctenocalanus sp.,Cyllopus lucasii,Decapoda zoea indet,Egg indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida calyptopis,Euphausia frigida furcilia,Euphausia longirostris,Euphausia longirostris calyptopis,Euphausia longirostris furcilia,Euphausia superba,Euphausia triacantha,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Globigerinita uvula,Haloptilus oxycephalus,Hansarsia megalops,Harpacticoida indet,Heterorhabdus sp.,Hyperiidea indet,Limacina sp.,Mecynocera clausi,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta antarctica,Paraeuchaeta biloba,Paraeuchaeta exigua,Paraeuchaeta sp.,Pisces larvae,Pleuromamma borealis,Pleuromamma robusta,Pleuromamma sp.,Polychaeta indet,Primno macropa,Pseudosagitta gazellae,Pseudosagitta sp.,Pyrosomatidae indet,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Spongiobranchaea australis,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F6,Turborotalita quinqueloba
component_1,8.808478015037139,0.0,0.0037443080874420874,0.0,0.005640980852666711,0.0019209784756148126,0.6006870455633154,0.10864466005511364,0.024160978231018756,0.14160691997593447,0.0,0.1454102527202119,3.616478528017289e-05,0.0005776804712402406,0.694278264582599,0.0,0.00020015332464102801,0.0,0.0,0.00036091431575996553,0.0,0.00026091357077233823,0.05064946692434933,0.0,0.0,0.0,0.0,0.0,0.0,0.009878351132920597,0.0,0.006297192498755544,0.03744671143717164,3.3537264431408778,0.003127280111874872,0.0009905521617502079,0.001705505359502088,0.00046416463274224823,0.013416182922044377,0.0,0.015105897586065694,0.0,0.00010560231271105235,0.0,0.0027588189051520897,0.043485037855679275,30.452681285636654,0.0,0.0,0.0,0.0002503789251820696,0.0,0.0,0.00023642209599122205,0.0002503789251820696,0.0,0.0,0.0003287996085335522,0.0034482491998730734,0.001094414682145823,0.0,0.0005196141451050897,0.0192651500151844,0.053326867376736656,0.07335443092846845,0.050108941072151525,0.0004447105430220086,0.0,0.0,0.0,0.22735032503314714,0.0018551128878907855,0.004354265323746612,0.0,0.0,0.0,0.0,0.0,0.33303759776818026,0.002705280301961685
component_2,24.108285595882748,0.5888327717109209,0.017150681088654994,2.6696575838517167,0.013299225862700777,0.005156416103867506,5.930758815918952,0.7842480031811782,0.0,0.0,0.28033261115844454,0.5613818949043924,0.0007820499656637089,0.0005349068364060918,0.0,0.0009011532736301846,0.0,0.00323610797518374,0.0032733424681464654,0.0034708980243058287,0.001243877939987238,0.004530031144622453,0.0,0.00647221595036748,0.014670032173463327,0.028681399103295546,0.0015224610415101273,0.004823625365341305,0.0446065892506376,0.0,0.008059034228310702,0.0,0.011661522155887998,0.6736548794225217,0.0,0.0,0.0010159283921567207,0.0,0.0014836735719844347,0.006277727224975964,0.09884745186468322,5.043779695182222,7.829530499806156e-07,0.9909500322490646,0.03922576205319948,0.2358495880681724,3.8271070268924285,0.0015224610415101273,0.5744395843444368,0.025354305447909637,0.0006998943501526715,0.008060447148332634,0.052894642053746804,0.0,0.0006998943501526715,0.06021730845622567,0.004621075903480355,0.001057697033412235,0.014858820807014006,0.0,0.01134808279002361,0.0037592434660677753,0.0,0.040715723642559556,0.1741916080836277,0.10829529965632019,0.0016900323711336223,0.004425009897657481,0.0015564946505855753,0.001892171103054885,0.10792685749199353,0.004632658743482031,0.029442111740484826,0.3782632723234401,0.004152281756759882,0.010495298551556042,0.0035299219006414725,0.02312728381302301,0.40667890242861976,0.009451418144923637
