component,Calanoida indet (small),Calanus simillimus,Chaetognatha indet,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Limacina sp.,Metridia sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Pseudosagitta gazellae,Rhincalanus gigas,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia
component_1,0.5237053257550742,0.04744736323616197,0.0011908560632291321,0.0006056392185868762,0.003925247459206787,0.006976680853071033,0.004960056847925867,0.061939614207844586,0.0,0.008028623569513007,0.00656815577359313,0.0017942186107396565,0.0076900127604485015,0.0,0.0,0.30999147088357365,0.0009854215285286835,0.0023817121264582642,0.0008195607070396918,0.0,0.002883732036879944,0.0025471658593699572,0.0011109239314168655,0.004448218571338172,0.0
component_2,0.24644466342559476,0.04649059192100694,0.0,0.0,0.0027274805083696754,0.001458589540818159,0.0,0.0,0.006191384470126528,0.009388294199940181,0.0,0.0,0.002274808678421936,8.744185472003e-05,0.3905560373073045,0.28013793924941216,0.005711536136551033,0.0,0.0,0.004202409101682456,0.0,0.0040664980418916395,0.0,0.0,0.00026232556416008995
