component,Calanoida indet (small),Calanus simillimus,Chaetognatha indet,Euphausia triacantha calyptopis,Euphausia triacantha furcilia,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Hyperiidea indet,Limacina sp.,Metridia sp.,Nauplius indet,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Pseudosagitta gazellae,Rhincalanus gigas,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura furcilia
component_1,14.789642631259243,1.3399320410703013,0.03363023962957375,0.017103487716991606,0.11085051899601431,0.197024188021196,0.14007393968313672,1.7491988601248498,0.0,0.22673146056478083,0.18548728046220997,0.050669433267524586,0.2171689592670803,0.0,0.0,8.75428002664729,0.027828688255319416,0.0672604792591475,0.02314471397491178,0.0,0.08143771730462383,0.07193295719937788,0.03137292505566963,0.1256194271482157,0.0
component_2,6.649740392422248,1.2544413121693596,0.0,0.0,0.0735947658754073,0.03935667200386132,0.0,0.0,0.16706021880829383,0.2533214486753704,0.0,0.0,0.06138046141340791,0.0023594166140085823,10.538253174919546,7.558875668813846,0.15411261912542693,0.0,0.0,0.11339230949660106,0.0,0.10972506326166373,0.0,0.0,0.007078249842025746
