component,Amphipoda indet,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Calocalanus sp.,Candacia maxima,Candacia sp.,Chaetognatha indet,Cirripedia cyprid,Cirripedia nauplius,Clausocalanus laticeps,Clausocalanus sp.,Clio pyramidata,Clio sp.,Clione limacina antarctica,Copepoda nauplius indet,Ctenocalanus sp.,Euphausia frigida,Euphausia similis,Euphausia superba,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Foraminifera indet,Fritillaria sp.,Heterorhabdus austrinus,Heterorhabdus sp.,Hyperiidea indet,Iospilidae indet,Limacina sp.,Metridia gerlachei,Metridia lucens,Metridia sp.,Microcalanus pygmaeus,Microsetella sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma gracilis,Pleuromamma robusta,Polychaeta larvae,Primno macropa,Pseudosagitta sp.,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpidae indet,Scolecithricella minor,Siphonophorae sp.,Subeucalanus longiceps,Teuthida indet,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa macrura,Thysanoessa macrura furcilia,Thysanoessa sp. furcilia,Tintinnina indet,Tomopteris sp.,Vibilia sp.
component_1,9.039021747410418e-06,0.10798562271230903,0.0,2.1382008658008507e-05,0.30264764743402284,9.702144732739671e-06,9.9320013370019e-05,0.00012100300398044521,0.0008396912440110333,0.0,0.0,0.001029860241212547,0.02400806802658092,4.7830318833342446e-05,0.0,0.0,0.0,0.1791868028874065,0.0005660312105122919,0.00023501456543267087,0.0,0.00029535190332765303,0.0,0.007987971703251998,0.0009136134232348274,0.16959505721712267,0.0,2.3255538448583e-05,3.8752137176222046e-05,0.004508991941534678,6.259555687093323e-07,0.14633158362099552,2.4743787457886763e-05,0.0008099168563817562,0.005901082176074198,0.0,0.0,0.007970926156170306,0.0034332179687462457,0.0,0.0,0.004432775917012622,0.00010757327044966442,0.00011998208728032222,9.039021747410418e-06,4.1328406760441344e-05,0.0,5.507751992608898e-05,0.0006271437543730435,0.0025157014828917942,0.02249706477836891,6.376734573026581e-06,9.039021747410418e-06,1.0123922745128107e-06,9.579186454099145e-05,2.196182773962679e-05,0.0003418183442170403,3.7468386211484075e-06,0.0032335759740627734,0.00033003747325044695,0.0008331512695174201,0.0,7.569680234416035e-05,0.0
component_2,4.0736034823018395e-05,0.305645312333189,0.0014671827976389872,7.851396676717281e-05,0.0,0.0,0.0,0.0,0.0006382590640739209,0.0001364556512956072,7.81071779579591e-05,0.0008412404977666458,0.011512913241744418,0.0,0.00010911040708817653,5.190685320737251e-05,0.033083732755092236,0.033110526699525314,0.0,0.0010591369053984784,3.847295459675182e-05,0.00019123876296455778,0.001564319781996883,0.0,0.0018159694995943747,0.03784191828711359,0.08862455213452146,0.0,0.0,0.0,4.409354189592318e-05,0.0,0.00031739664887519116,0.0,0.0,0.00018534196528460875,0.001356622956323955,0.0016293072274641527,0.0,0.40776947787088424,0.0030757123520520134,0.0,0.0,0.0,4.0736034823018395e-05,0.0,0.0007303614252195543,0.0,0.0,0.002354628097534024,0.04176337686033744,0.00012962907726726475,4.0736034823018395e-05,2.4473347647891226e-05,2.681926440281277e-05,0.0,9.404298687621032e-06,6.894215057097434e-07,0.0004481316468251491,4.479333524385056e-05,4.769318814598871e-05,0.022024525777720027,0.0,6.443820680714176e-06
