component,Calanoida indet (small),Calanoides acutus,Calanus propinquus,Calanus simillimus,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clio sp.,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus sp.,Egg indet,Egg mass,Eukrohnia hamata,Euphausia superba,Euphausia triacantha furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Globigerina bulloides,Haloptilus oxycephalus,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Neogloboquadrina incompta,Neogloboquadrina pachyderma,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta biloba,Paraeuchaeta exigua,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Pleuromamma borealis,Pleuromamma robusta,Primno macropa,Pseudosagitta sp.,Radiozoa indet,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Subeucalanus sp.,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa gregaria calyptopis,Thysanoessa gregaria furcilia,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F3,Thysanoessa macrura F6,Tomopteris carpenteri,Tomopteris sp.,Turborotalita quinqueloba
component_1,0.37953553287988984,0.00970302912877258,1.6665895932004394e-05,0.014198963598152151,1.439918465634754e-05,0.0006828977447414539,0.02234016976871362,0.0,4.0288904103965675e-06,7.091267176496263e-06,0.014328670088153741,0.009764724822837648,0.006735561319293775,6.476477159269804e-05,2.4225884787860612e-05,0.0002121325606575723,3.0614208645724994e-05,0.00014291934818612317,0.0001195116472188904,0.0,0.0002645170683742444,0.00013812520919118953,0.00010989339275020638,1.2970857625808565e-05,0.002474719975287831,0.10072630106054878,1.1214534348729638e-06,2.7212092761536238e-05,0.0003826447001360279,0.011013476582948878,0.0006594175412677894,0.0,3.69245546951141e-05,2.360404006929909e-05,0.0045703831749283755,9.247131731770598e-06,0.37463148719319067,0.0,0.002709990477329562,5.486210051804652e-06,1.807988771486656e-05,0.0,0.0002998179071425814,6.436212793045718e-05,0.0,2.4237480243994703e-05,5.5438986066235595e-05,2.76700341958594e-05,0.018579257245957048,0.002896152230473845,0.014217569963206859,5.1324175147699834e-06,0.0,1.9103750567499408e-05,0.0031780310905082814,0.0,0.0,0.0,0.0012232890165851582,1.439918465634754e-05,6.228362419280694e-05,0.000324392111453515,0.0020036955254006464,0.0006051925895608612,0.0005678536564353977,3.5893325706683314e-05,1.5809586421010056e-06,5.314115970110427e-05
component_2,0.41483048148264834,7.224454845192272e-05,0.0,0.00101058587877038,1.5537529889519406e-05,0.00019180084148980603,0.23170349954425037,0.18679357049892437,3.676829034778482e-05,8.296264710341813e-06,0.003390749725888753,0.008359950344716763,0.0006196017721834209,0.0,5.923033925984692e-05,0.0,0.0,0.00011519480762925119,0.0009319938666984077,0.0007036336886501528,0.0010732919112149326,7.439261642192203e-05,0.0,0.0,0.0007453783907623807,0.012278177341130698,6.697940429307883e-05,0.0,0.0007706141345454168,0.0025355370713593716,0.013506265112570364,0.013180917841788278,0.0,0.0,0.00033132234901635336,0.0,0.08612864819875102,0.0005004937262801817,0.0017399281866265625,1.2013426227338814e-05,3.876272435423005e-06,0.0013361917913275142,6.193639938339595e-05,6.776888071050698e-05,0.0002487139394914796,1.7105679407576159e-06,1.1410625540697253e-05,6.570815953797506e-05,0.0,0.0,0.00018214237061169592,2.568754986864883e-06,4.930135741500223e-05,3.952331704837668e-05,0.0001862683043192219,0.0008092337290178384,0.006920174614491758,0.008067817294822777,6.843633102816603e-05,1.5537529889519406e-05,0.0,8.0904110721392e-06,0.0,0.0,0.0,0.0,6.649021343124332e-05,0.0
