component,Calanoida indet (small),Calanus simillimus,Calocalanus sp.,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clausocalanus sp.,Cnidaria indet,Copepoda nauplius indet,Ctenocalanus citer,Ctenocalanus sp.,Eucalanus sp.,Eukrohnia hamata,Euphausia longirostris,Euphausia longirostris calyptopis,Euphausia longirostris furcilia,Euphausia vallentini,Euphausia vallentini calyptopis,Euphausia vallentini furcilia,Euphausiidae calyptopis indet,Euphausiidae metanauplius indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Iospilidae indet,Limacina sp.,Mecynocera clausi,Metridia lucens,Microcalanus pygmaeus,Myctophidae indet,Neocalanus tonsus,Oikopleura sp.,Oithona frigida,Oithona similis,Oncaea sp.,Ostracoda indet,Paracalanus sp.,Paraeuchaeta sp.,Pelagobia longicirrata,Pisces larvae,Primno macropa,Protomyctophum sp.,Pseudosagitta gazellae,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Sapphirina sp.,Scolecithricella minor,Siphonophorae nectophore,Teuthida indet,Themisto gaudichaudii,Thysanoessa gregaria,Thysanoessa macrura,Thysanoessa macrura C1,Thysanoessa macrura C2,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Thysanoessa sp.,Tomopteris sp.,Typhloscolex muelleri
component_1,0.014054149435861878,0.00435386880830732,0.004506187204080515,8.00251438188493e-05,0.03421729887259328,0.0,0.0,0.0,0.0005455084939028464,0.016431211492586077,0.0,0.00017535399417739733,9.500613051151055e-05,0.003507884120875926,0.00019582776743457426,0.00016863889094736757,0.0,0.0009021400485835631,0.0006088686428291865,0.00016023419264400975,0.0013285429566168034,0.0003069666569751037,0.6676954919675311,0.11196661118535431,0.00022598919779400912,0.0027160225308605133,0.00019131387137455902,0.0037700314054173257,0.0,0.0,0.0,0.00020525748033620552,0.007861713797203709,0.04060813646247003,0.0005834726357544657,0.0,0.0,0.00044478565564889293,0.018177123802135525,0.0017258549391997071,0.0002585271010681282,0.0,0.00015793805761633671,9.468501385699826e-06,0.0006548635187821016,9.592186435276581e-05,0.0021849358537909007,0.007607447159756844,0.001023578906052327,0.0,0.0008364957277734908,6.781159913736866e-05,0.002123060309331351,0.0010959660990329575,0.002421697440630522,5.0047048179372964e-05,0.0007569850559718213,0.0006969346251029832,0.0013234255268240042,0.0024599729437498564,0.003679242751049594,0.0018562609350217497,0.0004642272218462666,0.0016695660560818463,0.002870647329894751,0.004678437184766335,0.023066998255155104,8.00251438188493e-05
component_2,0.2660955102651596,0.0024547311227964617,0.01034112245333341,0.00011840994450623135,0.0,0.011234480981408359,0.007698586050687056,0.0017602484043891503,0.0002069330619455594,0.02399966726615446,0.036838071482076885,0.0,0.000191282656257036,0.0002817261013515686,0.0,0.0006252993843961552,0.00030661310555126083,0.0,0.000973501221607684,0.00027274722549405675,0.0004229795676810862,0.0,0.08232492137944268,0.1455481510442242,0.0,0.0006036899021239814,0.0,0.00545143400283039,0.0008776980863749389,0.0005624423421445525,0.00015602412967879095,0.0002750547199446135,0.04086258243405329,0.0,0.0006135239352676046,0.27065716394426736,0.0001886147342477244,0.0028040908473651776,0.008039625669212248,0.001058784785698317,0.0,0.000312061368774842,0.0,3.052063478875169e-05,0.0016518363918479528,3.9305722996473505e-05,0.02514870819575203,0.0,0.0,5.169216804425904e-05,1.1032379872615659e-05,2.071021561292641e-06,0.0015670893433978198,0.0,0.002491691353788282,0.0005959800354560313,0.0,0.0017029720012087738,0.002833567342314773,0.012801903113968392,0.008466718969162706,0.00764489612939258,0.004605003230391788,0.0012377723565183867,0.0023642316948311033,0.0024768243497533928,0.0,0.00011840994450623135
