component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Egg indet,Euphausia frigida,Euphausia triacantha furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperia sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Vibilia sp.
component_1,0.02249738438118967,6.0051520621978896e-05,0.0,0.0,0.0,0.0,0.006442571621401044,0.09498911771062896,0.04899088311782514,0.0,0.0008629178397466987,0.00010992839401307168,0.0,0.0,0.0,2.0140816418180226e-05,0.0,0.03284044232931557,0.04627865907874842,3.7711417581097175e-05,0.0,0.0,6.868899556239061e-05,0.0004211911761442249,0.0,0.0,0.015113156557302623,0.7223566791955252,6.013478209790367e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00025011879757902254,0.006156089954973013,0.0,0.0,0.001183831004038886,0.0011015834060293962,0.0,0.0,0.0,0.0,0.0,3.6292155795020586e-05,0.00012242574746242025,0.0
component_2,0.5118874477515746,0.0,0.07252885020064656,0.0002085222524703398,9.121317661970762e-05,0.04096657476286092,0.05920817979654257,0.025695007036287364,0.06916094760457077,4.473427851844399e-05,0.0,0.0,8.504914994492855e-05,0.0033814439191409374,0.0024266784703849,0.0,6.387896294972254e-05,0.00698901367926328,0.0,0.0004262871877039012,6.534090570143851e-05,0.00014911985249819548,7.097728091925545e-05,0.00024848684574730934,0.005478552906590859,0.0015309276315804633,0.0042094632272481015,0.16669234232546873,0.0,0.00795473904199885,0.0003309934646318908,7.048827599543818e-05,4.956019756738805e-05,0.00019155525279657552,5.109778567661322e-05,0.0,0.012939244590771183,1.8415008522416465e-05,0.00011221155543184987,0.000686937372751395,0.00020112628070544452,9.281555181544071e-05,0.0005980461054425036,7.37306805625818e-06,0.0010078758521528848,0.0016282381437861381,0.000160777989358768,0.002269002672970471,2.0462584334993717e-05
