component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Decapoda zoea indet,Egg indet,Euphausia frigida,Euphausia triacantha furcilia,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Euphausiidae indet,Euphausiidae nauplius indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperia sp.,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Oncaea sp.,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Pleuromamma sp.,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpa thompsoni,Siphonophorae nectophore,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Thysanoessa macrura F6,Tomopteris sp.,Vibilia sp.
component_1,1.6190901373107887,0.0043217835070131815,0.0,0.0,0.0,0.0,0.46365853000450913,6.836169975640525,3.5257723444747313,0.0,0.06210240888321125,0.00791131873560347,0.0,0.0,0.0,0.001449492824033724,0.0,2.36345858609128,3.3305792003544754,0.002714012581863276,0.0,0.0,0.004943404680849844,0.03031225620110884,0.0,0.0,1.0876625616096884,51.9865134137074,0.004327775662910222,0.0,0.0,0.0,0.0,0.0,0.0,0.018000531593122662,0.44304103808745743,0.0,0.0,0.08519786435638663,0.07927867515206255,0.0,0.0,0.0,0.0,0.0,0.0026118712519573864,0.008810727367712962,0.0
component_2,41.44995037147719,0.0,5.873004416346047,0.016885034110933884,0.007385962794591763,3.317257530475892,4.794366661913599,2.0806463825730575,5.600289396517977,0.003622346343200868,0.0,0.0,0.006886832368791499,0.2738115248732314,0.19649964578502777,0.0,0.005172582089437033,0.5659335297700647,0.0,0.034518492008224745,0.005290962516170952,0.012074940521792058,0.0057473665051332255,0.020121156456232324,0.44362436915216336,0.12396645909186221,0.3408601688249843,13.497868226784846,0.0,0.6441328849870984,0.026802108046481133,0.005707769461070776,0.004013123858754594,0.015511135810595583,0.0041376296482579285,0.0,1.0477519003203972,0.001491150432965748,0.009086300951871958,0.0556245716395781,0.016286147258071388,0.007515714701248901,0.0484266248358514,0.0005970322311277759,0.08161247992277783,0.13184615201901867,0.013018955063303412,0.1837318898919725,0.0016569523415414658
