component,Calanoida indet (small),Calanoides acutus,Calanus australis,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clione limacina antarctica,Copepoda nauplius indet,Ctenocalanus sp.,Ctenophora indet,Euaugaptilus sp.,Eukrohnia hamata,Euphausia frigida,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpidae indet,Subeucalanus sp.,Themisto gaudichaudii,Themisto sp.,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.
component_1,0.0,0.0032170155529838004,0.004155434871116681,0.002943452678767297,0.07964173544659257,0.002254491244201207,0.0,0.0,0.0,5.519531762586723e-05,2.0430420218969507,1.3871319605502155,0.0,0.0,0.00030180044141293736,0.062810652850805,0.0,0.00990534268235019,0.1912894424091191,1.7707725558096559,0.01010945743642081,0.0,0.0027778413732677245,0.0,0.0,0.020189042119087928,40.643131638119556,0.0,0.0,0.0033879114491600633,0.0,0.0,0.015372571313949824,0.21964796557599,0.003244374389073669,0.0,0.17603590648555006,0.0,0.061252207842079916,0.0,0.0009431267188799111,0.005044862930646601,0.005426065599262556,0.0
component_2,29.125162642750844,0.0,0.0,0.0,2.069895320028576,0.014915796451392724,0.010588080162165489,0.32773928684929465,2.6281088224646694,0.0,1.3267976293095496,20.221630689060646,0.003319443766780517,0.0015029723703871148,0.00012479043471938013,0.0,0.06998550891066471,0.35190578736486267,0.4069265281766116,0.0,0.0,0.033143858122043866,0.25403955781208476,0.36801645475348493,0.7194266295395357,0.0,1.8731569736999183,0.26712564826147966,0.03172729743019237,0.0,0.03854569385293015,0.0022416168584721316,0.006384569165224106,0.5415569825677092,0.0008787199184030682,0.05647858006261707,0.0918278563489244,0.00777985614639174,0.003273390900475058,0.0864150569273946,0.001512181151480091,0.04227227460526465,0.020090594890479173,0.016873764911319856
