component,Calanoida indet (small),Calanoides acutus,Calanus australis,Calanus propinquus,Calanus simillimus,Candacia maxima,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Clione limacina antarctica,Copepoda nauplius indet,Ctenocalanus sp.,Ctenophora indet,Euaugaptilus sp.,Eukrohnia hamata,Euphausia frigida,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Primno macropa,Rhincalanus gigas,Rhincalanus gigas nauplius,Salpidae indet,Subeucalanus sp.,Themisto gaudichaudii,Themisto sp.,Thysanoessa macrura,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F5,Tomopteris sp.
component_1,0.0,6.88513347409966e-05,8.893560898090732e-05,6.299647680973173e-05,0.0017045114318770753,4.8251159737531067e-05,0.0,0.0,0.0,1.1813033625123261e-06,0.04372567301052702,0.029687729317067025,0.0,0.0,6.459205084485744e-06,0.0013442885847164208,0.0,0.00021199650841420976,0.004094022305709123,0.03789849690876972,0.00021636502110139826,0.0,5.945202411932786e-05,0.0,0.0,0.0004320906983965712,0.8698540045114447,0.0,0.0,7.250888950245276e-05,0.0,0.0,0.00032900744057171515,0.004700958187480525,6.943687508132862e-05,0.0,0.003767562488975139,0.0,0.0013109343726512524,0.0,2.0185023154317816e-05,0.00010797136061037355,0.00011612995111413866,0.0
component_2,0.47729446641682904,0.0,0.0,0.0,0.0339208262776046,0.0002444356172624318,0.00017351429529741087,0.005370893545190231,0.04306866243082926,0.0,0.021743163267176974,0.33138604402662947,5.439805301346587e-05,2.463026230487689e-05,2.045028372335473e-06,0.0,0.00114690161707097,0.005766926937697688,0.00666859040477325,0.0,0.0,0.0005431516476455936,0.0041631243980319995,0.00603094374300076,0.011789748729784215,0.0,0.030696737018894905,0.00437757533982205,0.0005199374741195069,0.0,0.0006316753182073596,3.67349475606009e-05,0.00010462841256529246,0.008874874080516014,1.4400199570676776e-05,0.0009255541012979187,0.0015048474831150847,0.00012749395887462817,5.364335239531496e-05,0.0014161441428656384,2.478117305899127e-05,0.0006927454105382406,0.0003292386684966592,0.0002765222195865051
