component,Calanoida indet (small),Calanoides acutus,Calanus simillimus,Candacia maxima,Candacia sp.,Chaetognatha indet,Clausocalanus brevipes,Clausocalanus laticeps,Copepoda nauplius indet,Ctenocalanus citer,Ctenophora indet,Eukrohnia hamata,Euphausia frigida,Euphausia frigida furcilia,Euphausia superba furcilia,Euphausia triacantha,Euphausia vallentini,Euphausiidae calyptopis indet,Euphausiidae furcilia indet,Foraminifera indet,Fritillaria sp.,Harpacticoida indet,Hyperiidea indet,Limacina sp.,Metridia lucens,Metridia sp.,Neocalanus tonsus,Oikopleura sp.,Oithona similis,Ostracoda indet,Paraeuchaeta sp.,Pisces larvae,Pleuromamma robusta,Rhincalanus gigas,Rhincalanus gigas nauplius,Subeucalanus longiceps,Themisto gaudichaudii,Thysanoessa macrura,Thysanoessa macrura C3,Thysanoessa macrura F1,Thysanoessa macrura F2,Thysanoessa macrura F3,Thysanoessa macrura F4,Thysanoessa macrura F5,Thysanoessa macrura F6,Thysanoessa macrura furcilia,Tomopteris sp.
component_1,0.383630863200952,1.144982314148266e-05,0.017343138599537726,5.8495904321206895e-05,0.0003469286244485348,0.0015051802041688067,0.023565448299856875,0.0,0.07947037464117554,0.09246738291680683,3.518887968188891e-05,0.00010345320704868493,0.0,1.005653705214674e-05,0.0,0.0,0.00023575743772368083,0.0023315167070951303,0.004422699541305598,0.12836272777890897,0.0,1.0501290448797734e-05,0.002222904702189745,0.0017804068648556172,0.0006407074999119836,0.010309988218642464,0.007798529552771334,0.009925478879082296,0.2080128544126466,0.0032159760688959403,0.0004649471889145984,0.0,2.051279925005418e-05,0.0005305909605441641,0.01152235229577856,0.0,0.0009431787866185725,0.0001868512791990051,0.00014630013734119542,0.002286185759107101,0.0002945917354494565,0.002542271844194231,2.222848379037574e-05,0.0009091889616205985,1.6198778687642578e-05,9.806846780916292e-05,0.002198522729025602
component_2,0.0,0.0010171686470829085,0.022954155003913696,1.8638536711728896e-06,0.0,0.0003756166405294208,0.0,0.03731965355372898,0.017421208403405865,0.05288746394353037,0.0,0.0004637985501718771,0.00047375027571523644,0.00017903878366129096,8.941579875901333e-05,6.145070060398378e-05,0.0,0.0,0.0,0.23995759932134955,0.05725016312667032,0.0004479780421153067,0.0,0.0003713604093040043,0.0009624218888732969,0.0,0.0,0.0,0.36471598579117775,0.0013766923970869717,2.3521590554174028e-05,7.375419147537e-05,3.9296195903632256e-05,0.0018494252029454322,0.009884510068289502,0.1843832715406945,0.0038963252850081043,0.00018928585913104105,0.00014336006155081033,0.0,0.0,0.0007047297389433845,0.00017404419120045284,0.00023287515970990978,7.881578324262745e-05,0.0,0.0
